5   -0.42143915260666986   -0.06168743968009949
10   -0.42041591003596523   -0.06169354170560837
15   -0.4205934364935919   -0.06168924644589424
20   -0.4204898441896579   -0.06169385090470314
25   -0.4217295050758706   -0.06167173385620117
30   -0.42193821334791154   -0.0616750530898571
35   -0.4232176659332948   -0.06158288195729256
40   -0.42330001596039624   -0.06183222308754921
45   -0.42330001596039624   -0.06183222308754921
50   -0.4229587636069631   -0.06177286431193352
55   -0.42353952550691487   -0.0617285780608654
60   -0.4235777301726816   -0.06182480230927467
65   -0.42511863193133703   -0.0618138387799263
70   -0.42557943483201904   -0.0618123859167099
75   -0.42578182560732736   -0.06185976788401604
80   -0.4257090185874167   -0.06185527518391609
85   -0.4257794810856758   -0.06185445934534073
90   -0.4262249241762205   -0.06186714768409729
95   -0.4267609401766957   -0.06185426935553551
100   -0.42666620780036024   -0.06184564158320427
105   -0.42697753041501063   -0.06187884882092476
110   -0.4264210589673164   -0.06191375106573105
115   -0.42690517858690424   -0.06190003827214241
120   -0.4273968539041934   -0.061915479600429535
125   -0.4280377447902662   -0.06301293522119522
130   -0.4280385062132198   -0.06298260390758514
135   -0.428042662984239   -0.06298200786113739
140   -0.42797185196716037   -0.06298477947711945
145   -0.4276010522663208   -0.06297589838504791
150   -0.4269919926029413   -0.06298543512821198
155   -0.42716699165090055   -0.06296856701374054
160   -0.42721446028839466   -0.06295736134052277
165   -0.42772701246960865   -0.06295235455036163
170   -0.42772701246960865   -0.06295235455036163
175   -0.4283109858033971   -0.06295406818389893
180   -0.4271435604726061   -0.06295333802700043
185   -0.4271435604726061   -0.06295333802700043
190   -0.42732338238426426   -0.06296363472938538
195   -0.4276901235601409   -0.062968410551548
200   -0.4280135105979148   -0.06291915476322174
205   -0.428111042532851   -0.063072070479393
210   -0.42872034175014656   -0.0630706399679184
215   -0.42856850253840706   -0.06306780874729156
220   -0.4293199515994225   -0.0628838986158371
225   -0.42980577829439015   -0.06287079304456711
230   -0.42974802172445065   -0.06286986172199249
235   -0.4298706549336126   -0.06289605051279068
240   -0.43027186331511974   -0.06287887692451477
245   -0.43194587948290464   -0.06298481673002243
250   -0.43154269073044305   -0.06288765370845795
255   -0.4317068387356333   -0.06289149820804596
260   -0.4303157329075171   -0.06288370490074158
265   -0.4301240398991703   -0.0628834068775177
270   -0.4301985661491928   -0.0628097802400589
275   -0.43040955066378483   -0.06282273679971695
280   -0.4305978153732464   -0.06282678246498108
285   -0.4304956756426078   -0.06282679736614227
290   -0.4299008057614834   -0.06282743066549301
295   -0.4300648271035569   -0.06282999366521835
300   -0.4303375410103319   -0.06184551492333412
305   -0.43006607765152727   -0.06184513494372368
310   -0.4303365675429606   -0.06183214113116264
315   -0.4302716240736286   -0.06181735917925835
320   -0.42981121726128274   -0.061775561422109604
325   -0.4296419403688224   -0.06177382916212082
330   -0.4303530907560074   -0.061774883419275284
335   -0.43010620965930574   -0.061784591525793076
340   -0.43012423561765645   -0.06177401542663574
345   -0.4300303838485319   -0.06190135329961777
350   -0.4305501562447648   -0.06190427020192146
355   -0.4303728386161923   -0.06189696863293648
360   -0.4299685378374777   -0.06193837895989418
365   -0.4299406179017213   -0.061939846724271774
