 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27486326    -0.02723965

 Atomic coordinates:
  1    -4.51576386     6.13092189     3.25599372
  2    -3.57182840     5.99354065     1.59880629
  3    -5.71844883     7.57006840     3.06077838
  4     2.79846932    -1.32190732    -8.89316222
  5     3.82125413    -0.18770629    -7.73859986
  6     0.99567877    -0.68978016    -8.84475608
  7    -1.40566594     0.97046202     0.95854429
  8    -2.52709742    -0.45213242     0.34054727
  9    -1.98352483     2.55788682    -0.05318265
 10    -1.34540200    -3.62968701    -4.56645781
 11     0.58947897    -3.89984518    -4.51772788
 12    -1.65264577    -2.42956855    -6.01996118
 13    -0.25512181     0.44650658     5.93764082
 14    -0.77606467     0.69899055     4.08669476
 15    -1.40950409    -0.88023535     6.60712603
 16    -3.94858554    -3.21394633    -0.45334340
 17    -5.63775568    -2.47327215    -1.02006112
 18    -3.02425823    -3.56925849    -2.15112441
 19    -2.32342437     0.17807649    -8.27455654
 20    -3.26200595     1.28122056    -7.07560647
 21    -2.88621762     0.64780449   -10.03063603
 22     6.51624123    -4.74309379     0.05900971
 23     5.40272335    -5.09765432    -1.43577738
 24     5.47022294    -4.58843861     1.64385735
 25    -1.55955327    -6.23922244     2.73465578
 26    -2.60266940    -4.99554661     1.63617244
 27    -0.94137550    -7.60870517     1.60771371
 28     5.28667722     0.63307605    -4.74028116
 29     7.12534747     0.93153320    -4.26670471
 30     4.32832560     1.16820978    -3.15348868
 31    -7.22296557     1.67865779     3.22604715
 32    -6.25277905     3.37860854     3.28112090
 33    -6.79514320     0.78784353     4.85073258
 34    -3.02715023    -3.56937670     6.91596808
 35    -2.53652825    -4.59065872     5.36839704
 36    -3.53373139    -4.80430883     8.22248764
 37     8.36074658     0.43531812     0.03303735
 38     6.58542982     1.16922804     0.26656574
 39     8.22585679    -1.47677925     0.25723367
 40     3.24815935     6.74535997     2.13228048
 41     2.08104172     6.47293597     3.67451106
 42     4.52832376     8.02364158     2.56469044
 43    -2.27600780     5.71355216    -1.36431998
 44    -0.50585941     6.36806708    -1.65089622
 45    -3.25355680     6.21834085    -2.91502140
 46    -8.06239549    -0.29372320    -1.49503722
 47    -8.36099050     1.11866959    -2.74682032
 48    -8.12744707     0.44038085     0.26192557
 49     3.55415652     2.19265283    -0.23917895
 50     3.42230183     3.99151009     0.53333184
 51     1.86324732     1.31699229     0.04476234
 52     2.91281094    -3.73955404     3.90591788
 53     1.33744765    -4.69716812     3.38281425
 54     2.42727065    -2.08551579     4.74093939
 55     3.87758232    -4.43320763    -4.63006827
 56     4.49820423    -2.58366434    -4.46732113
 57     3.80825945    -4.73676610    -6.54336116
 58     0.04749147     5.55847526     5.82973161
 59     0.21041572     3.65049598     6.14891275
 60    -1.74486474     5.95491007     5.21193798

 Atomic and electronic forces:
  1    -0.00209419    -0.00470531     0.00428811     0.00114482    -0.00097834     0.00790713
  2     0.00582417    -0.00105556    -0.00686459    -0.00126849     0.00061857    -0.00458200
  3    -0.00473394     0.00696722     0.00247855    -0.00004026    -0.00014299    -0.00408741
  4    -0.00477945     0.00113645    -0.00339182     0.00402266    -0.00380250    -0.00123888
  5     0.00288641    -0.00100036     0.00268191    -0.00233388     0.00171185     0.00037879
  6     0.00065159    -0.00103306    -0.00017039    -0.00239249     0.00262834     0.00092317
  7    -0.00424419     0.03354704    -0.01783287     0.00299550    -0.00411692     0.00543725
  8    -0.00320333    -0.01177667     0.00197888    -0.00108152     0.00253266    -0.00245924
  9     0.00945095    -0.01996001     0.01739336    -0.00205920     0.00231966    -0.00376209
 10     0.02021008     0.00166284    -0.00175890     0.00242338    -0.00576538     0.00102270
 11    -0.01542840    -0.00287131     0.00087929    -0.00133454     0.00226758    -0.00039640
 12    -0.00129675    -0.00022079    -0.00513520    -0.00160487     0.00357929    -0.00010941
 13     0.01619675     0.02569687    -0.01930134     0.00133355    -0.00161078     0.00306768
 14     0.00327009    -0.00220603     0.00450129    -0.00088059     0.00112674    -0.00192079
 15    -0.01446647    -0.02154430     0.01055410    -0.00045252     0.00083605    -0.00139554
 16    -0.00090771     0.00059329    -0.01275379     0.00081221    -0.00500021     0.00308068
 17    -0.00458180     0.00025633     0.00602756     0.00003948     0.00299593    -0.00182027
 18    -0.00001465    -0.00072063     0.00953504    -0.00070419     0.00280123    -0.00119383
 19     0.00586778    -0.00241200    -0.00517748     0.00536907    -0.00984470    -0.00323618
 20    -0.00484856     0.00444494     0.00599175    -0.00260975     0.00565610     0.00120803
 21     0.00065622    -0.00287195    -0.00036954    -0.00198551     0.00400678     0.00261616
 22     0.01419008     0.00476774     0.00210235     0.00175630    -0.00166922     0.00092949
 23    -0.00589738    -0.00106879    -0.00361561    -0.00095136     0.00102363    -0.00042542
 24    -0.00844333     0.00024199     0.00258594    -0.00082298     0.00084612    -0.00059668
 25    -0.00697761     0.01928916     0.00645372     0.00075671    -0.00243760     0.00172394
 26     0.00544171    -0.01073650     0.00112613    -0.00040111     0.00157646    -0.00109150
 27     0.00133076    -0.00881623    -0.00880370    -0.00038943     0.00119833    -0.00067345
 28     0.00419222    -0.00003375     0.00098678     0.00448437    -0.00255242     0.00062311
 29    -0.00375930    -0.00249188    -0.00207071    -0.00187231     0.00086981    -0.00029247
 30     0.00196913     0.00290194     0.00219647    -0.00245750     0.00140520    -0.00078854
 31     0.00936043     0.01968821    -0.00115351    -0.00090564    -0.00314809     0.00567109
 32    -0.00820818    -0.01709334     0.00176080     0.00017830     0.00130123    -0.00341223
 33    -0.00044166    -0.00204539    -0.00051504     0.00021895     0.00120097    -0.00216993
