 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28514404    -0.02657192

 Atomic coordinates:
  1    -4.79505003     5.70154868     3.60956412
  2    -3.76036096     5.33721522     1.99676732
  3    -5.85744210     7.19062432     3.05351085
  4     3.14909660    -1.30127023    -9.13141102
  5     4.36205349    -0.09414466    -8.25490807
  6     1.41137712    -0.52976933    -8.97306616
  7    -1.00495408     0.38791591     0.73153820
  8    -1.93106619    -1.12550967    -0.00699622
  9    -1.89950110     1.97024413    -0.00676206
 10    -1.50243327    -3.54769190    -4.80194504
 11     0.37021904    -3.97398721    -4.56079796
 12    -1.59163330    -2.03741416    -5.98467101
 13    -0.05303670     0.42470597     5.60822130
 14    -0.35915503     0.49341915     3.69545693
 15    -1.52409332    -0.61318324     6.31361087
 16    -4.08000072    -3.83634108    -0.67598287
 17    -5.53665801    -2.60269396    -0.91348150
 18    -3.26951252    -3.99131556    -2.43557859
 19    -1.55936953     0.66857153    -7.94148468
 20    -1.11868886     2.29743070    -7.17315597
 21    -2.96123137     1.10368279    -9.13752343
 22     6.28149086    -4.40379540    -0.02917085
 23     5.19132077    -4.67442339    -1.60368474
 24     5.11163825    -4.21039030     1.45823417
 25    -2.12770727    -5.99356477     3.39638977
 26    -2.97497149    -5.12402263     1.84264019
 27    -1.79653788    -7.75072688     2.80249013
 28     5.84162550     0.75421622    -4.80622051
 29     7.55977708     0.46128519    -3.97488187
 30     4.82538784     1.72343479    -3.50297937
 31    -7.03905965     1.00566775     3.85989146
 32    -6.22087294     2.75933297     3.98152622
 33    -6.00378440    -0.24043145     4.88568069
 34    -4.13194315    -2.49003857     6.75759218
 35    -3.46182085    -3.85159349     5.56255120
 36    -4.89786370    -3.31108148     8.30859872
 37     8.84308008     0.05379947    -0.64098637
 38     7.24971788     1.04507787    -0.12379373
 39     8.39786410    -1.82412786    -0.37243913
 40     2.30719349     6.93703103     1.33082897
 41     1.69106761     6.59330409     3.16178440
 42     3.23133195     8.61712113     1.34717150
 43    -2.26915832     5.11178095    -0.82987521
 44    -0.58074357     6.05976774    -0.38554141
 45    -2.96171987     5.88474349    -2.39158607
 46    -7.65540063    -0.23753686    -0.99122642
 47    -8.16287063     1.30496005    -2.00235894
 48    -7.64361321     0.29184280     0.88159401
 49     3.77865001     2.33366534    -0.21879136
 50     3.30302446     4.12392659     0.39293556
 51     2.19718673     1.20902101     0.10344411
 52     2.70440656    -3.69226484     3.74707371
 53     0.93983356    -4.47537500     3.61171525
 54     2.49813979    -2.11839114     4.81100571
 55     3.67280163    -4.06108682    -4.51151482
 56     4.32888324    -2.25354945    -4.24142470
 57     3.60793458    -4.13962472    -6.41960854
 58     0.24998657     5.59944289     5.72128850
 59     0.30401185     3.73580704     6.13049954
 60    -1.58062578     5.93784945     5.27170559

 Atomic and electronic forces:
  1     0.00682181     0.00820728    -0.02610767     0.00004027    -0.00233647     0.00746622
  2    -0.00264590    -0.00497342     0.01209785    -0.00050824     0.00163235    -0.00422203
  3    -0.00250649    -0.00323060     0.01280696     0.00053230     0.00059191    -0.00407608
  4     0.00655218     0.00627951     0.00369251     0.00337715    -0.00418788    -0.00145535
  5    -0.00117828    -0.00729039    -0.00117753    -0.00209876     0.00193154     0.00056954
  6    -0.00378518    -0.00225761    -0.00050648    -0.00189923     0.00284510     0.00102255
  7    -0.01213423     0.01517548    -0.01478756     0.00211014    -0.00475369     0.00439107
  8     0.00043039    -0.00229304     0.00240238    -0.00068555     0.00256729    -0.00175506
  9     0.01187116    -0.01477937     0.00825099    -0.00122271     0.00292393    -0.00310034
 10     0.00633128     0.00155135    -0.00171266     0.00135789    -0.00559690     0.00063925
 11    -0.00536912     0.00097274    -0.00226426    -0.00090221     0.00232137    -0.00029843
 12     0.00242781    -0.00257236    -0.00257566    -0.00095215     0.00357053    -0.00003443
 13    -0.00435131     0.00077418     0.00400047     0.00118292    -0.00206310     0.00306193
 14     0.00151324    -0.00198418     0.00122421    -0.00076482     0.00142403    -0.00181155
 15     0.00298101     0.00273576     0.00021820    -0.00034849     0.00101722    -0.00140812
 16     0.00320446     0.00083432     0.00625770     0.00011473    -0.00441716     0.00202879
 17    -0.00857320     0.00101517     0.00050770     0.00027756     0.00259264    -0.00127040
 18     0.00200371    -0.00163105    -0.00014533    -0.00022558     0.00249629    -0.00077312
 19    -0.00699466    -0.00846304    -0.00773318     0.00358295    -0.01007798    -0.00270487
 20     0.01188213     0.01894456     0.01486074    -0.00265677     0.00502944     0.00125198
 21    -0.00474941    -0.00867257    -0.00678656    -0.00083714     0.00455044     0.00223131
 22     0.00549980     0.00018620    -0.01558017     0.00170049    -0.00197602     0.00095503
 23     0.00425318    -0.00067841     0.00776418    -0.00090619     0.00120057    -0.00042108
 24    -0.00946476    -0.00062865     0.00927647    -0.00078930     0.00101598    -0.00062292
 25    -0.00883826     0.01897817    -0.01132140     0.00039080    -0.00237074     0.00158223
 26     0.00551013    -0.00600754     0.01111629    -0.00016659     0.00150965    -0.00090281
 27     0.00294994    -0.01074537     0.00040807    -0.00018234     0.00109322    -0.00060773
 28    -0.00162730    -0.00093831    -0.00459514     0.00439874    -0.00308634     0.00053952
 29    -0.00393297     0.00100171    -0.00046380    -0.00176582     0.00110249    -0.00030091
 30     0.00253941     0.00054097     0.00507546    -0.00259095     0.00174685    -0.00075690
 31     0.00195134     0.00905820    -0.00640970    -0.00101193    -0.00314084     0.00416310
 32    -0.00184102    -0.01058327     0.00601933     0.00039884     0.00150941    -0.00263320
 33     0.00123209     0.00288907     0.00391786     0.00021965     0.00134893    -0.00170350
 34    -0.00233599     0.00391160     0.00090049     0.00007897    -0.00196915     0.00232393
 35    -0.00254633    -0.00483027     0.00585875    -0.00009608     0.00109422    -0.00104751
 36     0.00508764    -0.00110655    -0.00956054     0.00002301     0.00079979    -0.00098059
 37    -0.01834989    -0.00073484     0.00380021     0.00256516    -0.00153448     0.00103670
 38     0.01495819    -0.01016233    -0.00182957    -0.00152105     0.00091144    -0.00077856
 39     0.00165575     0.01134797     0.00084888    -0.00109055     0.00083548    -0.00047963
