 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27739145    -0.03176353

 Atomic coordinates:
  1    -4.69091575     6.11896274     3.29292413
  2    -3.87629454     5.61999852     1.63048050
  3    -5.97260188     7.45114180     2.84053731
  4     3.11288343    -1.22028183    -9.44328053
  5     4.06468863    -0.09914282    -8.26343197
  6     1.26770243    -0.88602953    -9.12248353
  7    -0.89622307     0.64207187     0.79235683
  8    -2.14362407    -0.73400841     0.23300996
  9    -1.37229640     2.24047165    -0.18882982
 10    -1.55644039    -3.97868097    -4.86030686
 11     0.37736780    -4.14472854    -4.75799169
 12    -1.79215426    -2.68094585    -6.29828732
 13    -0.30966185     0.37601649     5.80353762
 14    -0.39792539     0.57311416     3.85910801
 15    -1.64477168    -0.94909527     6.32298739
 16    -3.95574046    -3.52961136    -0.44512786
 17    -5.63158204    -2.61279742    -0.79259439
 18    -3.20233102    -3.87500932    -2.18909294
 19    -1.88119686     0.07717031    -8.16513808
 20    -2.01154594     1.50524008    -6.96266861
 21    -3.09015728     0.54465597    -9.52646700
 22     6.13954584    -4.34746348     0.09045374
 23     5.11661729    -4.86124120    -1.45006715
 24     4.87625388    -4.22204643     1.54563673
 25    -2.02300401    -6.16050151     3.18999149
 26    -3.01304775    -5.11473476     1.81453990
 27    -1.41902258    -7.75185725     2.30387679
 28     5.70056242     0.85896489    -4.98989627
 29     7.29028327     0.58824981    -3.97382094
 30     4.76428519     2.19219431    -3.99378037
 31    -6.71815067     1.28873834     4.02812096
 32    -5.93418767     3.03410747     4.11129653
 33    -5.67173382     0.09751225     5.09100276
 34    -4.15754207    -3.06744861     6.64140312
 35    -3.44662672    -4.28722918     5.31710484
 36    -5.44494411    -3.95166649     7.71125080
 37     8.62817962     0.08640438    -0.46010476
 38     7.10459200     1.22072017    -0.18691040
 39     7.97830294    -1.67728954    -0.06863988
 40     2.68172563     7.22945375     1.81113527
 41     1.67262805     6.67037585     3.37355130
 42     3.86822611     8.56554903     2.38455510
 43    -1.95310989     5.29482752    -1.02611795
 44    -0.42666758     6.46195649    -0.79043976
 45    -2.58950897     5.56081039    -2.83948621
 46    -7.91900590    -0.31252499    -0.83598705
 47    -7.94015960     1.25818848    -1.92247383
 48    -7.96202592     0.30056051     0.99538902
 49     4.06841555     2.72828286    -0.06577507
 50     3.63487814     4.48250109     0.61391398
 51     2.49568814     1.71141262     0.24761298
 52     2.71687060    -3.89970039     3.94025193
 53     0.99904352    -4.77074169     3.96264026
 54     2.40345241    -2.16123545     4.74694232
 55     3.84574538    -4.18770042    -4.82988687
 56     4.48673822    -2.38912873    -4.60128312
 57     3.99854618    -4.44342738    -6.73217841
 58    -0.15421829     5.50133963     5.80772910
 59    -0.06876093     3.55107896     6.02653506
 60    -1.97825499     5.86887813     5.19561246

 Atomic and electronic forces:
  1    -0.00582452     0.00046710    -0.00249175     0.00042072    -0.00014387     0.00843881
  2     0.00710956    -0.00108772    -0.00196636    -0.00074708     0.00026286    -0.00515816
  3     0.00025818     0.00021968     0.00572127     0.00041205    -0.00057588    -0.00423570
  4    -0.00509255    -0.00596798    -0.00387691     0.00448559    -0.00417670    -0.00211952
  5     0.01218426     0.00594014     0.00755921    -0.00273070     0.00192036     0.00079195
  6    -0.00537193    -0.00025080    -0.00224039    -0.00254220     0.00296281     0.00144861
  7    -0.00599532    -0.00013641    -0.00983219     0.00334650    -0.00461360     0.00647555
  8     0.00779392     0.00219673     0.00479332    -0.00109929     0.00291276    -0.00289972
  9     0.00025315    -0.00316356     0.00736998    -0.00230011     0.00243510    -0.00447220
 10     0.01645812     0.01931319    -0.01597877     0.00215551    -0.00696749     0.00077835
 11    -0.01010130    -0.00707765     0.00472365    -0.00138579     0.00282453    -0.00033607
 12    -0.00346413    -0.01258850     0.01108138    -0.00143248     0.00432710     0.00021361
 13    -0.00694148    -0.00554757    -0.00897894     0.00133016    -0.00169234     0.00360242
 14    -0.00333920    -0.00681926     0.01245285    -0.00096164     0.00120008    -0.00225918
 15     0.00892370     0.01013816    -0.00429200    -0.00041120     0.00092035    -0.00164905
 16    -0.00958015     0.01019177    -0.00215347     0.00039919    -0.00563497     0.00341521
 17     0.00192639    -0.00291287     0.00405758     0.00038284     0.00323818    -0.00204178
 18     0.00402787    -0.00366827    -0.00461194    -0.00047086     0.00325747    -0.00130492
 19     0.00187217    -0.00279723     0.00113405     0.00544192    -0.01156491    -0.00483003
 20     0.00499574     0.00799106     0.01399486    -0.00340386     0.00601592     0.00193987
 21    -0.00624649    -0.00585673    -0.01558928    -0.00149858     0.00485001     0.00343360
 22    -0.00857599     0.00054393    -0.00309288     0.00211450    -0.00202593     0.00121241
 23     0.00495931     0.00067232     0.00096774    -0.00113445     0.00126155    -0.00053678
 24     0.00308465    -0.00180796     0.00274592    -0.00098109     0.00105159    -0.00079180
 25    -0.00842266     0.00477032    -0.01366294     0.00058501    -0.00266695     0.00205026
 26     0.01542625    -0.01419019     0.01179795    -0.00026417     0.00176271    -0.00126879
 27    -0.00362891     0.00721950     0.00373640    -0.00030523     0.00128469    -0.00078839
 28    -0.01087096     0.00276958    -0.00163778     0.00552878    -0.00275190     0.00050661
 29     0.00937890    -0.00464614     0.00220546    -0.00214039     0.00097104    -0.00036313
 30     0.00058625    -0.00135225     0.00134263    -0.00346674     0.00138566    -0.00075885
 31    -0.00241256    -0.00042992    -0.00681428    -0.00098201    -0.00264668     0.00554018
 32     0.00134156    -0.00048944     0.00371874     0.00030151     0.00099058    -0.00327037
 33     0.00005576    -0.00014484     0.00216306     0.00016335     0.00118570    -0.00222365
