 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28246990    -0.02531223

 Atomic coordinates:
  1    -4.67097767     6.03090556     3.37234029
  2    -3.98531517     5.80099181     1.57632290
  3    -5.65126112     7.67676911     3.31181933
  4     3.11811135    -1.12201315    -9.37243407
  5     4.27442470     0.04878642    -8.41416704
  6     1.29739782    -0.54555504    -9.17621481
  7    -0.92175218     0.70089995     0.85927324
  8    -2.01831422    -0.70680069     0.19437798
  9    -1.47654432     2.27894756    -0.07776764
 10    -1.47236123    -3.95144925    -4.75773788
 11     0.40167005    -4.18909149    -4.42173463
 12    -1.54773666    -2.48517520    -6.06002403
 13    -0.36847301     0.24872673     5.94674549
 14    -0.50290897     0.42484795     4.04674212
 15    -1.70992970    -1.08056320     6.40395906
 16    -4.09925112    -3.49014055    -0.48360200
 17    -5.67479840    -2.43802842    -0.90176000
 18    -3.33933007    -3.81472783    -2.18930359
 19    -1.84219376     0.02796644    -8.35293240
 20    -2.20656822     1.61792043    -7.41618747
 21    -2.97970639     0.04074800    -9.85104953
 22     6.20113840    -4.49173532     0.09037856
 23     5.23291459    -4.66424256    -1.51439439
 24     4.96989509    -4.20396336     1.52863097
 25    -1.94420258    -6.19087559     3.23019404
 26    -2.88320341    -5.35898816     1.74698859
 27    -1.49108161    -7.93878621     2.60653395
 28     5.80421391     0.76158124    -4.94055029
 29     7.50502241     0.57225631    -4.08594088
 30     4.84166833     1.89636463    -3.71957144
 31    -6.62399412     1.19542229     3.89696292
 32    -5.94494760     2.94145919     4.02764753
 33    -5.56115770     0.05562695     5.05097768
 34    -3.99133398    -3.14433032     6.88916406
 35    -3.36012501    -4.32721783     5.46572879
 36    -5.23119598    -4.15561446     7.92145194
 37     8.54056878     0.15427013    -0.47014208
 38     6.99173927     1.27266612    -0.15388708
 39     8.06366533    -1.66524776    -0.08357406
 40     2.63026204     7.25641628     1.84553553
 41     1.52983393     6.70411972     3.38344769
 42     3.77735039     8.61888466     2.49466356
 43    -1.90269551     5.32386858    -1.01583050
 44    -0.17383189     6.21732125    -0.87987746
 45    -2.62709054     5.94209396    -2.66145161
 46    -8.00361715    -0.08703151    -0.97420338
 47    -8.66621720     1.33998124    -1.97414435
 48    -7.74544674     0.49646722     0.86456033
 49     3.82933963     2.68113310    -0.29405695
 50     3.77389179     4.39102989     0.55276598
 51     2.16365564     1.76535475     0.06540971
 52     2.63817102    -3.79831068     3.95127893
 53     0.95125489    -4.69275456     3.77672560
 54     2.30395728    -2.26012915     5.03818949
 55     3.84080932    -4.18050612    -4.84039098
 56     4.48388744    -2.37985833    -4.60810363
 57     3.82149958    -4.36753787    -6.73059295
 58    -0.10703604     5.54642151     5.66151345
 59     0.08145708     3.69281870     6.08462627
 60    -1.94111699     5.79528414     5.00125230

 Atomic and electronic forces:
  1    -0.00504933     0.01116378    -0.01320093     0.00084548    -0.00141971     0.00799759
  2     0.00373633    -0.00385054     0.00797913    -0.00094861     0.00097692    -0.00469962
  3     0.00277835    -0.00732247     0.00578943     0.00005105    -0.00003752    -0.00402518
  4    -0.00195392    -0.00283676    -0.00460073     0.00389552    -0.00377792    -0.00155487
  5    -0.00082415     0.00055728     0.00398562    -0.00227722     0.00166736     0.00058321
  6     0.00512348    -0.00106690     0.00243103    -0.00226863     0.00261166     0.00109734
  7     0.00498157     0.00100923    -0.00124724     0.00288862    -0.00426788     0.00498771
  8    -0.00414815    -0.01032059     0.00110623    -0.00103502     0.00255405    -0.00220179
  9    -0.00177047     0.00652763     0.00263580    -0.00195965     0.00245988    -0.00341681
 10     0.00045540     0.02761648    -0.01571706     0.00190358    -0.00565533     0.00078752
 11     0.00300296    -0.00575730    -0.00074338    -0.00114034     0.00230254    -0.00037628
 12    -0.00164677    -0.02137504     0.01182829    -0.00135321     0.00354856    -0.00005026
 13    -0.00456727    -0.00370698     0.00364470     0.00124560    -0.00177312     0.00307348
 14     0.00158719     0.00195533    -0.00986212    -0.00085236     0.00121201    -0.00184775
 15     0.00510435     0.00552137     0.00604315    -0.00040212     0.00093555    -0.00141372
 16    -0.01596839     0.01331640     0.01073674     0.00046798    -0.00485772     0.00271858
 17     0.00017147    -0.00379711     0.00914852     0.00017866     0.00288073    -0.00166130
 18     0.01465923    -0.00944349    -0.01886997    -0.00044796     0.00273576    -0.00105817
 19     0.00459444    -0.00093675     0.00641572     0.00454661    -0.00932441    -0.00311363
 20     0.00012103     0.00727635     0.00650229    -0.00270544     0.00503775     0.00154559
 21    -0.00562427    -0.00541515    -0.01121825    -0.00134352     0.00400310     0.00224602
 22     0.01190111     0.00626676     0.00983009     0.00180746    -0.00183367     0.00100059
 23    -0.00911510    -0.00431997    -0.01220456    -0.00100004     0.00112420    -0.00045210
 24    -0.00430912    -0.00263059     0.00329691    -0.00086108     0.00095690    -0.00065924
 25    -0.00310326    -0.00379359    -0.00513679     0.00058703    -0.00240296     0.00171550
 26     0.00122003     0.00334017     0.00178481    -0.00028464     0.00154510    -0.00099929
 27     0.00004623     0.00306000     0.00343507    -0.00027411     0.00111415    -0.00065733
 28    -0.00867639     0.00719748     0.00284211     0.00447467    -0.00255922     0.00048587
 29     0.00495626    -0.00421374     0.00022178    -0.00179226     0.00091571    -0.00028942
 30     0.00088313    -0.00412304    -0.00179525    -0.00269646     0.00138283    -0.00067806
 31     0.00048834    -0.03082653     0.00355698    -0.00059321    -0.00304305     0.00490240
 32     0.00925022     0.02008006     0.00391545     0.00013375     0.00131745    -0.00295193
 33    -0.01056136     0.00974061    -0.00863695     0.00003676     0.00126921    -0.00194989
