 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28339062    -0.02443643

 Atomic coordinates:
  1    -4.71588189     6.17223932     3.39517366
  2    -3.73845479     5.90807077     1.75395878
  3    -5.81352658     7.69271077     3.12286449
  4     3.08705940    -1.32104254    -9.39571477
  5     4.06284494    -0.12790685    -8.35173938
  6     1.23890627    -0.84221073    -9.01972972
  7    -1.06687574     0.76493625     1.17962584
  8    -2.20112514    -0.65151206     0.52772190
  9    -1.67981534     2.38433028     0.32377313
 10    -1.39607623    -4.26799457    -4.77881898
 11     0.50660648    -4.38381545    -4.53189658
 12    -1.66020666    -2.91701448    -6.13686166
 13    -0.15276125     0.19217524     5.90687717
 14    -0.59479105     0.40863343     3.99363590
 15    -1.51110219    -1.02043501     6.62224651
 16    -3.93408476    -3.08975317    -0.49707770
 17    -5.65446037    -2.25130133    -0.83044340
 18    -3.21744950    -3.47336136    -2.22754724
 19    -1.83353713    -0.22747667    -8.02488365
 20    -2.70476311     0.86210125    -6.73108569
 21    -2.67053943     0.24899016    -9.65961361
 22     6.22056253    -4.28927920     0.26974766
 23     5.30270292    -4.49486063    -1.40411550
 24     4.88630879    -4.26085428     1.70178371
 25    -1.95264743    -6.34511064     2.89557609
 26    -2.83289522    -5.10767444     1.67958407
 27    -1.63979776    -7.92119930     1.89716200
 28     5.50762325     0.74161649    -4.98206603
 29     7.20788836     0.69665098    -4.10909269
 30     4.42948918     1.73065101    -3.73636550
 31    -7.00884479     1.55182913     3.64063022
 32    -6.37030994     3.32076704     3.77508793
 33    -6.02970980     0.47940533     4.85145223
 34    -3.67729530    -3.48852667     6.71805663
 35    -2.98287787    -4.73979431     5.41243362
 36    -4.57653799    -4.48204253     8.08350957
 37     8.43975540     0.23959648    -0.56937878
 38     6.81218764     1.15053235    -0.16685752
 39     8.14228897    -1.57828460    -0.10261397
 40     2.56238716     7.29589316     1.74743932
 41     1.75876286     6.73847991     3.43164291
 42     3.46645652     8.96440151     2.04803948
 43    -1.79715775     5.39109794    -0.77440006
 44    -0.04880900     6.05091027    -0.32388877
 45    -2.32293831     6.09686911    -2.49942370
 46    -7.90722247     0.06904049    -1.19528526
 47    -8.34993719     1.51589734    -2.32601802
 48    -7.80678475     0.82598763     0.57190821
 49     3.70843722     2.64253808    -0.41427457
 50     3.54354262     4.42989363     0.31730668
 51     2.38978732     1.55200053     0.49163300
 52     2.60226778    -3.81365881     3.81422170
 53     0.92950640    -4.77150599     3.51340248
 54     2.11551736    -2.31238197     4.89445091
 55     3.98436792    -4.18610021    -4.68562386
 56     4.66699745    -2.38869196    -4.66300701
 57     3.71374086    -4.50263002    -6.53088611
 58     0.02009633     5.45535290     5.93549245
 59     0.19740618     3.54906765     6.16138738
 60    -1.79257305     5.68909262     5.28571598

 Atomic and electronic forces:
  1     0.00202286    -0.00153521    -0.00322641     0.00085795    -0.00133795     0.00788054
  2     0.00204897    -0.00072204     0.00147693    -0.00107241     0.00086987    -0.00445851
  3    -0.00162144     0.00299535     0.00273863     0.00009576    -0.00001240    -0.00403759
  4    -0.03527809    -0.00539338    -0.00600036     0.00380092    -0.00352102    -0.00149728
  5     0.02299924     0.01306734     0.01491714    -0.00223503     0.00160420     0.00056964
  6     0.01320830    -0.00992968    -0.00627788    -0.00223575     0.00246200     0.00099333
  7    -0.00275171     0.00483594    -0.00670422     0.00282322    -0.00399264     0.00495441
  8     0.00002282    -0.00402689     0.00000081    -0.00101527     0.00242205    -0.00224907
  9     0.00335284    -0.00198225     0.00170574    -0.00186611     0.00223004    -0.00338557
 10     0.00013526     0.01185225    -0.00344280     0.00200002    -0.00540150     0.00072181
 11    -0.00057207    -0.00327695     0.00108158    -0.00118170     0.00220631    -0.00032854
 12     0.00268568    -0.00777047     0.00249645    -0.00134797     0.00335948    -0.00000666
 13    -0.01492530    -0.00427527    -0.00283878     0.00132676    -0.00174812     0.00299862
 14     0.00599575    -0.00318875     0.01650708    -0.00087845     0.00121507    -0.00184662
 15     0.01089024     0.00763822    -0.00691916    -0.00043030     0.00089126    -0.00138176
 16    -0.01116142     0.00738047     0.00727327     0.00069147    -0.00509400     0.00305579
 17     0.00346093    -0.00208343     0.00294176     0.00014219     0.00292479    -0.00181083
 18     0.00721604    -0.00879276    -0.00985156    -0.00059085     0.00288196    -0.00117830
 19    -0.00742381     0.00895820     0.00285508     0.00494904    -0.00891754    -0.00268791
 20     0.00409130    -0.00255491     0.00416899    -0.00242448     0.00509516     0.00081195
 21     0.00203714    -0.00494050    -0.00792438    -0.00178838     0.00384357     0.00230109
 22    -0.00816502     0.00041372     0.00560791     0.00184433    -0.00177059     0.00100666
 23    -0.00027663    -0.00263362     0.00414177    -0.00102802     0.00108574    -0.00045045
 24     0.00887839    -0.00012040    -0.01137650    -0.00085743     0.00093017    -0.00065113
 25    -0.00191033     0.00984531    -0.00041337     0.00063997    -0.00245803     0.00169145
 26     0.00195653    -0.00370740     0.00034239    -0.00033663     0.00158701    -0.00105476
 27     0.00092612    -0.00522518    -0.00252413    -0.00030366     0.00119027    -0.00065373
 28    -0.00627860     0.00430427     0.00019944     0.00450402    -0.00251755     0.00041363
 29     0.00672839    -0.00308699     0.00023349    -0.00182855     0.00089857    -0.00027047
 30    -0.00009930    -0.00100867     0.00093755    -0.00270725     0.00141351    -0.00064267
 31    -0.01065193    -0.01304729    -0.00957654    -0.00080109    -0.00309877     0.00519354
 32     0.00907469     0.01647014     0.00483682     0.00025133     0.00130630    -0.00310664
 33     0.00253397    -0.00395730     0.00479449     0.00010430     0.00129317    -0.00207919
