 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28044104    -0.02098033

 Atomic coordinates:
  1    -4.42658068     6.28501706     3.14922877
  2    -3.46549700     6.24802925     1.51650306
  3    -5.72771133     7.64231389     2.91801308
  4     2.80809417    -1.10769823    -8.99221528
  5     3.70884967    -0.12650239    -7.61434629
  6     1.03713825    -0.44877401    -8.99027630
  7    -1.46017726     1.05822631     1.08171756
  8    -2.38575950    -0.45950646     0.33614639
  9    -2.12530488     2.56483629     0.03460449
 10    -1.38349355    -3.85366931    -4.75854706
 11     0.49899659    -4.22896365    -4.65771197
 12    -1.54538995    -2.35902114    -5.98123734
 13    -0.15960087     0.40624328     6.08277343
 14    -0.46237858     0.82744022     4.19177230
 15    -1.28094702    -1.05756802     6.56668719
 16    -4.07045008    -3.28025045    -0.61522166
 17    -5.72357555    -2.35807193    -0.98840129
 18    -3.21137953    -3.58362768    -2.34594822
 19    -2.27233138    -0.06183288    -8.14056332
 20    -3.01096771     1.41064091    -7.18842327
 21    -3.25776403    -0.13432175    -9.76371341
 22     6.58571538    -4.65187742     0.20215954
 23     5.55767109    -5.24645372    -1.33098827
 24     5.36721153    -4.34668948     1.66637512
 25    -1.55415638    -6.00765696     2.75921341
 26    -2.56340460    -4.99166651     1.46315399
 27    -1.34350057    -7.69003105     1.90916042
 28     5.21436629     0.66760664    -4.93421292
 29     7.07590013     1.01193288    -4.69089675
 30     4.42079647     1.35205805    -3.29578576
 31    -7.24040212     1.69709454     3.19694321
 32    -6.04160619     3.16179065     3.20588887
 33    -6.51824883     0.47266342     4.49145632
 34    -3.07252604    -3.71342857     6.86748098
 35    -2.50962121    -4.83234946     5.36951459
 36    -3.70850357    -4.85116551     8.23869535
 37     8.37432460     0.26857554     0.05867080
 38     6.68563824     1.09369038     0.33088779
 39     8.14789543    -1.61142236     0.31410304
 40     3.25646885     6.78368471     2.15388279
 41     2.15898534     6.22628203     3.65021516
 42     4.38490682     8.13057966     2.87269627
 43    -2.18696680     5.75945399    -1.21516551
 44    -0.29333310     6.17419874    -1.23520915
 45    -2.88092639     6.43043430    -2.88664220
 46    -8.04692971    -0.36372488    -1.51476470
 47    -9.16880050     0.83949443    -2.47527092
 48    -7.83149291     0.33488499     0.28042064
 49     3.44038359     2.23607557    -0.17197084
 50     3.60761631     3.91406648     0.79056669
 51     1.78060491     1.50790426     0.37239810
 52     2.95163340    -3.61535584     3.90483074
 53     1.41798325    -4.62360184     3.36275473
 54     2.33815096    -2.20162821     5.03859535
 55     3.83309918    -4.44972646    -4.67027882
 56     4.42573666    -2.64198276    -4.58270135
 57     3.91814944    -4.83121109    -6.57614364
 58     0.05267372     5.54464619     5.82257880
 59     0.15086370     3.67811937     6.30619144
 60    -1.73888783     5.87808186     5.18143220

 Atomic and electronic forces:
  1    -0.01315029     0.00093108     0.01882224     0.00103281    -0.00089295     0.00684132
  2     0.01249767    -0.00472599    -0.01717962    -0.00105573     0.00052355    -0.00398469
  3    -0.00319645     0.00193080     0.00508966    -0.00007130    -0.00002637    -0.00358050
  4     0.00452692    -0.00188755    -0.00482945     0.00399552    -0.00377871    -0.00098910
  5     0.00800232    -0.00121205     0.00331205    -0.00226802     0.00173517     0.00019996
  6    -0.01203998    -0.00101785    -0.00122058    -0.00237870     0.00258418     0.00074219
  7    -0.01113103     0.01103339    -0.01683876     0.00240587    -0.00348902     0.00489764
  8     0.00273369    -0.00481061     0.00633513    -0.00091910     0.00215423    -0.00218810
  9     0.00919039    -0.00818994     0.01344571    -0.00155549     0.00199603    -0.00336824
 10     0.00059426     0.01104892    -0.00363750     0.00206905    -0.00514919     0.00109789
 11     0.00157527    -0.00295835     0.00098509    -0.00113837     0.00205761    -0.00043421
 12    -0.00101876    -0.00984890     0.00055139    -0.00147887     0.00328413    -0.00035396
 13     0.01093019     0.01959394    -0.02158322     0.00115196    -0.00141982     0.00272678
 14    -0.00293348    -0.01188838     0.01819538    -0.00077894     0.00095510    -0.00169458
 15    -0.00961898    -0.00968404     0.00001046    -0.00040776     0.00075742    -0.00124469
 16     0.00889591     0.00168117    -0.00227713     0.00067353    -0.00442514     0.00283399
 17    -0.00397757    -0.00133746    -0.00387757     0.00002652     0.00258254    -0.00172614
 18    -0.00316750    -0.00158043     0.00596785    -0.00058562     0.00253152    -0.00115819
 19    -0.00551622     0.01195130     0.00025356     0.00480539    -0.00931078    -0.00165790
 20     0.00292064    -0.00227384     0.00263980    -0.00245403     0.00510185     0.00048013
 21     0.00177806    -0.00633972    -0.00342656    -0.00158864     0.00411679     0.00166433
 22    -0.00925733    -0.00330306    -0.00993909     0.00161682    -0.00154986     0.00094618
 23     0.00747224     0.00705945     0.01375135    -0.00085390     0.00093565    -0.00042897
 24     0.00001335    -0.00155580    -0.00284004    -0.00077023     0.00079986    -0.00060519
 25     0.00264361    -0.00792956    -0.00555593     0.00071075    -0.00223231     0.00168102
 26    -0.00424571     0.00850371    -0.00105397    -0.00037336     0.00143381    -0.00102311
 27     0.00322169    -0.00551726     0.00248908    -0.00032197     0.00108010    -0.00065918
 28    -0.00360235     0.00903716     0.01586278     0.00424729    -0.00254039     0.00074836
 29     0.00189447    -0.00291121    -0.00153320    -0.00180364     0.00087403    -0.00030538
 30     0.00223431    -0.00461547    -0.00587694    -0.00228164     0.00132142    -0.00083053
 31     0.00394882    -0.01924320     0.00450983    -0.00066701    -0.00270680     0.00494702
 32     0.00528687     0.01503925     0.00087952     0.00005417     0.00117910    -0.00290272
 33    -0.00742779     0.00432612    -0.00626527     0.00011633     0.00113987    -0.00193489
 34     0.00060881     0.00115950    -0.00355628     0.00039085    -0.00157780     0.00201281
 35    -0.00305500     0.00567713     0.00726901    -0.00024810     0.00091705    -0.00095254
 36     0.00006424    -0.00281857     0.00017264    -0.00011594     0.00067146    -0.00085054
 37     0.00877302     0.00585459    -0.00333096     0.00230851    -0.00114138     0.00115468
 38    -0.00632664    -0.00106472     0.00084515    -0.00135421     0.00067409    -0.00080797
 39    -0.00292003    -0.00517722    -0.00054806    -0.00100186     0.00063690    -0.00052771
 40    -0.00024631    -0.00083352     0.00090274     0.00340619    -0.00024596     0.00358737
 41    -0.00345477     0.00111729     0.00071445    -0.00134387     0.00020840    -0.00186030
 42     0.00208398     0.00056773    -0.00228873    -0.00147186    -0.00010327    -0.00145774
 43     0.01262378     0.00873118    -0.02430416     0.00518495    -0.00210513     0.01010495
 44    -0.01152192    -0.00336064     0.00442877    -0.00302604     0.00057201    -0.00367921
 45     0.00446036    -0.00493738     0.01356533    -0.00267150     0.00033317    -0.00472600
 46     0.00108299     0.00756839     0.00072954    -0.00191901    -0.00615708     0.00474687
 47     0.00117023    -0.00418307     0.00554166     0.00183396     0.00320268    -0.00243115
 48    -0.00533727     0.00076180    -0.00302096     0.00071932     0.00234494    -0.00256262
 49     0.01508988     0.01157958    -0.00593238     0.00384170    -0.00211975     0.00298742
 50     0.00015409    -0.00314772    -0.00399205    -0.00188319     0.00069040    -0.00163858
 51    -0.01367590    -0.00755467     0.00583424    -0.00174096     0.00133615    -0.00180520
 52     0.00446664     0.00205142    -0.00290295     0.00130581    -0.00162795     0.00165811
 53    -0.00402793     0.00043547     0.00299958    -0.00057594     0.00095143    -0.00084570
 54     0.00008071    -0.00179038    -0.00101230    -0.00064562     0.00075553    -0.00097450
 55    -0.00307363    -0.00962516    -0.02450233     0.00226960    -0.00273080     0.00054492
 56     0.00483625     0.01001913     0.00540356    -0.00145216     0.00139614    -0.00033628
 57    -0.00121457     0.00024146     0.02010620    -0.00111807     0.00136671    -0.00004439
 58    -0.00309589     0.00073073    -0.00363395     0.00163597    -0.00054539     0.00363951
 59    -0.00285152     0.00196255     0.00158010    -0.00071150     0.00044810    -0.00161766
 60     0.00522916    -0.00327051     0.00376608    -0.00074737     0.00030283    -0.00225782
