 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27804126    -0.02573067

 Atomic coordinates:
  1    -4.55534203     6.22786973     3.16536520
  2    -3.69915301     6.09071098     1.46153534
  3    -5.70299922     7.77621583     3.09121104
  4     2.77863553    -1.04278767    -9.03795945
  5     3.78707450     0.01049837    -7.82402770
  6     1.00414950    -0.35904450    -9.01584809
  7    -1.49081788     0.94696143     1.27430837
  8    -2.55934621    -0.47681184     0.44005859
  9    -1.90915560     2.51320304     0.21352174
 10    -1.41060383    -4.10221221    -4.73882497
 11     0.47283545    -4.30388888    -4.53736922
 12    -1.69290516    -2.85570425    -6.16690550
 13    -0.14429456     0.35589112     5.92671857
 14    -0.71994432     0.62197297     4.07178790
 15    -1.29840011    -1.02019751     6.57138406
 16    -4.16901237    -3.27203473    -0.71438383
 17    -5.82234457    -2.42040362    -1.32079573
 18    -3.16586332    -3.67735543    -2.34082010
 19    -2.29334964    -0.16653373    -8.20093610
 20    -2.25578827     1.39716112    -7.04957065
 21    -3.73681676     0.17699233    -9.41422327
 22     6.67364248    -4.70992985     0.26668435
 23     5.68198485    -5.05953140    -1.35451215
 24     5.42614352    -4.42759512     1.72806903
 25    -1.56197358    -5.95705883     2.56542872
 26    -2.59564292    -4.93118875     1.23606838
 27    -1.04397388    -7.54698132     1.68149308
 28     5.23261892     0.72293788    -4.81222184
 29     7.07925311     0.79794624    -4.29797226
 30     4.37748414     1.40853208    -3.23428195
 31    -7.02473671     1.72864720     3.17524839
 32    -5.94284991     3.30207419     3.15660971
 33    -6.25657893     0.59445888     4.49371641
 34    -3.26036887    -3.62295950     6.93311833
 35    -2.80400600    -4.54954008     5.31674389
 36    -3.59274787    -4.98056684     8.22494370
 37     8.28834171     0.23022274    -0.06913745
 38     6.59020110     1.02612989     0.26968916
 39     8.10907643    -1.68333352     0.22061800
 40     3.15383780     6.76879630     2.06645291
 41     1.99173479     6.41241714     3.58220533
 42     3.99231930     8.38218197     2.60172421
 43    -1.95966342     5.66006514    -1.15598295
 44    -0.09014273     6.11399813    -1.26007055
 45    -2.74646377     6.39561708    -2.79598003
 46    -8.05119575    -0.27430591    -1.38212388
 47    -8.76049463     1.14391684    -2.43861806
 48    -7.80561178     0.47447558     0.38730027
 49     3.41734086     2.27600497    -0.18589173
 50     3.58879569     3.99585746     0.70890732
 51     1.76609114     1.51619985     0.39605898
 52     2.98898928    -3.44182795     3.70227711
 53     1.33056174    -4.35017413     3.33456900
 54     2.51903566    -1.81904181     4.65222754
 55     3.90346101    -4.37727968    -4.50219663
 56     4.49349559    -2.55610573    -4.48705914
 57     4.26507801    -4.95669464    -6.31099124
 58     0.07987862     5.55588427     5.99543531
 59     0.09603215     3.67589922     6.31198546
 60    -1.71925657     5.92668605     5.43086365

 Atomic and electronic forces:
  1    -0.01411214     0.01415283     0.00736219     0.00069085    -0.00127204     0.00783535
  2     0.00796998    -0.00017367    -0.00672026    -0.00091673     0.00080529    -0.00461065
  3     0.00948648    -0.01257691     0.00261176     0.00017085    -0.00002174    -0.00393923
  4    -0.00015278    -0.00252270    -0.00880119     0.00405599    -0.00408873    -0.00153455
  5     0.00800702     0.00208290     0.00871209    -0.00239653     0.00188013     0.00048785
  6    -0.00552927    -0.00514751    -0.00078522    -0.00237611     0.00279930     0.00115852
  7    -0.01951366    -0.00710437    -0.03095610     0.00238324    -0.00405072     0.00529878
  8     0.01257811     0.00904521     0.01421820    -0.00083466     0.00250055    -0.00237472
  9     0.00392794    -0.00264886     0.00886653    -0.00164014     0.00230954    -0.00361717
 10    -0.00898811     0.00422662     0.00149840     0.00187114    -0.00547854     0.00079571
 11     0.01065925    -0.00241553    -0.00137656    -0.00112162     0.00225055    -0.00035069
 12     0.00222631    -0.00138051    -0.00388969    -0.00123099     0.00341367    -0.00003195
 13     0.00134142     0.00919504    -0.01144159     0.00122211    -0.00170368     0.00301993
 14     0.00573154    -0.00066436     0.00917276    -0.00078721     0.00118574    -0.00189121
 15    -0.00549597    -0.00886701     0.00819222    -0.00040320     0.00086918    -0.00135656
 16     0.00126335     0.00643128    -0.00797329     0.00044515    -0.00501916     0.00287030
 17     0.00665853    -0.00486459     0.00775807     0.00023492     0.00296152    -0.00167544
 18    -0.00381199    -0.00167948     0.00248938    -0.00050722     0.00277459    -0.00108945
 19    -0.01142707     0.03244072     0.01138096     0.00416144    -0.00983192    -0.00297229
 20     0.00308574    -0.02076558    -0.01056403    -0.00271782     0.00529021     0.00109414
 21     0.00674496    -0.00906693     0.00071201    -0.00109480     0.00449220     0.00229992
 22    -0.00582025     0.00046087    -0.00414820     0.00169981    -0.00170563     0.00094154
 23     0.00202383     0.00264527     0.01262617    -0.00092131     0.00103523    -0.00041850
 24     0.00183504    -0.00118193    -0.00918943    -0.00080959     0.00088854    -0.00061774
 25    -0.00720386     0.01405610    -0.00667204     0.00069139    -0.00252712     0.00174280
 26     0.00566838    -0.00825039     0.01231937    -0.00034610     0.00164333    -0.00105875
 27     0.00137150    -0.00553675    -0.00190100    -0.00033698     0.00120067    -0.00066422
 28     0.00793411     0.00264823     0.00669746     0.00466394    -0.00288223     0.00060630
 29     0.00001308    -0.00284586    -0.00525869    -0.00190587     0.00099570    -0.00028913
 30    -0.00651832     0.00105219     0.00326160    -0.00256683     0.00154722    -0.00082975
 31    -0.00047374    -0.00748885    -0.00292238    -0.00098627    -0.00313422     0.00537424
 32     0.00122542     0.00908782     0.00358910     0.00022507     0.00138809    -0.00325453
 33    -0.00205819    -0.00235693     0.00155693     0.00020098     0.00129686    -0.00210638
 34    -0.00160818    -0.00225338     0.00310673     0.00030669    -0.00175379     0.00215104
 35     0.00219771    -0.00198804    -0.00475856    -0.00020878     0.00104472    -0.00104550
 36     0.00008569     0.00407271    -0.00056644    -0.00009443     0.00073815    -0.00088110
 37     0.00532820    -0.01020887    -0.00309676     0.00256762    -0.00134344     0.00118506
 38    -0.00394973    -0.00165163     0.00180604    -0.00151526     0.00080804    -0.00085643
