 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28586672    -0.02546309

 Atomic coordinates:
  1    -4.68548068     5.64255093     3.67474187
  2    -3.86622162     5.38860470     1.93992707
  3    -5.82387629     7.16740976     3.50355871
  4     3.11527583    -1.14677702    -9.14276223
  5     4.29291090    -0.06632225    -8.06735798
  6     1.39230812    -0.33691382    -9.13565658
  7    -0.75358446     0.28108777     0.32407074
  8    -1.91826916    -1.14140092    -0.18630249
  9    -1.44007648     1.90618972    -0.45998466
 10    -1.75046949    -3.26432310    -4.82127645
 11     0.07851917    -3.83693958    -4.75734555
 12    -1.83574129    -1.73436959    -6.00519907
 13    -0.10776171     0.48677291     5.32990440
 14    -0.36181307     0.54610375     3.44990842
 15    -1.56513477    -0.51091302     6.01692059
 16    -4.04086214    -3.87239009    -0.44145839
 17    -5.60811819    -2.75440110    -0.59547039
 18    -3.30182173    -3.83869893    -2.21561126
 19    -1.71432976     0.92835818    -7.87736400
 20    -1.49426784     2.58838274    -7.06496203
 21    -3.46110072     0.87775691    -8.59950614
 22     6.24607910    -4.38949646     0.08452882
 23     5.12465559    -4.67000579    -1.44922920
 24     5.08274759    -4.34295086     1.65082722
 25    -2.10807602    -6.15204072     3.80064009
 26    -3.02598768    -5.39055353     2.29437497
 27    -1.96561828    -8.03881943     3.40031502
 28     5.81482008     0.53656300    -4.70570058
 29     7.61036431     0.38580727    -4.11305889
 30     5.01820178     1.55304176    -3.28897957
 31    -6.65641538     0.84965142     3.64697327
 32    -6.16363767     2.65913162     3.98211277
 33    -5.68268205    -0.20089774     4.93990875
 34    -4.14682194    -2.40130936     6.76262498
 35    -3.48050071    -3.85772340     5.66392961
 36    -4.88119325    -3.21236318     8.30633902
 37     8.81852593    -0.01268587    -0.36396903
 38     7.44837485     1.15175282     0.20002738
 39     7.96580149    -1.78061499    -0.23934234
 40     2.08461431     6.95076136     1.36824455
 41     1.45617181     6.65855562     3.17579705
 42     2.32721736     8.80404212     1.21549079
 43    -2.38693682     5.08907327    -0.92380538
 44    -0.64400277     5.80589070    -0.50166066
 45    -3.07327498     5.99765289    -2.49693859
 46    -7.56721348    -0.20735808    -1.17341883
 47    -8.11217238     1.32064465    -2.15967998
 48    -7.39619458     0.28851608     0.69049039
 49     4.14613330     2.58032596    -0.48976371
 50     3.68789593     4.37709127     0.04787593
 51     2.65444029     1.44897323    -0.05474819
 52     2.74466398    -4.07709493     3.89619693
 53     1.03224916    -4.97567194     3.86744102
 54     2.34566637    -2.33614717     4.61432870
 55     3.60716264    -4.10577510    -4.61136468
 56     4.41362116    -2.34190522    -4.50183415
 57     3.64859503    -4.59131074    -6.45907332
 58     0.04002465     5.74020835     5.79389123
 59     0.43768804     3.88858301     6.02979147
 60    -1.83981736     5.68934777     5.35158781

 Atomic and electronic forces:
  1    -0.00302843     0.00679258    -0.00728265     0.00052078    -0.00317133     0.00767520
  2    -0.00100239    -0.00204276     0.00326369    -0.00073377     0.00214937    -0.00424362
  3     0.00265822    -0.00437126     0.00352127     0.00033355     0.00093814    -0.00416486
  4     0.00760266     0.00442171     0.00083263     0.00296406    -0.00351085    -0.00150265
  5    -0.00582040    -0.00654744    -0.00237638    -0.00180818     0.00167142     0.00059480
  6    -0.00182975     0.00081241     0.00258131    -0.00169554     0.00232920     0.00109559
  7     0.00580488     0.01518326    -0.00263937     0.00248067    -0.00503486     0.00360595
  8    -0.00310557    -0.00618595    -0.00072712    -0.00080759     0.00260504    -0.00145420
  9    -0.00219474    -0.00696034     0.00373359    -0.00162480     0.00320350    -0.00254323
 10    -0.00336732     0.00788415    -0.00459993     0.00149396    -0.00536130     0.00029222
 11     0.00266343     0.00149427    -0.00046685    -0.00089427     0.00218154    -0.00011069
 12     0.00621067    -0.00967813     0.00403066    -0.00105166     0.00335415     0.00020797
 13     0.01431465     0.00921677     0.01124939     0.00137252    -0.00235416     0.00299810
 14    -0.00054159    -0.00209488    -0.01745672    -0.00088307     0.00158986    -0.00170719
 15    -0.01086269    -0.00766889     0.00826460    -0.00042826     0.00115507    -0.00139888
 16    -0.00684534     0.00406771     0.01098553     0.00032999    -0.00424199     0.00173491
 17    -0.00179345    -0.00145413     0.00099421     0.00012910     0.00247982    -0.00108769
 18     0.00695795    -0.00513385    -0.00911638    -0.00033074     0.00240288    -0.00064777
 19    -0.00126639    -0.01400105    -0.00479425     0.00385991    -0.00870977    -0.00330718
 20     0.00491105     0.01716189     0.00787636    -0.00267949     0.00462484     0.00174387
 21    -0.00417280    -0.00216509    -0.00477895    -0.00090989     0.00417236     0.00204756
 22    -0.00937640     0.00411490     0.00674351     0.00163146    -0.00189346     0.00077942
 23     0.00085663    -0.00148547     0.00255182    -0.00085830     0.00112874    -0.00032682
 24     0.00554782    -0.00280201    -0.01062432    -0.00075376     0.00097534    -0.00052238
 25     0.00043298    -0.01839702     0.00089524     0.00044665    -0.00227644     0.00140838
 26    -0.00115888     0.00449498    -0.00996788    -0.00020141     0.00141887    -0.00077959
 27    -0.00024186     0.01649344     0.00486426    -0.00018694     0.00102220    -0.00053622
 28    -0.00491780    -0.00008606    -0.01377818     0.00377208    -0.00282303     0.00017368
 29     0.01177063    -0.00466118     0.00126515    -0.00158229     0.00103251    -0.00013140
 30    -0.00553255     0.00327995     0.00695010    -0.00223486     0.00159114    -0.00045741
 31    -0.00016035    -0.00402305     0.00080744    -0.00067487    -0.00372646     0.00414558
 32     0.00359369     0.00779937     0.00176414     0.00026494     0.00180187    -0.00262782
 33    -0.00401734    -0.00282378    -0.00186900     0.00009113     0.00148997    -0.00168234
