 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28666516    -0.02694834

 Atomic coordinates:
  1    -4.62467247     5.73887473     3.20752807
  2    -3.64769045     5.35489684     1.57642148
  3    -5.75809725     7.20518129     2.81452266
  4     3.07517456    -1.02819762    -9.10728943
  5     4.10825834    -0.19316289    -7.69188642
  6     1.27063375    -0.50598795    -8.73953949
  7    -0.72381226     0.48945169     0.60734029
  8    -1.86103388    -0.96883762     0.11024688
  9    -1.39503932     2.11193439    -0.22394811
 10    -1.56860650    -3.95307536    -4.80827941
 11     0.27814942    -4.32422368    -4.57052191
 12    -1.66925115    -2.39788191    -5.97414766
 13    -0.13395770     0.25706385     5.56449706
 14    -0.33087606     0.35873819     3.64670863
 15    -1.67934282    -0.69106762     6.23648562
 16    -3.92622673    -3.46111706    -0.39358424
 17    -5.52205238    -2.40632624    -0.76338738
 18    -3.20515579    -3.85070148    -2.14611968
 19    -1.77881667     0.39714872    -7.62916340
 20    -1.91320185     2.06733475    -6.69018831
 21    -3.06682317     0.44222478    -9.07537884
 22     6.25588222    -4.04042444     0.04489119
 23     5.22613094    -4.76594606    -1.40075198
 24     5.08880740    -4.05476457     1.57183987
 25    -1.99550649    -6.14581944     3.31083015
 26    -2.69118506    -4.87612492     1.99036100
 27    -2.01278208    -7.81863987     2.46293575
 28     5.56934732     0.58322468    -4.80752241
 29     7.40231664     0.44365836    -4.25755306
 30     4.77349925     1.41425200    -3.28237840
 31    -7.05056939     1.24388877     3.88792123
 32    -6.27577757     2.97271603     3.91474684
 33    -5.92954001     0.10556498     4.90712828
 34    -4.24668872    -2.75519081     6.45897190
 35    -3.28887376    -4.11561892     5.46813082
 36    -5.77150910    -3.65156368     7.15677844
 37     8.80651956     0.18637310    -0.67116236
 38     7.36293959     1.34641294    -0.20667211
 39     8.00411293    -1.56075979    -0.44442133
 40     2.52137424     6.93431427     1.81887609
 41     1.61260130     6.52218598     3.50717337
 42     3.58209482     8.46851642     2.12419434
 43    -1.98045978     5.10393605    -0.99868757
 44    -0.37490937     6.12725844    -0.55162325
 45    -2.67921250     5.81767989    -2.61553523
 46    -7.77909108    -0.11386269    -0.81840589
 47    -7.95982385     1.37727016    -2.00214199
 48    -7.79805674     0.52737995     1.03220375
 49     4.02205889     2.56720445    -0.41538306
 50     3.60839267     4.27359637     0.33177864
 51     2.48800155     1.46704871    -0.04490668
 52     2.74625651    -3.71675379     3.84678580
 53     1.19836507    -4.81213705     3.86144302
 54     2.19189158    -2.07711767     4.72780234
 55     3.69825813    -4.30049026    -4.72620262
 56     4.54768008    -2.55523729    -4.56245711
 57     3.75614704    -4.64484390    -6.58212883
 58    -0.22620648     5.53292186     5.82860079
 59     0.02581301     3.64551586     6.09347892
 60    -2.02139890     5.76661658     5.16452250

 Atomic and electronic forces:
  1    -0.00048711    -0.00145847    -0.00374852     0.00093373    -0.00220778     0.00891319
  2    -0.00080388     0.00061634     0.00431679    -0.00122246     0.00156939    -0.00493433
  3    -0.00245570     0.00330061     0.00212916     0.00021443     0.00032367    -0.00474775
  4     0.00187407     0.00883138     0.01289341     0.00374758    -0.00367469    -0.00159324
  5     0.00025320    -0.00586269    -0.00949093    -0.00216647     0.00171832     0.00050544
  6    -0.00095060    -0.00263375    -0.00345555    -0.00220550     0.00257979     0.00106825
  7     0.00471279     0.01080004    -0.00339040     0.00320839    -0.00483240     0.00460715
  8    -0.00462221    -0.00328895    -0.00214740    -0.00110528     0.00270984    -0.00195714
  9     0.00070400    -0.00913787     0.00472660    -0.00219483     0.00292970    -0.00326122
 10    -0.01451062     0.01537649    -0.00676664     0.00183948    -0.00555745     0.00047092
 11     0.01387700    -0.00307520    -0.00008909    -0.00107613     0.00225255    -0.00022307
 12     0.00240405    -0.01187110     0.00661947    -0.00132220     0.00351382     0.00009940
 13    -0.00322746     0.00281354     0.00731472     0.00146066    -0.00206247     0.00317530
 14    -0.00089996    -0.00085638    -0.00196493    -0.00099132     0.00142667    -0.00187480
 15     0.00398706     0.00084798    -0.00210528    -0.00046054     0.00104907    -0.00151290
 16    -0.00749043     0.01148311    -0.00443045     0.00058131    -0.00498992     0.00251256
 17     0.00239957    -0.00527125     0.00677770     0.00012125     0.00300015    -0.00156430
 18     0.00335206    -0.00433663    -0.00291523    -0.00049211     0.00273994    -0.00090359
 19    -0.01459647     0.01202739    -0.00754398     0.00505132    -0.00978379    -0.00298496
 20     0.00183630    -0.01072977    -0.00675060    -0.00331573     0.00524147     0.00138580
 21     0.01283299    -0.00147857     0.01288932    -0.00145941     0.00434079     0.00232463
 22    -0.00537535    -0.00399407    -0.00695448     0.00190621    -0.00188865     0.00094077
 23     0.00316164     0.00096927     0.00060033    -0.00097152     0.00112166    -0.00039376
 24    -0.00125175     0.00106327     0.00555704    -0.00088221     0.00097621    -0.00061720
 25    -0.00097446     0.02204153     0.00420111     0.00059355    -0.00248706     0.00165550
 26     0.00135375    -0.01133435     0.00204402    -0.00033422     0.00161920    -0.00102201
 27     0.00008368    -0.01287036    -0.00569992    -0.00025047     0.00118584    -0.00063740
 28     0.00476105    -0.00634129    -0.00790310     0.00433966    -0.00270522     0.00030660
 29     0.00241486    -0.00162620    -0.00308685    -0.00176154     0.00096005    -0.00017945
 30    -0.00690902     0.00695097     0.00801035    -0.00249024     0.00147758    -0.00059126
 31    -0.01067061    -0.00473428    -0.00384266    -0.00092490    -0.00339706     0.00502881
 32     0.00747729     0.01243373     0.00287954     0.00029770     0.00156965    -0.00315546
 33     0.00451037    -0.00753740     0.00656996     0.00012474     0.00144570    -0.00203202
