 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28991333    -0.02148099

 Atomic coordinates:
  1    -4.61641041     5.84629735     3.68310062
  2    -3.79830411     5.51324774     1.97569677
  3    -5.99801418     7.08068476     3.38446476
  4     3.13560364    -0.95496004    -9.17131231
  5     4.15723898     0.05055120    -7.93826651
  6     1.32426785    -0.46817138    -8.82185169
  7    -0.83220910     0.48090947     0.72665004
  8    -1.80882163    -1.14709242     0.24778662
  9    -1.58512789     2.03329953    -0.19144053
 10    -1.35926819    -3.80633156    -4.64584305
 11     0.55197066    -4.13792784    -4.72289979
 12    -1.73562658    -2.49325363    -6.03023978
 13    -0.17306703     0.36834614     5.68846126
 14    -0.23712505     0.44763142     3.76674148
 15    -1.78194718    -0.51308398     6.29883390
 16    -4.06828433    -3.52691468    -0.52194658
 17    -5.58024481    -2.38712145    -0.85633437
 18    -3.18723390    -3.78389312    -2.22973128
 19    -1.61055605     0.25330016    -7.59250767
 20    -1.53725277     1.73043972    -6.36222204
 21    -3.02440038     0.61523916    -8.82090840
 22     6.32983002    -4.40334958    -0.02166177
 23     5.25669303    -4.57283517    -1.57881044
 24     5.13305069    -4.29270438     1.50749046
 25    -1.96684123    -6.01095045     3.33775073
 26    -2.87643817    -5.07226908     1.87233121
 27    -1.77509077    -7.83596812     2.82276269
 28     5.48447506     0.59183057    -4.76206884
 29     7.24995612     0.20755537    -4.08019941
 30     4.60239428     1.55509846    -3.35274407
 31    -7.09133016     1.08651496     3.81416855
 32    -6.24363554     2.83946007     3.94096556
 33    -5.96940144    -0.10300675     4.80587773
 34    -4.37357515    -2.62044667     6.38545412
 35    -3.52984158    -3.99348965     5.28061598
 36    -5.28670994    -3.60268819     7.75399435
 37     8.71888486     0.14759571    -0.66108607
 38     7.23069209     1.27170627    -0.27713938
 39     8.15332543    -1.64557484    -0.29239028
 40     2.31832568     7.00384551     1.36121943
 41     1.83287429     6.40198344     3.14886299
 42     3.13048341     8.71995691     1.61574845
 43    -2.00659977     5.21665948    -0.86047255
 44    -0.43500352     6.07739175    -0.20302029
 45    -2.51063682     6.19233531    -2.42279450
 46    -7.88932046    -0.22636264    -1.09126096
 47    -8.88681057     1.10716582    -2.02832787
 48    -7.84742787     0.35033000     0.75025121
 49     3.77446807     2.43433972    -0.35181184
 50     3.52322460     4.27299690     0.17912788
 51     2.20425689     1.52927017     0.21470146
 52     2.79145293    -3.95984313     3.76469008
 53     1.02495889    -4.66188862     3.50573283
 54     2.69590132    -2.26201651     4.65588466
 55     3.90879206    -4.19556594    -4.75536527
 56     4.45280763    -2.34982380    -4.82547648
 57     4.03306534    -4.83362022    -6.56330365
 58     0.18451675     5.77781306     5.81673505
 59     0.43462337     3.97172724     6.31606964
 60    -1.65233472     5.99765407     5.34732814

 Atomic and electronic forces:
  1     0.00659066    -0.01019920    -0.00373807     0.00128704    -0.00228192     0.00738955
  2     0.00221762    -0.00074281     0.00022740    -0.00117192     0.00153237    -0.00401384
  3    -0.00924642     0.00932914     0.00117583    -0.00003418     0.00064605    -0.00398370
  4    -0.00474320    -0.00308330    -0.00953043     0.00338301    -0.00331365    -0.00139768
  5     0.01212462     0.00354456     0.00878141    -0.00196788     0.00154635     0.00049099
  6    -0.00526051    -0.00293297    -0.00104297    -0.00197025     0.00228158     0.00091633
  7    -0.00789630    -0.00447072    -0.00871383     0.00276511    -0.00428002     0.00386966
  8     0.00404035     0.02088112     0.00009633    -0.00097511     0.00230797    -0.00158571
  9     0.00152240    -0.01772969     0.00762551    -0.00182737     0.00263167    -0.00267189
 10     0.00579293     0.00238684    -0.00854454     0.00183436    -0.00491775     0.00053220
 11    -0.00881696     0.00132088     0.00216962    -0.00104266     0.00200237    -0.00018306
 12     0.00751443    -0.00695148     0.00808346    -0.00118404     0.00305292     0.00005029
 13     0.00104433     0.00367688     0.01085043     0.00140295    -0.00197612     0.00283140
 14    -0.00574409    -0.00249019    -0.00212595    -0.00093482     0.00131332    -0.00161445
 15     0.00629618     0.00039473    -0.00565286    -0.00046813     0.00101850    -0.00137959
 16     0.00719468    -0.00055032     0.00929897     0.00062015    -0.00449352     0.00213057
 17    -0.00748594     0.00119408    -0.00207254    -0.00001287     0.00270132    -0.00133928
 18     0.00092532    -0.00221262    -0.00285028    -0.00051724     0.00245514    -0.00079140
 19    -0.00714174     0.01731525     0.00334556     0.00448970    -0.00817391    -0.00214097
 20     0.00066277    -0.01030589    -0.00751582    -0.00287712     0.00431616     0.00058865
 21     0.00252748    -0.00193566     0.00031016    -0.00151265     0.00392905     0.00186998
 22     0.00016831     0.00607136     0.01648179     0.00167947    -0.00173440     0.00078814
 23    -0.00554414    -0.00330190    -0.00785487    -0.00091499     0.00104809    -0.00034409
 24     0.00451410    -0.00342642    -0.00853167    -0.00079291     0.00090376    -0.00052779
 25    -0.00786827     0.00821724    -0.00651554     0.00062250    -0.00233117     0.00150470
 26     0.00598874    -0.01085724     0.00498744    -0.00032249     0.00148986    -0.00087441
 27    -0.00122840     0.00310086    -0.00173526    -0.00026462     0.00106521    -0.00057443
 28     0.00514028    -0.00089600    -0.00888843     0.00389207    -0.00256014     0.00030126
 29    -0.00494367     0.00379341     0.00053154    -0.00156633     0.00094084    -0.00018200
 30     0.00177204     0.00025478     0.00618901    -0.00227115     0.00141744    -0.00053356
 31     0.00871275     0.02640887    -0.00617218    -0.00053512    -0.00347691     0.00444356
 32    -0.00787483    -0.01709632     0.00225011     0.00006116     0.00164365    -0.00276332
 33    -0.00015319    -0.00760569     0.00414971     0.00001341     0.00145259    -0.00178983
 34     0.00096352    -0.01427247    -0.00075732     0.00028121    -0.00211771     0.00233780
 35    -0.00227798     0.00909677     0.00576060    -0.00020964     0.00113511    -0.00102321
 36     0.00289184     0.00663475    -0.00422733    -0.00003859     0.00088202    -0.00099128
 37     0.00370495     0.00484141    -0.00419895     0.00239325    -0.00131997     0.00081865
 38    -0.00307634     0.00005083     0.00364389    -0.00144306     0.00076773    -0.00060281
 39    -0.00063099    -0.00624263     0.00253279    -0.00105040     0.00073656    -0.00040422
 40     0.00032065     0.00683591     0.00495270     0.00492288    -0.00096603     0.00438968
 41    -0.00075654     0.00366010    -0.00231942    -0.00183012     0.00052585    -0.00213316
 42    -0.00138635    -0.00636747    -0.00107453    -0.00231168    -0.00004473    -0.00188269
 43    -0.01574377     0.00281665    -0.01154712     0.00590612    -0.00468208     0.00864128
 44     0.01328862     0.00264495     0.00648321    -0.00303170     0.00127200    -0.00337203
 45     0.00104624    -0.00303511     0.00373633    -0.00311210     0.00160412    -0.00373020
 46    -0.00366678     0.01345945    -0.00648655    -0.00172262    -0.00668151     0.00384128
 47     0.00273661    -0.00881076     0.00329273     0.00171626     0.00357572    -0.00191078
 48     0.00102366    -0.00485905     0.00438677     0.00069381     0.00268981    -0.00220637
 49     0.01353309     0.01200426    -0.00607381     0.00415328    -0.00250753     0.00246484
 50     0.00077060    -0.00222762     0.00097681    -0.00232963     0.00100492    -0.00154828
 51    -0.01142346    -0.01008416     0.00446845    -0.00188538     0.00157074    -0.00149340
 52     0.00925637     0.00685697    -0.00353264     0.00132258    -0.00187688     0.00147520
 53    -0.00106230     0.00278215     0.00625954    -0.00056558     0.00106949    -0.00077626
 54    -0.00731065    -0.00954265    -0.00137136    -0.00073069     0.00090556    -0.00090006
 55    -0.00674336    -0.00973371    -0.00732168     0.00217131    -0.00272801     0.00021085
 56     0.00246195     0.00258067    -0.00021032    -0.00141613     0.00143036    -0.00011813
 57     0.00156999     0.00388048     0.00779301    -0.00099883     0.00129497     0.00009424
 58     0.00799068     0.01431471    -0.00677189     0.00216102    -0.00102318     0.00406924
 59    -0.00174972    -0.01528585     0.00444614    -0.00091493     0.00066047    -0.00173695
 60    -0.00653288    -0.00310014     0.00209091    -0.00100072     0.00061954    -0.00253264
