 Number of water molecules:
          32

 Atomic and electronic energies:
    -0.38132859    -0.05243321

 Atomic coordinates:
  1    -5.67726776     7.28892480     0.15197878
  2    -4.54807273     6.68440217    -1.24483418
  3    -7.04474292     5.96349245     0.45851308
  4     0.91290797     9.46996033    -5.04915283
  5     2.45384031    10.36124581    -5.74312133
  6     1.75765848     8.66060646    -3.57517250
  7     3.93679826    -0.70625226    -7.55644756
  8     5.57464627    -0.11427424    -6.68389235
  9     2.58222197     0.47127137    -6.81802154
 10    -3.31960846     0.90827864     2.98631711
 11    -3.56977393    -0.82568026     1.97491066
 12    -1.57034421     1.69883786     2.58423977
 13    -1.42876817    -3.01713860    -4.04819805
 14     0.18003056    -4.05993854    -3.94542995
 15    -0.77082297    -1.21884790    -4.36104315
 16    -1.66989538    -0.95229566     8.12152475
 17    -1.87410336    -0.55380763     6.26170788
 18    -0.90938012    -2.72705303     8.15889714
 19    -3.76287026    -3.79486441     0.82521685
 20    -5.70872393    -3.99196394     0.68254498
 21    -3.05352413    -3.69721581    -0.96562127
 22    -6.63755037     0.92419045     7.10853203
 23    -5.64126799     1.63522259     5.58136266
 24    -5.34845480    -0.18751758     7.99687074
 25    -7.40761015     5.47498335    -6.64207830
 26    -9.09285512     6.11330105    -6.08759402
 27    -7.60589621     3.60425890    -6.46086441
 28     6.74159699    -7.08686325    -1.15337423
 29     8.21136804    -8.15160224    -0.60979073
 30     6.00950627    -6.66298430     0.60492177
 31     0.58405494     1.71257770    -4.50244874
 32     1.54013080     1.65430461    -2.79930708
 33    -0.67108445     3.21441469    -4.47525852
 34     6.81852004     4.25140465     3.72520757
 35     5.98233561     5.89468708     3.29914222
 36     5.50389212     3.27180696     4.67750812
 37     7.01002377    -1.54751972    -0.63357374
 38     5.30086900    -1.53801017     0.19923653
 39     7.15533264    -3.25487137    -1.49803284
 40    -0.41736653    -6.78959085     3.21087359
 41    -1.77941597    -5.71091850     2.37072488
 42    -0.00925479    -8.24628154     1.92877468
 43     7.50614380     2.15311972    -4.70408399
 44     7.38773854     1.30080862    -3.01893990
 45     7.11807256     3.99377096    -4.33809774
 46    -7.92480936     2.31063161     0.60596297
 47    -6.11384952     1.76035826     1.31699391
 48    -9.30198800     1.48885872     1.64578102
 49    -8.72198160    -3.21078224     0.25711785
 50    -9.60399498    -2.23746194     1.69177071
 51    -9.38580425    -2.87205397    -1.45128716
 52     0.83893754    -5.08530664     7.84928855
 53     0.28206234    -5.57521608     6.08975710
 54     2.70070972    -5.20221036     7.96016083
 55     9.85752917    -0.23576066     3.46263134
 56     9.08264466     1.50173543     3.70815194
 57     9.25210470    -0.91136878     1.79816045
 58     3.64328946     9.47383143     3.31852697
 59     1.76240906     9.79931440     3.05270555
 60     4.36312499    10.72967853     4.63591849
 61   -10.66013697    -0.54547896     4.18583811
 62    -9.10792474    -0.07203455     5.31599242
 63   -12.17454301    -0.66500836     5.25861549
 64    -2.92712995     5.88106167    -4.42154642
 65    -4.40447351     6.06611733    -5.62912428
 66    -1.64280165     7.21097817    -5.07175108
 67     4.07597918    -5.67403063    -9.32503994
 68     3.86888266    -3.84116820    -9.02244687
 69     5.63666627    -5.91485528   -10.33782205
 70    -7.40815055     0.70620255    -4.65923078
 71    -5.83322503    -0.30285480    -4.86330284
 72    -7.26166647     1.27376262    -2.81219787
 73    -0.25288665    -9.08455493    -1.57594630
 74    -1.26756104    -9.98105474    -2.92578105
 75     0.87250100    -7.80145008    -2.46519219
 76     3.00281125     7.27059887    -1.08984667
 77     3.59304881     8.00635098     0.61803952
 78     2.08722097     5.66523619    -0.72741559
 79    -2.88737111    -7.33375577    -6.46066904
 80    -2.69795177    -5.52479666    -5.83291988
 81    -1.88085600    -7.45325363    -7.99541391
 82     6.63997790    -2.58913630     6.59567730
 83     7.75823600    -1.68044462     5.21782151
 84     5.49875365    -1.27748552     7.39864067
