 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24018722    -0.02488666

 Atomic coordinates:
  1    -4.07349702     7.05900949    -0.25173423
  2    -3.12498077     5.63186608    -1.32845229
  3    -4.74085523     8.26680592    -1.53012717
  4     1.10087112    -1.31490638    -6.93770351
  5     2.31732451     0.06158763    -6.37394460
  6    -0.52617543    -0.40368956    -7.46176649
  7     1.37739962     1.94848606     2.00135996
  8    -0.32341644     1.08845694     1.97897118
  9     2.54100727     0.56768276     2.62332067
 10    -4.74611525    -5.01725036    -2.44420729
 11    -6.37760268    -5.91758850    -2.06967856
 12    -5.22896141    -3.38573810    -3.32204718
 13     0.77826184    -3.42845116     7.72789719
 14    -0.56436279    -2.14904757     8.05347980
 15    -0.16822569    -5.12391963     7.58421301
 16    -3.41912227    -1.45845503     1.25138656
 17    -4.84500638    -0.26083787     1.49256838
 18    -3.86196713    -2.61488137    -0.18593704
 19    -3.31252378     1.17164464    -7.53629869
 20    -4.94213211     0.43068509    -6.82296207
 21    -3.64608304     3.02625455    -7.75974833
 22     5.31826086    -2.08960409    -1.85827275
 23     4.38543072    -3.44703342    -2.86049931
 24     4.82768406    -1.94593411    -0.09583535
 25     0.25146869    -5.82641842     1.67985339
 26    -1.06916287    -4.49685898     1.52431787
 27     1.06849303    -5.97298055    -0.07155722
 28     4.24927938     1.92719451    -4.80360897
 29     5.05429673     0.63419795    -3.59223405
 30     4.26595279     3.58141535    -3.71801999
 31    -6.72225351     2.24029147     0.63012547
 32    -5.88884291     4.02344462     0.65607287
 33    -8.54184440     2.57854690     0.83716559
 34    -1.85149250    -7.78224398     6.35647013
 35    -3.63385437    -8.10508107     6.05226182
 36    -0.99477482    -7.98578129     4.70149987
 37     9.17705728    -2.83387368     4.40125572
 38     9.56089878    -2.12230061     2.64908397
 39     7.17473848    -2.95802651     4.34313367
 40     3.87588716     8.03658379     3.61612517
 41     1.98171709     7.68500233     3.85184595
 42     4.50700858     8.56595348     5.33372716
 43    -1.36678362     3.90375550    -2.92809982
 44    -1.67921778     2.41966720    -4.01440020
 45     0.48236706     4.31261371    -3.18953095
 46    -6.82265117    -0.57211268    -3.91843869
 47    -6.72060560     0.59148684    -2.35549498
 48    -8.55790506    -0.61452576    -4.49447905
 49     3.69005196     5.38826050    -1.01980616
 50     4.22963198     6.91931194    -0.08369460
 51     2.64531543     4.27786494     0.30498503
 52     4.02488700    -2.77781963     3.64600585
 53     2.74995611    -4.10667382     3.08143872
 54     3.40941440    -2.46898686     5.50342502
 55     0.71606743    -4.96844111    -3.41783854
 56    -1.15004352    -5.18556509    -3.64326432
 57     1.08625613    -3.56892703    -4.64856689
 58    -1.15342722     6.19871500     4.00282737
 59    -0.26408906     4.65755673     3.32344713
 60    -2.40006508     6.61022466     2.58446716

 Atomic and electronic forces:
  1     0.01323402    -0.04666212    -0.01546877     0.00539603     0.00312631     0.00237602
  2    -0.01128982     0.03357095     0.02191361    -0.00301145    -0.00111554    -0.00084023
  3    -0.00161691     0.01035841    -0.00474005    -0.00254350    -0.00204074    -0.00086404
  4    -0.01425675    -0.00267499    -0.00134332     0.00368398    -0.00075381    -0.00089823
  5     0.00862294     0.00361001     0.00112939    -0.00171483     0.00018287     0.00031611
  6     0.00563961    -0.00395114    -0.00013475    -0.00224799     0.00038262     0.00070352
  7    -0.00658839    -0.00380655     0.00599192     0.00331330     0.00012381     0.00127261
  8    -0.00628752    -0.00118695    -0.00549290    -0.00200024     0.00003906    -0.00085452
  9     0.00868668     0.00115485     0.00078899    -0.00142457     0.00006732    -0.00055739
 10    -0.00018390     0.00112891     0.00310345     0.00605332    -0.00381821     0.00048429
 11     0.00342459    -0.00349268    -0.00075557    -0.00275017     0.00256428    -0.00040224
 12    -0.00294843     0.00391367    -0.00528279    -0.00360981     0.00185189     0.00001548
 13    -0.00706699    -0.01204235    -0.00317205     0.00196132    -0.00062733     0.00157388
 14    -0.00261759     0.00641389     0.00314261    -0.00106192     0.00026591    -0.00097201
 15     0.01059676     0.00672199    -0.00113956    -0.00096998     0.00045397    -0.00082321
 16     0.03052043    -0.01692536     0.00828196     0.00564149    -0.00133460     0.00259524
 17    -0.01631105     0.01742348    -0.00088925    -0.00321772     0.00048066    -0.00185955
 18    -0.00242471    -0.00628539    -0.00534206    -0.00308171     0.00110734    -0.00100555
 19    -0.01138348     0.00261119     0.00606649     0.00656837    -0.00066594    -0.00261052
 20     0.00989918    -0.00180475    -0.00004784    -0.00387869     0.00069189     0.00153269
 21     0.00302816     0.00123837    -0.00404818    -0.00326513    -0.00024072     0.00145990
 22     0.01334399    -0.00114884    -0.04676963     0.00240473    -0.00045230     0.00020802
 23     0.00237400     0.00743679     0.01873120    -0.00127693     0.00034784    -0.00003961
 24    -0.01425427    -0.00907452     0.03322424    -0.00122699     0.00022314    -0.00022989
 25     0.01787288    -0.01117276    -0.00262222     0.00291250    -0.00144115     0.00106352
 26    -0.01175597     0.01176256    -0.00094636    -0.00183137     0.00079386    -0.00071427
 27    -0.00891852     0.00040811     0.00481404    -0.00145571     0.00070464    -0.00032607
 28     0.00332618     0.02772668     0.02759499     0.00287668     0.00003562    -0.00019973
 29    -0.00366404    -0.00135742    -0.01056065    -0.00132325     0.00006872     0.00000330
 30     0.00107773    -0.02202211    -0.01552707    -0.00143235    -0.00015155     0.00000280
 31     0.02050331     0.02977029    -0.00934370     0.00847997     0.00087802     0.00552701
 32    -0.00543994    -0.02396469     0.00123152    -0.00351514    -0.00112146    -0.00217928
 33    -0.02208304     0.00180129     0.00677119    -0.00329326    -0.00090479    -0.00349249
