 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24777648    -0.02601531

 Atomic coordinates:
  1    -3.91572837     6.80601526     1.97043191
  2    -3.29227322     6.29348136     0.24009843
  3    -5.72292785     7.39999938     1.66149761
  4     1.46089142    -1.39166655    -8.47576738
  5     2.32928600     0.03888351    -7.64523103
  6    -0.33453466    -1.32433130    -7.85230628
  7    -1.28061453     1.68819231     2.66043914
  8    -2.15132474     0.06422881     1.97673856
  9    -2.34899074     3.14552258     2.04475929
 10    -2.47711116    -4.76976777    -3.76657519
 11    -0.69083289    -5.26949994    -4.44199283
 12    -2.99833702    -3.58186558    -5.23959774
 13     0.51673360    -1.01373713     6.87125792
 14    -0.06458023     0.06250129     5.38032544
 15    -0.52802592    -2.61671144     7.10722524
 16    -3.40036735    -2.82281929     0.94597351
 17    -5.20094833    -2.08830216     0.96481262
 18    -3.17391587    -3.57976753    -0.81591487
 19    -3.55274853    -0.83989451    -7.04115251
 20    -4.68116710     0.13916153    -5.90428029
 21    -4.43408367    -0.59915284    -8.67078229
 22     5.51475706    -2.72137528    -1.54527493
 23     7.36398913    -2.71242104    -1.18242183
 24     4.62444256    -2.56162892     0.13038690
 25    -0.12867600    -6.24564964     2.39675477
 26    -1.62388243    -4.97498609     2.03094624
 27     0.26959163    -7.23511153     0.76580296
 28     4.41120440     1.53253290    -4.63777824
 29     5.02777118     0.07200500    -3.59649900
 30     4.04617996     2.96090701    -3.45606536
 31    -8.01352202     0.11049943     0.56763775
 32    -8.80869267     1.41356957     1.70781503
 33    -9.51587983    -0.84552006    -0.01934471
 34    -2.08056814    -5.68243923     7.08527743
 35    -1.27739208    -5.97270781     5.32183201
 36    -3.56370196    -6.84822318     7.39046892
 37     9.25241538    -2.73180791     2.90259204
 38     9.83707052    -1.66246249     4.26330462
 39     7.42062978    -3.11346565     3.25259902
 40     4.48743110     7.89562534     2.88533486
 41     2.87410486     7.87067959     4.00179594
 42     5.89275698     8.40201360     3.98192540
 43    -2.51966459     5.20173764    -2.70182310
 44    -3.67859429     4.02547895    -3.58564845
 45    -0.68700526     4.64396886    -2.93966758
 46    -6.58582224     1.84252778    -4.20047729
 47    -7.72649816     3.31666589    -4.68887725
 48    -7.31894521     0.98797001    -2.59146399
 49     2.68019745     4.22682448    -0.05929188
 50     3.47842504     5.61433113     1.00331914
 51     1.78035986     3.11835540     1.17553100
 52     4.08894954    -3.24274956     3.61407025
 53     2.71086575    -4.58208311     3.84618490
 54     3.32113621    -1.67803630     4.50141416
 55     2.60010853    -5.52496510    -5.14643296
 56     3.86362153    -4.59379964    -4.06328422
 57     2.67334303    -4.58232693    -6.77479787
 58    -0.12265875     7.48394404     5.63504713
 59    -0.85667639     6.58387589     7.13515967
 60    -1.48897386     7.39691454     4.18030289

 Atomic and electronic forces:
  1    -0.02228620     0.00217052     0.00526610     0.00693042     0.00293648     0.00184107
  2     0.01015966    -0.00000425    -0.01328650    -0.00348045    -0.00118304    -0.00027461
  3     0.01627991    -0.00140177     0.00696975    -0.00362602    -0.00235317    -0.00112366
  4    -0.00616558    -0.01638831    -0.00803467     0.00258802    -0.00073564    -0.00134418
  5     0.01715100     0.01612102     0.01075237    -0.00134603     0.00023795     0.00058940
  6    -0.00793334     0.00049309    -0.00022698    -0.00159319     0.00050641     0.00085590
  7    -0.01218003    -0.02111517    -0.00907082     0.00537679    -0.00049967     0.00134916
  8     0.01332414     0.01553590     0.00739764    -0.00291810     0.00070862    -0.00060638
  9     0.00225690     0.00196989     0.00362931    -0.00325728    -0.00008295    -0.00071596
 10     0.02442439     0.01381765    -0.03997119     0.00384861    -0.00258070    -0.00109965
 11    -0.01565862    -0.00420551     0.02245787    -0.00153559     0.00096174     0.00045905
 12    -0.00599333    -0.00802340     0.02240850    -0.00208142     0.00123820     0.00090148
 13     0.00611951     0.00360537    -0.00296415     0.00295683    -0.00079443     0.00159023
 14    -0.00757634    -0.00903585     0.00724706    -0.00185515     0.00037105    -0.00081595
 15    -0.00123174     0.00865215    -0.00464946    -0.00145851     0.00060586    -0.00087785
 16    -0.02301246     0.01141239     0.00158602     0.00559656    -0.00295562     0.00075910
 17     0.01383494    -0.00441642    -0.00030511    -0.00352119     0.00194913    -0.00058211
 18     0.00329895    -0.00145585    -0.00593081    -0.00256001     0.00150910     0.00006995
 19     0.01381384    -0.01580052    -0.01107838     0.00462157    -0.00169516    -0.00282682
 20    -0.01101640     0.01528470     0.02984858    -0.00298192     0.00090774     0.00172074
 21     0.00095005    -0.00466323    -0.02314542    -0.00201082     0.00078052     0.00173506
 22    -0.01038067     0.00448199    -0.01548990     0.00221407    -0.00064111    -0.00010595
 23     0.01199420    -0.00199311     0.00663135    -0.00094251     0.00024813     0.00002399
 24    -0.00021690    -0.00403807     0.00827405    -0.00122086     0.00035915    -0.00005129
 25    -0.01670453     0.00232622    -0.01188508     0.00277740    -0.00185939     0.00061721
 26     0.02821523    -0.01955559    -0.00503966    -0.00182065     0.00116177    -0.00038733
 27    -0.00821615     0.01657921     0.01759098    -0.00127196     0.00092288    -0.00012402
 28    -0.00515391     0.00019328    -0.01632372     0.00261192    -0.00018013    -0.00057714
 29     0.00161205    -0.00727380     0.00645181    -0.00123798     0.00018028     0.00019643
 30    -0.00109902     0.00571682     0.01114130    -0.00142590    -0.00001734     0.00022487
 31    -0.00675794     0.01022214     0.00225152     0.01077474    -0.00521990     0.00186539
 32     0.01188560     0.00343615     0.00524793    -0.00427780     0.00157149    -0.00213893
 33    -0.00763817    -0.01779544    -0.00784897    -0.00353631     0.00340170    -0.00054106
 34     0.00220235     0.00391533    -0.01002738     0.00249214    -0.00185557     0.00172534
 35    -0.01163544    -0.00699728     0.01793701    -0.00134408     0.00095978    -0.00065885
 36     0.01128640     0.00313745    -0.00802659    -0.00111539     0.00110595    -0.00094484
 37    -0.00594545    -0.01635498    -0.02736378     0.00154897    -0.00037400     0.00024788
 38     0.01360020     0.01989022     0.02541309    -0.00073954     0.00013918    -0.00015980
 39    -0.00974544    -0.00419033     0.00065008    -0.00088291     0.00024842    -0.00016773
 40    -0.03646179    -0.00797889     0.00426114     0.00236377     0.00070937     0.00047750
 41     0.01495050     0.00180956    -0.01127315    -0.00133309    -0.00043767    -0.00038657
 42     0.01741544     0.00714417     0.01259878    -0.00098771    -0.00030402    -0.00024366
 43     0.01718169     0.01092505     0.01347775     0.00645012     0.00131695    -0.00118390
 44    -0.00544147    -0.01568158    -0.01062474    -0.00364240    -0.00036216     0.00107503
 45    -0.01202471     0.00220856     0.00107775    -0.00252355    -0.00035247     0.00044068
 46    -0.01837679     0.00359180     0.01447068     0.00926793    -0.00166008    -0.00475637
 47     0.00607517    -0.01178167     0.00591289    -0.00394259    -0.00019097     0.00306805
 48     0.01199565     0.01430873    -0.01689800    -0.00486003     0.00146473     0.00167882
 49     0.00202313    -0.00204009    -0.01367557     0.00341440     0.00031717     0.00012337
 50     0.00447729     0.00758277    -0.00083406    -0.00150042    -0.00026148    -0.00014767
 51    -0.00874858    -0.00815828     0.00659360    -0.00191161    -0.00004573    -0.00022062
 52    -0.01630792     0.01793124     0.01079742     0.00230834    -0.00078902     0.00056193
 53     0.00887169     0.00162639    -0.00727776    -0.00120143     0.00054523    -0.00033337
 54     0.01031568    -0.01880013    -0.00489964    -0.00129130     0.00033975    -0.00039574
 55    -0.00364347    -0.00206266     0.00777944     0.00223990    -0.00116570    -0.00063306
 56     0.00348346    -0.00128645     0.01209922    -0.00112019     0.00047874     0.00022272
 57    -0.00383534     0.00664122    -0.01779021    -0.00110764     0.00050995     0.00042218
 58    -0.02296964    -0.00049679    -0.03316856     0.00327695     0.00123010     0.00155640
 59    -0.00023133    -0.00053118    -0.00101420    -0.00161951    -0.00053084    -0.00101561
 60     0.02538964     0.00079562     0.02990347    -0.00211836    -0.00085796    -0.00085157
