 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.25679607    -0.02406381

 Atomic coordinates:
  1    -3.73057010     5.97304853     2.53176025
  2    -3.00995636     6.49302332     0.75381845
  3    -5.67280498     6.13992185     2.44456061
  4     1.69261204    -1.34366789    -7.91129514
  5     2.80122115    -0.16620248    -6.88529240
  6    -0.14164295    -1.14303509    -7.32224875
  7    -1.12582080     1.56569614     2.90868005
  8    -2.22885532     0.29877647     1.90944689
  9    -2.10507707     3.21324240     2.63946528
 10    -2.80948567    -4.87982602    -3.48500916
 11    -0.96310392    -5.40257569    -3.68765478
 12    -3.29129648    -3.65623437    -4.97330217
 13     1.14777075    -0.93728102     6.95807093
 14     0.12623791    -0.29939800     5.44292563
 15     0.23080694    -2.57077455     7.46225631
 16    -3.68991206    -1.99600257     0.50644098
 17    -5.54264392    -1.35059644     0.35693362
 18    -3.57855476    -3.07553325    -1.11768933
 19    -3.46101576    -1.14885221    -6.62481682
 20    -4.30804931     0.34281199    -5.79181803
 21    -4.26405492    -1.35266349    -8.39709749
 22     5.73649856    -3.07795980    -1.20282278
 23     7.52022393    -2.92914590    -0.53204604
 24     4.54288750    -2.76653492     0.28332694
 25     0.05074917    -5.83885784     1.69095397
 26    -1.48492837    -4.74494694     1.42167636
 27     0.48673424    -6.71050025     0.05030368
 28     4.56147184     0.84162256    -4.36192588
 29     5.43386627    -0.43083867    -3.28284579
 30     3.73835116     2.08618268    -3.17439353
 31    -8.34804681    -0.33712840    -0.27026005
 32    -8.99555519     0.73985774     1.18207201
 33    -9.67289001    -1.50028398    -0.85955266
 34    -2.22186983    -5.22101040     6.42337600
 35    -1.08586908    -5.55910857     4.91200110
 36    -3.90775760    -4.86902514     5.93586324
 37     9.11048595    -2.02166069     2.39735790
 38     9.02476438    -0.27581524     3.02583629
 39     7.78835872    -2.90449306     3.40889438
 40     3.34226001     7.95417366     1.97444708
 41     2.18110880     7.88869551     3.56018156
 42     4.74956369     9.12779257     2.41990512
 43    -2.18595131     5.86977318    -2.13761882
 44    -3.01588249     4.86591020    -3.51794887
 45    -0.39575410     5.19927833    -1.93869956
 46    -6.13360172     2.55725260    -4.20843566
 47    -7.42558021     3.90444444    -4.61041163
 48    -6.76713160     1.29287457    -2.83613989
 49     2.16917574     3.78453417    -0.61071012
 50     2.83556054     5.31607935     0.36620684
 51     1.12837021     2.67243512     0.60323070
 52     4.09915852    -3.50477105     3.84615636
 53     2.79123279    -4.68418211     3.03040871
 54     3.19462108    -2.36581864     5.05542084
 55     2.27721710    -5.26787793    -4.47537321
 56     3.69447227    -4.61617467    -3.44503109
 57     2.10165818    -4.14554134    -6.02960209
 58     0.41933959     6.78459133     6.06554735
 59     0.54290690     5.08126960     6.94852080
 60    -1.20140046     6.70858171     4.93892435

 Atomic and electronic forces:
  1    -0.01674997     0.00850617    -0.01123846     0.00664482     0.00289314     0.00132482
  2    -0.01357888    -0.00964766     0.01901218    -0.00293955    -0.00132487    -0.00006763
  3     0.03035962     0.00128617    -0.00145556    -0.00363401    -0.00220703    -0.00093864
  4    -0.02079364    -0.00828782    -0.00434371     0.00255085    -0.00051997    -0.00132775
  5     0.00413869     0.00244326     0.00638750    -0.00128281     0.00015097     0.00054716
  6     0.01369942     0.00219672    -0.00299229    -0.00158457     0.00033917     0.00085516
  7    -0.01689731    -0.00087875    -0.01472232     0.00546745    -0.00007879     0.00097638
  8     0.01323539    -0.00480277     0.00717021    -0.00318371     0.00042072    -0.00032049
  9     0.00617925     0.00289371     0.00955956    -0.00309985    -0.00040054    -0.00053181
 10    -0.01408055     0.00851181    -0.00863773     0.00417739    -0.00249758    -0.00140365
 11    -0.00088124     0.00516964    -0.00990611    -0.00167688     0.00094401     0.00051610
 12     0.01812680    -0.01741500     0.02105158    -0.00220485     0.00111715     0.00105266
 13    -0.02052913    -0.01510859    -0.00666107     0.00309978    -0.00056937     0.00140684
 14     0.00727956     0.00935143     0.00608671    -0.00197803     0.00029250    -0.00071716
 15     0.00690354     0.01135332     0.00277324    -0.00152817     0.00048830    -0.00080550
 16    -0.02981192    -0.00108537    -0.01320403     0.00682933    -0.00249097    -0.00016533
 17     0.01827267    -0.00289375     0.00773304    -0.00412422     0.00156006     0.00022780
 18     0.01331124    -0.00088838     0.00616345    -0.00295892     0.00135495     0.00045271
 19    -0.00875748    -0.00960536    -0.03717542     0.00454195    -0.00122164    -0.00280508
 20    -0.00531442     0.01037266     0.00363047    -0.00275219     0.00037334     0.00165481
 21     0.01242119     0.00483197     0.02603215    -0.00190200     0.00061013     0.00164325
 22    -0.01846348     0.00191588    -0.00879085     0.00218953    -0.00055327    -0.00016635
 23     0.00312121     0.00010856     0.00901790    -0.00094371     0.00021206     0.00003447
 24     0.01424460    -0.00415455    -0.00264894    -0.00126246     0.00031699     0.00000154
 25     0.00655340    -0.00257967     0.00779731     0.00323333    -0.00180091     0.00030189
 26    -0.00308440     0.00378041    -0.00962122    -0.00209938     0.00110847    -0.00015249
 27    -0.00352917     0.00200336    -0.00041338    -0.00144998     0.00087689     0.00003132
 28    -0.00825231     0.01538276    -0.01409771     0.00248060    -0.00012355    -0.00062494
 29     0.00730178    -0.01501202     0.00985322    -0.00116622     0.00013427     0.00021602
 30    -0.00118659     0.00506674     0.00570570    -0.00141948    -0.00002895     0.00027947
 31     0.01814214     0.02500646     0.01060226     0.00973460    -0.00387918    -0.00200913
 32    -0.00174229    -0.00919535    -0.00797700    -0.00388562     0.00117644    -0.00028890
 33    -0.02023643    -0.01403403    -0.00359494    -0.00310165     0.00265355     0.00113275
