 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.25505501    -0.02339293

 Atomic coordinates:
  1    -3.50719931     6.66449679     2.59543082
  2    -3.06979874     6.20696436     0.70324748
  3    -5.21148634     7.55595420     2.54326163
  4     1.32546206    -1.43446172    -8.04151224
  5     2.16915631     0.00663527    -6.93614813
  6    -0.55284194    -1.11938794    -8.03821258
  7    -1.25182329     1.68951163     2.61606343
  8    -2.30322387     0.30931697     1.70691862
  9    -2.48982276     3.18523951     2.75528595
 10    -2.50388141    -4.38467222    -3.78833352
 11    -0.63348097    -4.74005916    -4.09147250
 12    -3.10730564    -3.41643510    -5.33169308
 13     0.93927696    -0.62331862     6.77209229
 14     0.20165585     0.12376330     5.22548060
 15    -0.03011581    -2.14781769     7.37317992
 16    -4.04401955    -2.05766745     0.53230927
 17    -5.74770674    -1.42262208     0.00528489
 18    -3.50419409    -3.22288051    -0.89254728
 19    -4.00003288    -1.08800436    -7.45862380
 20    -4.73234659     0.11446366    -6.13071445
 21    -5.44060808    -1.56133300    -8.62830013
 22     6.15122355    -2.35418662    -1.25548415
 23     7.76319216    -2.82245433    -0.37257697
 24     5.10262879    -1.95477810     0.32778830
 25    -0.46161231    -5.43125107     2.47656824
 26    -1.70984795    -4.15344858     2.03447543
 27    -0.57921106    -6.75831204     1.07728009
 28     4.14389017     1.09767367    -4.48509093
 29     4.72426708    -0.43945855    -3.43516864
 30     3.87490645     2.45820283    -3.18979117
 31    -8.68301125    -0.59375509    -0.89163821
 32    -9.82925928    -0.20213043     0.58947882
 33    -9.69342404    -1.99297397    -1.80080710
 34    -1.15511782    -5.63376907     7.58643709
 35    -0.93898733    -5.91023862     5.66277696
 36    -1.47594853    -7.32161432     8.44404941
 37     9.44287537    -3.38322201     3.09937020
 38    10.24726588    -1.84097114     3.82456963
 39     7.57075222    -3.36474689     3.52224310
 40     4.05060756     7.52774346     2.47627224
 41     2.74412831     7.58545623     3.84103677
 42     5.25233810     8.92132298     2.83284501
 43    -2.42719473     4.93424130    -2.35097256
 44    -3.63376050     3.84782830    -3.41148005
 45    -0.61107111     4.31538094    -2.56371667
 46    -6.35514997     2.04072988    -4.46774384
 47    -7.79574493     3.06594666    -5.01915530
 48    -7.18808884     1.05523173    -2.98211374
 49     2.38691363     3.55753292    -0.35954112
 50     2.71066852     5.04857978     0.71240450
 51     0.84380630     2.80306694     0.45837718
 52     4.14444893    -2.61624758     3.48854183
 53     2.75816853    -3.73122031     2.81108581
 54     3.36945180    -1.56054590     4.88132267
 55     2.43191977    -4.95167135    -4.71151678
 56     3.84183530    -4.33340517    -3.62414844
 57     2.37761248    -3.57121981    -6.11639929
 58     0.37965292     6.92886569     6.08946410
 59     0.19322684     5.54253462     7.32486122
 60    -1.22728984     7.17750860     5.10587128

 Atomic and electronic forces:
  1    -0.00837365    -0.00801355    -0.03667957     0.00445736     0.00234720     0.00159125
  2    -0.00548100     0.01099005     0.03106288    -0.00240963    -0.00111677    -0.00041858
  3     0.01319646    -0.00460993     0.00002138    -0.00223097    -0.00168647    -0.00097268
  4     0.02083064     0.03324674     0.02225566     0.00279278    -0.00034632    -0.00110797
  5    -0.01336917    -0.03031348    -0.02334298    -0.00139544     0.00004700     0.00043727
  6    -0.00606626     0.00190841    -0.00083553    -0.00170816     0.00019782     0.00075552
  7    -0.03229135    -0.00022958    -0.00952091     0.00439168     0.00026866     0.00129456
  8     0.01092717     0.00489273     0.00857480    -0.00262269     0.00011827    -0.00063978
  9     0.01657099    -0.00726054     0.00379090    -0.00246541    -0.00046288    -0.00082012
 10    -0.00954985    -0.00010794     0.00981508     0.00462054    -0.00180271    -0.00075080
 11     0.00515252    -0.00292005    -0.00314374    -0.00181509     0.00067435     0.00030412
 12     0.00357414     0.00053592    -0.00223618    -0.00248393     0.00081135     0.00073446
 13     0.01810214    -0.00145765     0.02674736     0.00255757    -0.00022561     0.00139400
 14    -0.01721752     0.00889398    -0.01916670    -0.00157040     0.00006861    -0.00071763
 15    -0.00507849    -0.00397460    -0.00320651    -0.00127848     0.00025597    -0.00080223
 16     0.01556436    -0.00356309     0.00926885     0.00637300    -0.00157734     0.00115511
 17    -0.01596041     0.00535543    -0.00179187    -0.00395831     0.00088716    -0.00062036
 18     0.00455881    -0.00198079    -0.01085343    -0.00288241     0.00093561    -0.00018911
 19    -0.00386558    -0.00904945    -0.00628650     0.00521845    -0.00070414    -0.00262007
 20    -0.00065951     0.00355047    -0.00413217    -0.00316802     0.00009997     0.00131952
 21     0.00840874     0.00330853     0.00352946    -0.00249745     0.00052697     0.00182604
 22    -0.01420440     0.00209286     0.02000346     0.00203045    -0.00029123     0.00003670
 23     0.01730286    -0.00642838    -0.00945382    -0.00086868     0.00013420    -0.00004966
 24    -0.00476442     0.00042219    -0.01211946    -0.00112118     0.00014741    -0.00011113
 25     0.02515776    -0.04243389    -0.00565414     0.00316908    -0.00133973     0.00091493
 26    -0.02889079     0.03273296    -0.00775718    -0.00200994     0.00073093    -0.00055355
 27     0.00474977     0.00951916     0.01138422    -0.00154012     0.00079802    -0.00029836
 28    -0.00111685    -0.02146148    -0.00533709     0.00247499     0.00006587    -0.00037997
 29     0.00403825     0.01324398    -0.00771258    -0.00119041     0.00006431     0.00011219
 30    -0.00303976     0.00947718     0.01095995    -0.00129388    -0.00012867     0.00011263
 31    -0.03266388    -0.02180918    -0.00686097     0.01044589    -0.00176885     0.00094221
 32     0.00844363     0.00681079     0.00284268    -0.00383702     0.00072000    -0.00165157
 33     0.01851505     0.01372533     0.00446747    -0.00392650     0.00193768     0.00006587
