 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.25251794    -0.02825689

 Atomic coordinates:
  1    -4.05900392     5.96822398     2.70797229
  2    -3.38378172     6.16552672     0.88772014
  3    -5.91807465     6.27621810     2.58023265
  4     1.50905409    -1.63595319    -8.38207092
  5     2.52644476    -0.23808405    -7.67881431
  6    -0.33159783    -1.03308922    -8.13421649
  7    -1.33227203     1.78152151     3.15603453
  8    -2.55956940     0.57679224     2.25886508
  9    -2.34650887     3.44312821     3.02021859
 10    -2.38554502    -4.54231928    -3.66748985
 11    -0.65180002    -5.27305842    -3.96291505
 12    -2.70266343    -3.30790419    -5.07111131
 13     1.01987974    -0.99444973     6.77103483
 14     0.04242042     0.13169846     5.59475292
 15    -0.30011895    -2.23390087     7.34414921
 16    -3.44046205    -2.55258954     0.72865709
 17    -5.18558139    -1.77233006     0.66821374
 18    -3.08126238    -3.16715106    -1.03581145
 19    -3.52817988    -0.93645449    -7.28861690
 20    -4.36319711     0.44573423    -6.32601337
 21    -4.48159065    -0.93615094    -8.93554927
 22     5.82716159    -2.50758423    -1.46161732
 23     7.54698337    -2.50833806    -0.65254415
 24     4.62510044    -2.72273760     0.11779000
 25    -0.36344335    -6.08914041     2.22097636
 26    -1.41560337    -4.56608062     1.55648551
 27     0.14017542    -7.05231439     0.63880016
 28     3.98739531     1.02789332    -4.90665510
 29     4.60869379    -0.37138401    -3.68218145
 30     3.48885894     2.47457882    -3.74157604
 31    -8.09787545     0.20382165     0.18810795
 32    -8.79703490     1.30598247     1.55994674
 33    -9.61036150    -0.70977073    -0.55495370
 34    -2.32118540    -5.23439428     7.28070745
 35    -1.72050482    -5.82581271     5.56040082
 36    -3.92388995    -6.28678142     7.60772534
 37     9.19636440    -2.71085362     3.06020316
 38     9.60115936    -1.02433763     3.82146483
 39     7.31853693    -2.99086275     3.39593015
 40     3.45680993     7.98384688     2.21067124
 41     2.29705042     7.56951036     3.79136123
 42     3.81867014     9.82730782     2.05424813
 43    -2.03775234     5.60453776    -2.28354087
 44    -3.27234127     4.18933274    -2.74189053
 45    -0.27265493     4.91550774    -2.24019629
 46    -5.84421544     2.40678973    -4.00942819
 47    -6.84303627     4.05087328    -4.24326226
 48    -6.73009170     1.46470292    -2.52133352
 49     2.44999089     3.84874502    -0.74369592
 50     3.41265682     5.33953611    -0.11037163
 51     1.61578740     3.25021198     0.83786290
 52     4.04009398    -3.28267608     3.29516838
 53     2.69317109    -4.60574308     2.96388969
 54     3.29492406    -2.29095414     4.68618122
 55     2.89801823    -5.39349276    -4.76654999
 56     4.18177941    -4.51622835    -3.66004639
 57     2.71570925    -4.48473730    -6.37701707
 58    -0.00291182     6.72678960     5.88139002
 59     0.27889558     4.88598541     6.15478104
 60    -1.58025491     6.78246166     4.67735084

 Atomic and electronic forces:
  1     0.00856685    -0.00083100    -0.02152737     0.00866018     0.00221377     0.00288782
  2     0.00034960     0.00232873     0.00991354    -0.00412501    -0.00103376    -0.00045414
  3    -0.00591813     0.00424194     0.00405895    -0.00454985    -0.00190062    -0.00199241
  4    -0.04119468    -0.01212429    -0.01490236     0.00241532    -0.00090546    -0.00138422
  5     0.02397300     0.01726060     0.01652160    -0.00126125     0.00032728     0.00061747
  6     0.01657216    -0.01403105    -0.00247442    -0.00147221     0.00056305     0.00092798
  7    -0.03014246     0.00983363    -0.01377006     0.00568734    -0.00100123     0.00154847
  8     0.02132366    -0.00901847     0.00673575    -0.00324530     0.00104964    -0.00068332
  9     0.01283999    -0.00438142     0.00849617    -0.00343520     0.00011454    -0.00100154
 10    -0.00299053    -0.00619049     0.01301919     0.00350677    -0.00269676    -0.00115547
 11     0.00903936    -0.00146777    -0.00575505    -0.00141919     0.00103318     0.00044169
 12    -0.00108908     0.00782422    -0.01397876    -0.00189874     0.00128463     0.00089554
 13     0.00099579     0.00002469     0.00325351     0.00291199    -0.00098800     0.00145798
 14     0.00071744     0.01161943    -0.01197533    -0.00187668     0.00052359    -0.00082676
 15    -0.00090047    -0.01424448     0.00862200    -0.00143498     0.00068109    -0.00086283
 16    -0.01068565     0.02112871     0.02061508     0.00539608    -0.00355003     0.00039525
 17    -0.00213979    -0.00210146    -0.00138656    -0.00335966     0.00239597    -0.00026541
 18     0.00330719    -0.01006156    -0.02041935    -0.00241081     0.00165971     0.00022814
 19    -0.00048384    -0.00769040    -0.01938103     0.00405963    -0.00200739    -0.00296251
 20    -0.00506767     0.01669943     0.02261311    -0.00264547     0.00103451     0.00183717
 21     0.00528250    -0.00734513    -0.00238576    -0.00169304     0.00094189     0.00173591
 22    -0.03251374    -0.00347502     0.02963530     0.00214749    -0.00071619    -0.00015346
 23     0.01002030    -0.00087900    -0.00112459    -0.00093135     0.00028391     0.00002339
 24     0.02402088     0.00449351    -0.02904888    -0.00119972     0.00044252    -0.00001669
 25     0.00189044     0.00583584    -0.01298468     0.00268034    -0.00208208     0.00049501
 26     0.00370275    -0.01224568     0.01082544    -0.00175756     0.00125495    -0.00024454
 27    -0.00259963     0.00108900     0.00824333    -0.00120389     0.00098882    -0.00006914
 28     0.00559654    -0.00637897     0.01915953     0.00268245    -0.00043322    -0.00075976
 29    -0.00220990     0.01326870    -0.01426570    -0.00126845     0.00029861     0.00025825
 30     0.00107451    -0.00334896    -0.00009894    -0.00153949     0.00012125     0.00033905
 31    -0.00735611    -0.00183704    -0.00928121     0.00958443    -0.00758398     0.00020844
 32     0.00075614     0.00190439     0.00661274    -0.00382290     0.00300763    -0.00157388
 33     0.00654360    -0.00126966     0.00200658    -0.00288038     0.00415023     0.00034547
 34    -0.02758335    -0.01643763    -0.00188204     0.00243673    -0.00206703     0.00174367
 35     0.00779640     0.00282550    -0.00254296    -0.00128570     0.00109483    -0.00065929
 36     0.02254508     0.01623416     0.00092877    -0.00107062     0.00120892    -0.00096211
 37    -0.00727224     0.00609686    -0.00004899     0.00156219    -0.00045369     0.00023144
 38     0.00376534    -0.00124735     0.00004914    -0.00078720     0.00016450    -0.00014185
 39     0.00228876    -0.00505402    -0.00172032    -0.00089427     0.00029684    -0.00015920
 40    -0.02166770    -0.02368654     0.02583500     0.00294867     0.00079167     0.00043996
 41     0.02607883     0.02011065    -0.03188283    -0.00162264    -0.00042546    -0.00043383
 42    -0.00400349     0.00491208     0.00827610    -0.00130187    -0.00049332    -0.00017976
 43    -0.03520173     0.00333899     0.00637665     0.00675768     0.00104332    -0.00136579
 44     0.01471275     0.00436119    -0.00518438    -0.00393503    -0.00005682     0.00110719
 45     0.01366862    -0.00764659     0.00030037    -0.00264375    -0.00022211     0.00044668
 46    -0.02583843     0.00697638     0.02138875     0.00900199    -0.00227210    -0.00489578
 47     0.01078776    -0.01546006    -0.00177612    -0.00423602     0.00002398     0.00309180
 48     0.01449034     0.00898474    -0.01832033    -0.00466176     0.00198188     0.00187358
 49    -0.00275701    -0.00954539    -0.00941498     0.00377374     0.00001883    -0.00015390
 50     0.01305383     0.02088221     0.00268522    -0.00166791    -0.00016604    -0.00000359
 51    -0.00855242    -0.01479579     0.00775685    -0.00211186     0.00007859    -0.00013648
 52     0.00860227    -0.01804421    -0.02577229     0.00232275    -0.00096234     0.00047371
 53    -0.00055538    -0.00431581    -0.00068272    -0.00120562     0.00064450    -0.00023979
 54    -0.01225184     0.02157888     0.02893874    -0.00125729     0.00046761    -0.00037702
 55    -0.00957319    -0.02469016     0.02888426     0.00210212    -0.00121599    -0.00062109
 56     0.00454928     0.00559691    -0.00274287    -0.00105949     0.00051247     0.00022048
 57     0.00094959     0.02076264    -0.02486037    -0.00106210     0.00056016     0.00042717
 58    -0.02948304     0.00677934    -0.03223027     0.00374017     0.00092546     0.00180317
 59     0.00582720    -0.01134099     0.00801065    -0.00189093    -0.00018515    -0.00092158
 60     0.02434275     0.00419300     0.02405920    -0.00247489    -0.00070245    -0.00109036
