 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.25009167    -0.02834452

 Atomic coordinates:
  1    -3.80353550     6.72857216     2.01998058
  2    -3.43080730     6.42148031     0.16034061
  3    -5.62126810     7.17600957     2.20639766
  4     1.43038021    -1.34407143    -8.08040576
  5     2.44126997    -0.03707693    -7.05105362
  6    -0.42640476    -1.20247439    -7.51579521
  7    -1.16202522     2.06644783     2.75033061
  8    -2.02934734     0.56964495     1.99019555
  9    -2.19551631     3.67806167     2.67831691
 10    -2.21743304    -4.97376365    -3.40086225
 11    -0.40740953    -5.42306083    -3.79923155
 12    -2.77941739    -3.81292538    -4.84305809
 13     0.61814800    -1.36805846     6.67480100
 14    -0.57995410    -0.44469462     5.54063938
 15    -0.39773264    -2.79327176     7.43095396
 16    -3.70355769    -1.90022126     0.82371607
 17    -5.40462839    -1.07173906     0.86904001
 18    -3.58920598    -2.81770848    -0.80262976
 19    -3.64424242    -1.24050016    -6.79390491
 20    -4.78556797     0.01191508    -5.84663252
 21    -4.25445676    -1.49637410    -8.56378784
 22     6.06808615    -2.31189989    -1.61885637
 23     7.77621855    -2.42225292    -0.76059031
 24     4.83940341    -1.89010104    -0.17444122
 25    -0.02983320    -5.76844846     2.15343629
 26    -1.38391508    -4.44177900     1.59906043
 27    -0.23894986    -7.11990282     0.78198882
 28     4.12397017     1.35892259    -4.64112220
 29     5.00013907     0.01354480    -3.55708524
 30     3.75700929     2.65021909    -3.32237056
 31    -8.66475463     0.19131313     0.25656077
 32    -9.96222477     1.54614228     0.54513496
 33    -9.64242471    -1.43913901    -0.29927169
 34    -2.03589472    -6.09578697     7.08046604
 35    -1.04140443    -6.25349384     5.48233726
 36    -3.60542947    -6.87381734     6.64643725
 37     9.13517382    -2.67890296     2.76994197
 38    10.12497504    -2.46814704     4.43658571
 39     7.25263070    -2.77290126     3.09137651
 40     4.25641990     7.22530397     2.95938582
 41     2.53804380     7.56099898     3.79688189
 42     5.49195869     6.87078374     4.32083316
 43    -2.34797809     4.72618285    -2.62304388
 44    -3.76130501     3.63398497    -3.30064580
 45    -0.76946245     4.28918225    -3.47718715
 46    -6.64124172     2.05711443    -4.16667395
 47    -7.76918037     3.54824671    -4.56656662
 48    -7.37717534     1.47547362    -2.47349185
 49     2.93825313     4.02021174    -0.46803823
 50     3.77071834     5.43743748     0.53176597
 51     1.57839779     3.22112800     0.57224014
 52     4.22203048    -3.22238007     3.57977987
 53     3.03785462    -4.49041412     2.89115578
 54     3.12347956    -2.21707444     4.87070342
 55     2.68688297    -5.17086082    -4.78701946
 56     4.25052191    -4.40467586    -3.94794652
 57     2.40267845    -4.14368731    -6.36127214
 58    -0.20877077     7.60491085     5.48129623
 59    -0.39304613     6.15137978     6.60077954
 60    -1.52440890     7.26972869     4.06616614

 Atomic and electronic forces:
  1     0.00616584    -0.00827952     0.00403224     0.00672447     0.00252413     0.00242653
  2     0.00373667    -0.00054038    -0.00384313    -0.00357501    -0.00116568    -0.00056798
  3    -0.00695720     0.00437619    -0.00174974    -0.00348926    -0.00197090    -0.00175662
  4    -0.01287278     0.00538811     0.00777100     0.00281002    -0.00079952    -0.00128094
  5    -0.00297420    -0.00710857    -0.00342472    -0.00143915     0.00026587     0.00051883
  6     0.01648537     0.00096873    -0.00419142    -0.00176219     0.00055175     0.00082993
  7     0.01841250     0.01753445     0.01599760     0.00498366    -0.00038713     0.00165066
  8    -0.01379491    -0.00698118    -0.01037392    -0.00277109     0.00058695    -0.00080735
  9    -0.00351503    -0.00932793    -0.00695456    -0.00289448    -0.00014857    -0.00103681
 10    -0.02039406     0.00985710     0.00176617     0.00387593    -0.00259212    -0.00070313
 11     0.01440391    -0.00169281    -0.00338782    -0.00156295     0.00097277     0.00029534
 12     0.00322281    -0.00428248     0.00549463    -0.00216992     0.00130019     0.00070148
 13     0.00031746    -0.00291366     0.00460157     0.00269830    -0.00080726     0.00156854
 14     0.00007697     0.01079471    -0.00721687    -0.00172935     0.00044448    -0.00093401
 15     0.00127946    -0.00656113     0.00338443    -0.00126293     0.00054390    -0.00087213
 16     0.00668599     0.00507636     0.02072725     0.00604927    -0.00277890     0.00138202
 17    -0.01255254     0.00421913     0.00044761    -0.00368899     0.00173425    -0.00107457
 18     0.00531956    -0.01467977    -0.02435712    -0.00287340     0.00153634    -0.00018819
 19     0.00412957     0.00053337     0.01316255     0.00505566    -0.00204740    -0.00270675
 20     0.00190925    -0.00466455    -0.00999111    -0.00327149     0.00106433     0.00165461
 21    -0.00650725     0.00371760    -0.00380912    -0.00209397     0.00098599     0.00163943
 22    -0.01480342     0.00758490     0.01033637     0.00213715    -0.00056525    -0.00002816
 23     0.00254025    -0.00240801     0.00154488    -0.00091490     0.00022725    -0.00002642
 24     0.01129895    -0.00723667    -0.01064438    -0.00121981     0.00031558    -0.00008105
 25    -0.03657393     0.00388341    -0.02826077     0.00281173    -0.00176223     0.00074210
 26     0.02363692    -0.01181450     0.01420426    -0.00183678     0.00106550    -0.00045161
 27     0.00976323     0.00769096     0.01251542    -0.00131330     0.00097178    -0.00021312
 28     0.00550478    -0.02032739    -0.00292977     0.00275136    -0.00023910    -0.00051529
 29     0.00158089    -0.00330755    -0.01291165    -0.00125938     0.00019475     0.00015062
 30    -0.00767273     0.02371282     0.01328294    -0.00150629     0.00002203     0.00016996
 31    -0.01760441    -0.03337649    -0.01997597     0.00974830    -0.00566752     0.00402157
 32    -0.00306963    -0.00002723     0.00542215    -0.00329499     0.00191767    -0.00263411
 33     0.01956293     0.03278854     0.01427966    -0.00318151     0.00352944    -0.00129273
