 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24732996    -0.02943123

 Atomic coordinates:
  1    -4.14787692     5.62647402     2.18521294
  2    -3.50409772     6.42734302     0.56644279
  3    -6.09238880     5.95144211     2.07156846
  4     1.70730983    -1.55981357    -7.95208898
  5     2.75514308    -0.37954006    -6.72112141
  6    -0.05191157    -0.85615623    -8.20997325
  7    -1.13316858     1.67345833     2.88066116
  8    -1.93310816     0.02104236     2.28396616
  9    -2.46637532     2.99156699     2.68394309
 10    -2.47542801    -3.80176761    -4.07383897
 11    -0.64820955    -4.41792947    -4.02251121
 12    -2.60797886    -2.83388521    -5.61996679
 13     1.61393680    -0.56657673     6.40352150
 14     0.97108704     0.68968469     5.09632365
 15     0.06301312    -1.65648633     6.71015802
 16    -3.44972513    -2.51541745     0.71936291
 17    -5.26450975    -1.95374911     0.69134562
 18    -3.11199649    -2.98876582    -1.19943465
 19    -4.28331769    -0.08489563    -7.98966708
 20    -5.05796362     0.81500227    -6.50750330
 21    -4.78164872     0.77064104    -9.63531997
 22     6.14549304    -3.71592632    -1.26214737
 23     7.85170032    -3.39668196    -0.46750163
 24     4.85429581    -4.05288285     0.07684821
 25     0.24453677    -6.42835562     2.53021493
 26    -0.85178302    -5.05880016     1.86142593
 27     0.04881347    -7.98521791     1.42774975
 28     3.99520629     0.89644519    -4.30786091
 29     5.34327237    -0.21979926    -3.52521813
 30     3.36718183     2.01028978    -2.90990489
 31    -8.20360984    -0.67012892     0.35942643
 32    -8.68671763     0.87704523     1.32024287
 33    -9.84664733    -1.25967221    -0.41338248
 34    -2.03171238    -4.32446312     7.09159192
 35    -1.20393338    -5.35925963     5.69865275
 36    -3.89414364    -4.78530578     7.01033520
 37     9.39836880    -2.54394349     3.06017632
 38     9.69568207    -1.03886801     4.23722168
 39     7.64555849    -3.33993801     3.50846755
 40     3.47915339     7.14787510     2.41525789
 41     2.11530231     7.03002544     3.78805728
 42     4.38116876     8.77552318     2.65409157
 43    -2.05366627     6.19589362    -2.41819642
 44    -3.02795671     5.04692176    -3.63775437
 45    -0.35729406     5.28631330    -2.21167297
 46    -6.32384656     2.70539293    -4.04328676
 47    -7.66874499     4.07792744    -3.79061395
 48    -6.74965797     1.40244640    -2.59005484
 49     2.11301739     3.58980914    -0.54338667
 50     2.79956266     5.17147676     0.32332257
 51     1.06237918     2.68685043     0.83899438
 52     4.54180927    -4.01745327     3.90778266
 53     3.18166529    -5.23698919     3.21474735
 54     3.64051593    -2.73219463     5.04940480
 55     2.35935427    -5.34864606    -4.64058663
 56     3.89368172    -4.80600560    -3.52496633
 57     2.15675573    -3.91970990    -5.96004674
 58    -0.52982610     7.38617477     5.56863961
 59    -1.33604575     7.08315503     7.24863779
 60    -1.88971220     6.79226675     4.30046292

 Atomic and electronic forces:
  1    -0.05775101     0.01240694     0.00262410     0.01079016     0.00214854     0.00236598
  2     0.01515103    -0.00160524    -0.01011519    -0.00466375    -0.00128772    -0.00009692
  3     0.04005331    -0.00730407     0.00912862    -0.00565738    -0.00209683    -0.00178411
  4     0.01047014     0.01345302     0.01647087     0.00239639    -0.00097354    -0.00144160
  5    -0.02386407    -0.01550007    -0.02079345    -0.00129960     0.00038739     0.00061951
  6     0.00811714     0.00420635     0.00261746    -0.00138355     0.00056417     0.00097735
  7     0.01182134    -0.02319487    -0.00236757     0.00614332    -0.00133041     0.00127009
  8     0.00170213     0.00046163    -0.00123768    -0.00310881     0.00125459    -0.00051603
  9    -0.01352501     0.01940103    -0.00134683    -0.00398592     0.00043185    -0.00087282
 10     0.00557531    -0.01563878     0.04155147     0.00357903    -0.00287417    -0.00161867
 11    -0.00065795    -0.00693287    -0.00241030    -0.00149286     0.00109506     0.00056989
 12    -0.00909746     0.02180037    -0.03856111    -0.00179165     0.00128075     0.00110709
 13    -0.00452685    -0.00266075    -0.00399021     0.00311479    -0.00104813     0.00133052
 14     0.00315124     0.00363617     0.00022976    -0.00196021     0.00050316    -0.00067543
 15     0.00398800    -0.00646011     0.01051565    -0.00163801     0.00076976    -0.00082897
 16     0.02143333    -0.01169257    -0.03479822     0.00546603    -0.00418391     0.00012870
 17    -0.01568949     0.00312120     0.00359710    -0.00329691     0.00298627    -0.00010739
 18    -0.00166357     0.00483946     0.03237016    -0.00243108     0.00189419     0.00042388
 19     0.01051674    -0.00583507    -0.01818206     0.00373584    -0.00195780    -0.00386149
 20    -0.00628366     0.01030859     0.00392554    -0.00258392     0.00117318     0.00244479
 21     0.00099607    -0.00419826     0.01582155    -0.00151202     0.00068300     0.00203043
 22    -0.00262914     0.00334397    -0.02440146     0.00199910    -0.00084951    -0.00018592
 23    -0.00240095    -0.00104172     0.00881956    -0.00089281     0.00033250     0.00004033
 24     0.00548709     0.00157129     0.01434660    -0.00110705     0.00052824     0.00002404
 25     0.00970232    -0.01958832     0.00572257     0.00245549    -0.00207123     0.00040555
 26    -0.01471887     0.01296419    -0.01210181    -0.00157937     0.00126890    -0.00018838
 27    -0.00063615     0.00951854     0.00299917    -0.00105419     0.00103887    -0.00008385
 28     0.01471053    -0.01825157    -0.01442390     0.00279137    -0.00054504    -0.00081445
 29    -0.00378532     0.00251790    -0.00117140    -0.00121629     0.00029643     0.00027458
 30    -0.00755632     0.01329422     0.01598097    -0.00164916     0.00021683     0.00035241
 31    -0.01148925     0.00604487    -0.01136412     0.00829904    -0.01108670     0.00016967
 32     0.00347614     0.00563792     0.01076612    -0.00381322     0.00475686    -0.00133476
 33     0.00575577    -0.00861958    -0.00061632    -0.00203043     0.00553748     0.00049855
 34    -0.01515681    -0.00720785    -0.01329668     0.00277940    -0.00230443     0.00181765
 35     0.00408546     0.00232139     0.00510216    -0.00132566     0.00113963    -0.00063029
 36     0.01268541     0.00511682     0.00491587    -0.00137801     0.00148990    -0.00110458
 37    -0.01764170     0.00393110     0.01299335     0.00160212    -0.00048960     0.00019692
 38    -0.00634549    -0.01839946    -0.01197600    -0.00080767     0.00018717    -0.00014172
 39     0.02205121     0.01405393    -0.00241954    -0.00088584     0.00033096    -0.00013820
 40    -0.00451875    -0.00205025     0.00504575     0.00327782     0.00066347     0.00040864
 41     0.00320344     0.00458172    -0.00222247    -0.00186604    -0.00039823    -0.00043038
 42     0.00437393     0.00888522     0.00301774    -0.00138600    -0.00040634    -0.00018492
 43    -0.00517130    -0.02070007    -0.01526969     0.00697513     0.00144703    -0.00191400
 44     0.00463836     0.01225285     0.00963571    -0.00370391    -0.00037070     0.00162106
 45    -0.00194830     0.00783184     0.00466883    -0.00282620    -0.00029227     0.00062220
 46    -0.03301391    -0.01607278     0.04711188     0.00971826    -0.00252292    -0.00750474
 47     0.01698802    -0.00946217    -0.01085242    -0.00436999     0.00001203     0.00455994
 48     0.01774941     0.02312538    -0.03586949    -0.00492716     0.00260576     0.00282388
 49    -0.01765223    -0.01755829    -0.00345651     0.00419908    -0.00013481    -0.00028886
 50     0.00564588     0.00341513     0.00840158    -0.00193202    -0.00014741     0.00001681
 51     0.00931040     0.00724737    -0.00974548    -0.00243497     0.00025322    -0.00006596
 52    -0.00617265    -0.00663481    -0.00749951     0.00216203    -0.00104717     0.00044841
 53     0.00587694     0.01223328     0.01500602    -0.00112094     0.00068023    -0.00020157
 54    -0.00012634    -0.00486935    -0.00320049    -0.00122632     0.00052777    -0.00035586
 55     0.01805147     0.02245335     0.01581840     0.00215118    -0.00139543    -0.00075047
 56    -0.01828821    -0.01011848    -0.01765937    -0.00105976     0.00058596     0.00026134
 57     0.00590367    -0.01283227     0.00192207    -0.00114855     0.00064079     0.00051089
 58    -0.01924450    -0.00800474    -0.01381027     0.00446460     0.00131878     0.00191626
 59     0.00440907     0.00108337     0.00863103    -0.00208633    -0.00061916    -0.00130132
 60     0.01447496     0.00537398     0.00540188    -0.00301704    -0.00082883    -0.00110608
