 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.25938082    -0.02243953

 Atomic coordinates:
  1    -4.02007039     5.95482663     2.33535861
  2    -3.40634024     6.17721235     0.52280472
  3    -5.71187445     6.87678573     2.31103564
  4     1.44530010    -1.27350294    -8.48855031
  5     2.45030635    -0.11586577    -7.32235878
  6    -0.43164947    -1.00624186    -8.00314434
  7    -1.56661929     1.69367565     3.34660089
  8    -2.32064015     0.08845197     2.41965733
  9    -2.62211558     3.26398198     2.75243534
 10    -2.37845111    -4.81320522    -3.67771297
 11    -0.59019869    -5.35201315    -4.01429629
 12    -2.92513436    -3.92562785    -5.27151000
 13     1.55485910    -0.64856568     6.80498610
 14     0.58797563     0.61220552     5.71562802
 15     0.26179298    -1.85232609     7.58392296
 16    -3.64988572    -2.10893396     0.52457669
 17    -5.38353935    -1.41778969     0.14394947
 18    -3.20969874    -3.06843976    -1.07865799
 19    -3.82612533    -0.87427768    -7.40206880
 20    -4.63172876     0.27755482    -6.06470754
 21    -4.46051497    -0.25730253    -9.13185393
 22     6.48359712    -4.23908859    -1.20822301
 23     8.26755008    -3.88392972    -0.64592694
 24     5.44166808    -3.96304021     0.47905723
 25     0.02214311    -5.66148340     1.81111842
 26    -1.40887311    -4.53619352     1.23808198
 27     0.58972944    -6.38768500     0.13580819
 28     4.08496033     0.88010862    -4.39863010
 29     5.21477136    -0.43459024    -3.66699796
 30     3.33155999     1.77574815    -2.83608212
 31    -8.41366406    -0.20557032     0.03889371
 32    -9.02027461     0.77683162     1.58879913
 33    -9.97401488    -1.06594825    -0.64519332
 34    -1.71852592    -4.59100165     6.65394466
 35    -0.73192984    -5.07403875     5.10608934
 36    -3.50755119    -5.13826811     6.26730713
 37     9.11909251    -2.10985917     2.87047375
 38     9.66217712    -1.12682671     4.37019825
 39     7.32415257    -2.84480195     3.13634200
 40     3.60969909     7.57949957     2.70358863
 41     2.29103249     7.56459491     4.15356602
 42     4.15878910     9.39604249     2.57527092
 43    -2.23595969     6.05336423    -2.47702962
 44    -3.39238842     4.87851605    -3.48947421
 45    -0.63183204     5.01595567    -2.24765948
 46    -5.98678047     2.85276803    -3.85032502
 47    -7.36373729     4.19793909    -4.05484046
 48    -6.69205115     1.60787071    -2.54882554
 49     1.85221778     3.50961240    -0.23618487
 50     2.78107252     5.07320443     0.45532372
 51     0.99148128     2.82675744     1.28203185
 52     4.13114132    -3.58839417     3.44091697
 53     2.55814493    -4.53561211     2.85805022
 54     3.65462147    -2.54910978     4.99548524
 55     2.51596129    -5.62851460    -4.59985275
 56     4.06483515    -5.70855592    -3.60300062
 57     2.90698715    -4.44855304    -6.05611307
 58    -0.16507739     6.97428236     5.74584146
 59    -0.03511936     5.70382514     7.05900045
 60    -1.56698204     6.43139098     4.49941193

 Atomic and electronic forces:
  1    -0.02198828     0.00906102    -0.00617319     0.00692107     0.00205577     0.00201560
  2     0.01105540    -0.00001867    -0.00611497    -0.00333046    -0.00099549    -0.00034687
  3     0.01224401    -0.00592128     0.00827286    -0.00350589    -0.00180941    -0.00133683
  4    -0.02302854     0.00661135     0.01299148     0.00249178    -0.00069109    -0.00127918
  5     0.00140272    -0.00324303    -0.00076987    -0.00129182     0.00024201     0.00052868
  6     0.02224270    -0.00570935    -0.00775778    -0.00154587     0.00045778     0.00083547
  7    -0.02321094    -0.00979698    -0.02354519     0.00502139    -0.00048141     0.00149292
  8     0.01270020     0.03227787     0.01539370    -0.00273103     0.00066091    -0.00063750
  9     0.01180754    -0.02515368     0.01108365    -0.00302145    -0.00009111    -0.00083937
 10    -0.01980070     0.00838846     0.00903259     0.00361577    -0.00238875    -0.00095562
 11     0.01979528    -0.00612727    -0.00433614    -0.00146548     0.00090847     0.00037909
 12    -0.00235274     0.00283981    -0.00463670    -0.00190697     0.00117626     0.00079254
 13     0.00238975     0.00454343     0.00672117     0.00264044    -0.00059298     0.00125133
 14    -0.00218182    -0.00696893     0.00055110    -0.00163628     0.00024855    -0.00069472
 15     0.00288757     0.00292687    -0.00840614    -0.00132824     0.00043876    -0.00076154
 16     0.00641168    -0.00147649     0.00009641     0.00573486    -0.00271254     0.00050564
 17    -0.01191800     0.00422218     0.00592909    -0.00355212     0.00176429    -0.00023393
 18     0.00541077    -0.00551336    -0.00801024    -0.00251058     0.00135699     0.00011982
 19    -0.01246524     0.01535761    -0.00740354     0.00441643    -0.00167320    -0.00282317
 20     0.00706823    -0.00507459    -0.01042756    -0.00287140     0.00081239     0.00158417
 21     0.00794965    -0.00812041     0.02053103    -0.00190116     0.00066764     0.00168223
 22    -0.02868802     0.00545048     0.03547937     0.00182072    -0.00064150    -0.00006005
 23     0.00567524     0.00164289    -0.00153761    -0.00080273     0.00024700     0.00000357
 24     0.01857242    -0.00668375    -0.03717450    -0.00100925     0.00035897    -0.00005317
 25    -0.00401443    -0.00594262    -0.01689537     0.00281152    -0.00171015     0.00045322
 26    -0.00837270     0.00956688     0.00919259    -0.00180173     0.00104815    -0.00023535
 27     0.00591659    -0.00717269     0.00481720    -0.00129256     0.00082576    -0.00005425
 28    -0.01624439     0.01250290     0.01606484     0.00256508    -0.00028843    -0.00054104
 29     0.00953328    -0.00997142     0.00154133    -0.00114111     0.00019923     0.00018474
 30     0.00408800    -0.00247276    -0.01555494    -0.00147668     0.00009618     0.00019048
 31    -0.01252739     0.01313110     0.00710433     0.00936930    -0.00537181     0.00068199
 32     0.00881398    -0.00820308    -0.01004597    -0.00381315     0.00195887    -0.00158650
 33     0.00387042    -0.00272671    -0.00078651    -0.00300962     0.00327402     0.00003950
