 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24510000    -0.02338340

 Atomic coordinates:
  1    -4.21947583     5.61288393     2.38804061
  2    -3.52232216     6.15132238     0.70150339
  3    -6.08833831     6.07453711     2.50461025
  4     1.56758000    -1.56655908    -8.21166612
  5     2.59638391    -0.21815903    -7.31360819
  6    -0.21724145    -0.91939373    -8.32467139
  7    -1.28040759     1.47356551     2.97350191
  8    -2.16469786     0.01261529     2.09109199
  9    -2.48012195     3.01789696     2.70573444
 10    -2.27924199    -3.77554189    -3.70655574
 11    -0.51231859    -4.41818557    -4.31528337
 12    -3.04414324    -3.01285615    -5.23793181
 13     1.44946076    -0.67197898     6.83318015
 14     0.54683096     0.48393066     5.55514827
 15     0.16508910    -1.90202378     7.37846337
 16    -3.31876112    -2.59412336     0.88490882
 17    -5.13939515    -2.06570182     0.59658193
 18    -2.84058897    -3.21139341    -0.93493625
 19    -4.18266047    -0.18452484    -7.89563407
 20    -4.83529366     0.91590449    -6.52561085
 21    -5.02435268     0.27491708    -9.53652995
 22     6.24909983    -3.88012933    -1.44523708
 23     8.01159635    -3.66265924    -0.70244619
 24     5.13607799    -4.30172844    -0.01211517
 25     0.03691379    -6.35224777     2.25502032
 26    -1.29082919    -4.91387568     2.42015954
 27     0.44206522    -6.64471209     0.45302885
 28     4.11505729     0.86204615    -4.39017577
 29     5.28503745    -0.43217690    -3.62971513
 30     3.15969429     1.64357489    -2.89805104
 31    -8.31928311    -0.31039379     0.28701028
 32    -8.17282837     1.35482631     1.25450477
 33   -10.06148955    -1.02690137     0.22828328
 34    -1.87373911    -4.33239164     6.94648409
 35    -0.92576443    -5.47732638     5.77327020
 36    -3.70271434    -4.35827507     6.57380897
 37     9.24162281    -2.18327991     3.22833278
 38     9.34987687    -0.56930536     4.17248049
 39     7.43963986    -2.95383671     3.55111174
 40     3.73867680     7.27607294     2.55320170
 41     2.20264194     7.61109011     3.74784212
 42     5.02404540     8.57339821     2.70624409
 43    -2.25171003     6.23417721    -2.43324166
 44    -2.85428642     4.80989660    -3.55733032
 45    -0.32329043     5.85986897    -2.44419878
 46    -6.40815158     2.65158508    -4.23455160
 47    -7.37270783     4.30220597    -4.08704117
 48    -7.14953290     1.41028378    -3.04460945
 49     1.99307021     3.51976145    -0.69543566
 50     2.65142062     4.97485565     0.43295339
 51     0.88380418     2.44514149     0.42521330
 52     4.39688403    -3.85372551     3.99823912
 53     3.18953860    -4.98000471     3.05869149
 54     3.51489330    -2.64527746     5.19857502
 55     2.57419386    -5.60528490    -4.92964662
 56     4.18722425    -5.22097035    -3.87568866
 57     2.63839451    -4.39050289    -6.43144391
 58    -0.35156149     7.29796346     5.57271727
 59    -0.61310912     6.54999000     7.22035204
 60    -1.89366395     6.90461071     4.44913233

 Atomic and electronic forces:
  1    -0.02038684    -0.00422989     0.01851881     0.01071573     0.00142453     0.00119831
  2     0.00182997     0.00667295    -0.01699078    -0.00451238    -0.00079984     0.00037535
  3     0.01899918     0.00081989    -0.00544697    -0.00538041    -0.00157629    -0.00107205
  4    -0.00188194    -0.00148023    -0.00230685     0.00205671    -0.00090123    -0.00140863
  5     0.00186252    -0.00133435     0.00468296    -0.00111705     0.00035585     0.00064651
  6    -0.00193871     0.00028162    -0.00059753    -0.00116691     0.00052782     0.00092273
  7    -0.01623312     0.02900913    -0.00602264     0.00604093    -0.00161959     0.00069066
  8     0.00237960    -0.01075174     0.00075958    -0.00303260     0.00134153    -0.00009995
  9     0.01761668    -0.01713302     0.00839556    -0.00388468     0.00056784    -0.00041690
 10     0.03484815    -0.01615986    -0.00126607     0.00306221    -0.00248043    -0.00157520
 11    -0.02139857     0.00427439     0.01085106    -0.00125947     0.00093891     0.00061455
 12    -0.00967870     0.00910351    -0.01719570    -0.00151702     0.00121228     0.00107846
 13     0.02336316     0.03843771    -0.01839350     0.00314484    -0.00114727     0.00120118
 14     0.00683980    -0.00786014     0.00621474    -0.00201649     0.00060945    -0.00061052
 15    -0.02360851    -0.02559105     0.00980273    -0.00157177     0.00078338    -0.00073114
 16    -0.01054366    -0.00358903    -0.01758417     0.00484259    -0.00376609    -0.00050849
 17    -0.00344490     0.00132463     0.00811848    -0.00279477     0.00258916     0.00049826
 18     0.00480052     0.00364696     0.01353834    -0.00201924     0.00161869     0.00055207
 19     0.01686015    -0.02040834    -0.01980694     0.00294099    -0.00172549    -0.00324169
 20    -0.01269091     0.01696336     0.01577011    -0.00195960     0.00099131     0.00203459
 21     0.00007295     0.00075688     0.00485992    -0.00118112     0.00070492     0.00171005
 22     0.01815385     0.00484164    -0.01704042     0.00183811    -0.00082115    -0.00028650
 23    -0.00752880     0.00080896    -0.00210485    -0.00082520     0.00032761     0.00008636
 24    -0.00971408    -0.00200065     0.01887100    -0.00100410     0.00050031     0.00008598
 25    -0.01259629     0.02016844     0.02877790     0.00242199    -0.00207506     0.00012097
 26     0.01603358    -0.01719893    -0.01696330    -0.00157103     0.00130140    -0.00009696
 27    -0.00360795    -0.00104123    -0.01830672    -0.00113949     0.00097453     0.00010163
 28    -0.00316915    -0.00410813     0.00038699     0.00249131    -0.00055261    -0.00087590
 29     0.00167314    -0.00140882     0.00077191    -0.00111126     0.00030955     0.00031831
 30     0.00553188     0.00578585    -0.00450160    -0.00152660     0.00028387     0.00042574
 31     0.02240540     0.01743437    -0.00042548     0.00661127    -0.00922438    -0.00280442
 32    -0.01174663    -0.02094406    -0.00630406    -0.00375564     0.00394231     0.00058064
 33    -0.00783382     0.00382152     0.00600747    -0.00150788     0.00455027     0.00118891
 34     0.00600453     0.00425989     0.01230842     0.00293303    -0.00239356     0.00149801
 35     0.00069396    -0.00816630    -0.00541646    -0.00130719     0.00111173    -0.00047619
 36    -0.01221202    -0.00448180    -0.00541828    -0.00161321     0.00160756    -0.00092976
 37    -0.03069926    -0.02485002    -0.00593912     0.00160675    -0.00048924     0.00013698
 38    -0.00105631     0.00860660     0.00643986    -0.00083376     0.00019010    -0.00010756
 39     0.02923410     0.01462747    -0.00112936    -0.00089837     0.00033352    -0.00009654
 40    -0.04406887    -0.02591045     0.00030489     0.00317648     0.00056082     0.00022584
 41     0.02446575    -0.00267921    -0.01131889    -0.00185596    -0.00040537    -0.00029577
 42     0.01807639     0.02522410     0.00868657    -0.00132121    -0.00031937    -0.00010239
 43     0.02918512    -0.02104630    -0.00795415     0.00640450     0.00099184    -0.00240997
 44    -0.01218218     0.00548464     0.00121257    -0.00310707    -0.00002807     0.00162012
 45    -0.02081342     0.01294303     0.00981529    -0.00249224    -0.00025822     0.00079403
 46     0.00414309     0.02282639    -0.01078698     0.00670627    -0.00267963    -0.00659245
 47     0.00493686    -0.00992571    -0.00094994    -0.00320270     0.00041144     0.00392910
 48    -0.00789370    -0.01331302     0.01383314    -0.00327131     0.00228549     0.00306389
 49     0.00096626     0.01484527     0.00427252     0.00398541    -0.00028092    -0.00059977
 50     0.00014786    -0.01202271    -0.00518440    -0.00190491    -0.00005866     0.00013006
 51    -0.00005214    -0.00115545     0.00924707    -0.00233128     0.00036597     0.00019519
 52     0.02593633     0.00106197    -0.01021405     0.00216626    -0.00106459     0.00032366
 53    -0.01553571     0.00084453     0.01199881    -0.00111567     0.00067050    -0.00010916
 54    -0.01107122    -0.00193134     0.00005498    -0.00123586     0.00054631    -0.00028673
 55     0.01869628     0.01246431     0.01157500     0.00183944    -0.00123668    -0.00078579
 56    -0.01963783    -0.00431861    -0.01322784    -0.00090745     0.00052979     0.00029248
 57    -0.00178803    -0.00309209     0.00276234    -0.00092603     0.00054686     0.00048410
 58    -0.00833551     0.01732813    -0.04459512     0.00472529     0.00114272     0.00159684
 59    -0.00608479    -0.01665280     0.03232548    -0.00220027    -0.00042260    -0.00107949
 60     0.01367651     0.00011715     0.01222767    -0.00314764    -0.00073940    -0.00088348
