 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24904696    -0.02113594

 Atomic coordinates:
  1    -3.52598301     6.71706485     2.43478209
  2    -3.17446975     6.23657810     0.60067665
  3    -5.27819071     7.29273970     2.51986884
  4     1.44802105    -1.31456321    -8.34419190
  5     2.26365397     0.02909089    -7.28276513
  6    -0.41501083    -1.20815229    -7.90048826
  7    -1.17250656     1.86341869     2.94021490
  8    -1.90644247     0.19542114     2.13443308
  9    -2.19809301     3.44091663     2.45122028
 10    -1.87228926    -4.42218899    -3.18615465
 11     0.01898176    -4.64499854    -3.68238929
 12    -2.78430478    -3.73802273    -4.78213296
 13     0.60606980    -1.34042946     6.54622921
 14     0.00864936     0.13761660     5.48437721
 15    -0.85045267    -2.63292612     6.72955102
 16    -3.84320597    -2.02450695     0.71171898
 17    -5.66094176    -1.49298224     0.75653813
 18    -3.46820784    -2.91261836    -0.94348180
 19    -3.36263616    -1.59644969    -6.84831038
 20    -4.01195013    -0.25663170    -5.56770539
 21    -4.70329139    -1.83103403    -8.15636003
 22     6.34589218    -2.67600651    -1.57229800
 23     7.97233161    -1.79204184    -0.97218855
 24     5.19482607    -2.94172698    -0.03321420
 25    -0.22452917    -5.65776788     1.87094890
 26    -1.59236948    -4.27018279     1.77250873
 27    -0.13796528    -6.65157871     0.23640256
 28     3.55364783     1.12042518    -4.35993547
 29     4.23405388    -0.48566960    -3.58313748
 30     3.23718284     2.36457711    -2.91059292
 31    -8.91151089    -0.26445638     0.21841025
 32    -9.31988704     1.26199503     1.30543090
 33   -10.50501442    -0.89216124    -0.72709529
 34    -2.48614784    -5.38193659     6.66299063
 35    -1.68354650    -6.12189219     5.03200277
 36    -2.90939504    -6.94438032     7.73738587
 37     9.40035242    -3.07269208     2.90553448
 38    10.11200335    -1.97911339     4.24160571
 39     7.51376047    -3.09156575     2.97007136
 40     4.23226769     7.54695861     2.47463038
 41     2.81646688     7.24086207     3.74814158
 42     5.34904906     8.87896797     3.28079802
 43    -2.49662732     4.99723308    -2.52566966
 44    -3.42318443     3.48776007    -3.34627964
 45    -0.70144449     4.46913771    -2.30214626
 46    -6.55422165     1.56096102    -4.25419050
 47    -7.80204186     2.72111320    -5.15027856
 48    -7.36040618     0.87112876    -2.69590054
 49     2.37789868     3.69117618    -0.24101725
 50     3.46944967     5.09567720     0.47164437
 51     1.56860687     2.94478591     1.25080023
 52     4.13900128    -3.26262677     3.33590692
 53     2.62728707    -4.20526168     2.59658146
 54     3.51225317    -2.21920408     4.84271698
 55     2.93139151    -4.62533589    -4.73666944
 56     4.57408379    -4.14777412    -3.93681136
 57     2.84417082    -3.86618912    -6.50524164
 58     0.28963667     7.94940183     5.84391424
 59     0.21434052     6.93505807     7.41278199
 60    -1.31083247     7.74391018     4.81954857

 Atomic and electronic forces:
  1     0.02285778    -0.01604716    -0.00470010     0.00603178     0.00205637     0.00185959
  2     0.00160181     0.00599489    -0.00202658    -0.00314899    -0.00090496    -0.00041314
  3    -0.02491083     0.01083624     0.00070044    -0.00320337    -0.00164663    -0.00127538
  4    -0.00398671    -0.00394366    -0.01427407     0.00263008    -0.00069187    -0.00111037
  5     0.01116293     0.00795971     0.00997621    -0.00135893     0.00023157     0.00046487
  6    -0.00245374    -0.00599220    -0.00093966    -0.00162713     0.00046976     0.00071254
  7    -0.01111439    -0.01826011    -0.00837645     0.00458618    -0.00054949     0.00143061
  8     0.00286057     0.03840668     0.00926208    -0.00243035     0.00065322    -0.00066183
  9     0.00436178    -0.02055494     0.00415404    -0.00277825    -0.00001765    -0.00079768
 10     0.00146771    -0.00820238    -0.00782619     0.00363056    -0.00214438    -0.00039172
 11    -0.01517706     0.00405926    -0.00090214    -0.00149347     0.00079580     0.00019932
 12     0.01907810    -0.00353703     0.01083834    -0.00202966     0.00115286     0.00050083
 13    -0.00320413    -0.00589363     0.00875612     0.00255249    -0.00082534     0.00140213
 14    -0.00610133    -0.00172600    -0.00230118    -0.00157908     0.00036702    -0.00076578
 15     0.01241744     0.01067795    -0.00278398    -0.00129962     0.00060211    -0.00081858
 16     0.01103965     0.00865599     0.01834774     0.00529433    -0.00276124     0.00111589
 17    -0.01244103    -0.00141925    -0.00445254    -0.00316531     0.00187653    -0.00082527
 18     0.00273981    -0.00527345    -0.00812280    -0.00245038     0.00136805    -0.00017327
 19    -0.00933234     0.02061628     0.01302597     0.00457418    -0.00178696    -0.00198635
 20     0.00092965    -0.01482465    -0.01916548    -0.00286637     0.00085765     0.00102417
 21    -0.00506361     0.00079243    -0.00504291    -0.00219755     0.00103177     0.00139733
 22     0.00447619     0.01439529     0.00686095     0.00191491    -0.00053329    -0.00000063
 23    -0.01849354    -0.01536536    -0.00118865    -0.00085905     0.00018669    -0.00002222
 24     0.01482314     0.00205253    -0.00496792    -0.00104320     0.00032531    -0.00008273
 25    -0.00377827     0.00300138     0.01020007     0.00261791    -0.00166335     0.00066730
 26     0.01025689    -0.01414768    -0.01086161    -0.00167088     0.00099745    -0.00044859
 27    -0.00758609     0.01067744     0.00079692    -0.00125020     0.00086973    -0.00017659
 28    -0.00260825     0.00523007    -0.00518546     0.00271302    -0.00027582    -0.00043636
 29     0.00320365     0.00195376     0.00360613    -0.00124418     0.00023326     0.00013836
 30     0.00137550    -0.00617128     0.00014947    -0.00147600     0.00005053     0.00012636
 31    -0.01653464    -0.00024613    -0.01766782     0.00814188    -0.00640979     0.00284739
 32    -0.00429028    -0.01056710    -0.00461630    -0.00344056     0.00220054    -0.00214906
 33     0.02128869     0.01138230     0.02130595    -0.00256910     0.00354735    -0.00098334
 34     0.00155716    -0.03811107    -0.00737231     0.00224280    -0.00172222     0.00164297
 35    -0.00621252     0.01568420     0.01649877    -0.00115859     0.00088723    -0.00063445
 36     0.00404989     0.02286751    -0.00982754    -0.00088186     0.00083623    -0.00077584
 37     0.01591861    -0.00406623    -0.01403499     0.00139763    -0.00036628     0.00026904
 38    -0.00038655     0.00586006     0.00994939    -0.00066283     0.00013826    -0.00016069
 39    -0.01502061    -0.00211486     0.00787964    -0.00080672     0.00023180    -0.00017067
 40     0.00776628     0.00381737     0.01097482     0.00232412     0.00059498     0.00047656
 41    -0.00115260     0.00674885    -0.00255066    -0.00129838    -0.00033194    -0.00038376
 42    -0.00556252    -0.00660948    -0.00720438    -0.00097431    -0.00030712    -0.00023186
 43    -0.03047591    -0.01861298    -0.00470212     0.00601342     0.00100014    -0.00073825
 44     0.01023485     0.02109624     0.00883167    -0.00336482    -0.00012432     0.00064795
 45     0.01892429    -0.00230524     0.00206738    -0.00239916    -0.00025727     0.00019684
 46     0.00417578     0.01391102    -0.01990847     0.00903475    -0.00177949    -0.00300248
 47     0.00843613    -0.00839573     0.00850122    -0.00403127     0.00011849     0.00235783
 48    -0.00795292    -0.00487258     0.01410987    -0.00452674     0.00156924     0.00078667
 49     0.01435888     0.01125779    -0.03057326     0.00327826     0.00012858     0.00020399
 50     0.00344012     0.00970596     0.00116739    -0.00141792    -0.00017070    -0.00013979
 51    -0.01960304    -0.01796368     0.02598841    -0.00177457     0.00002358    -0.00028005
 52     0.01176135     0.00852927    -0.00655742     0.00207109    -0.00073363     0.00055800
 53    -0.00304882     0.00056968     0.01050845    -0.00114714     0.00050806    -0.00028732
 54    -0.00820860    -0.01089451    -0.00706161    -0.00107954     0.00033531    -0.00039209
 55    -0.02114001    -0.01516917    -0.01011008     0.00225607    -0.00100020    -0.00040094
 56     0.01609844     0.00533361     0.00702542    -0.00102908     0.00039199     0.00012627
 57     0.00147855     0.00316114     0.00491225    -0.00113140     0.00044948     0.00031881
 58     0.01094585     0.00863848    -0.00908014     0.00281587     0.00099234     0.00139134
 59    -0.00640641    -0.00805159     0.00923349    -0.00130929    -0.00036554    -0.00080772
 60    -0.00284072    -0.00453428    -0.00124378    -0.00180719    -0.00067984    -0.00084123
