 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24581296    -0.02283420

 Atomic coordinates:
  1    -3.60430135     6.63734875     2.13347610
  2    -3.38906056     6.32080009     0.19896763
  3    -5.15271794     7.76724334     2.39614907
  4     1.74663434    -1.36372350    -8.19927598
  5     2.63938399    -0.42986281    -6.78598591
  6    -0.18019791    -1.01410716    -7.91016052
  7    -1.76171047     1.49981312     2.94067093
  8    -2.92436759     0.24427880     2.02254776
  9    -2.66549681     3.16881400     2.86304303
 10    -2.26445883    -4.51299864    -3.46962278
 11    -0.40112941    -4.49583758    -3.49757293
 12    -2.79120716    -3.38238949    -4.97984162
 13     0.60927258    -1.11465193     7.00457835
 14    -0.76029881    -0.07154205     6.05807112
 15    -0.23058034    -2.59534991     7.93900548
 16    -4.09189878    -2.07473703     0.55083960
 17    -6.01304875    -1.96701758     0.66307912
 18    -3.73086854    -3.29493845    -0.93216509
 19    -3.63129504    -1.15433322    -7.39777680
 20    -4.54795921     0.10233506    -6.32441987
 21    -4.76826321    -1.47645467    -8.91772177
 22     6.33077791    -2.38907209    -1.47463965
 23     8.13654415    -2.61467665    -0.88282783
 24     5.25767469    -2.20815098     0.13059197
 25    -0.46388057    -5.47473803     2.40318553
 26    -1.65388758    -3.98725622     2.00418218
 27    -0.07483140    -6.35221483     0.74409019
 28     3.88208733     1.23827834    -4.27657864
 29     4.93058884    -0.17449802    -3.41158437
 30     3.38551883     2.35103923    -2.82520341
 31    -9.07385834    -0.40106325    -0.08960079
 32   -10.16106472     0.69675569     1.00427794
 33   -10.15716715    -1.00973463    -1.54067126
 34    -1.59270847    -5.80981156     7.48760226
 35    -1.28314736    -5.27548272     5.64873627
 36    -1.07846027    -7.67615378     7.50803404
 37     9.48258100    -3.31989208     2.81924591
 38     9.90288799    -1.63588288     3.59451341
 39     7.63531943    -3.80146342     3.15804084
 40     4.25941929     7.84188032     2.28487868
 41     3.18825820     7.72603610     3.87916676
 42     4.04495525     9.57722620     1.60113068
 43    -2.73842275     5.26646491    -2.51171708
 44    -3.96531459     4.18694600    -3.43947975
 45    -1.01919807     4.42749156    -2.82153738
 46    -6.37598453     1.88331803    -4.55894842
 47    -7.72405819     2.77921046    -5.61022378
 48    -7.08385014     1.16645244    -3.01504277
 49     2.60104337     3.24348756     0.17324048
 50     3.25393868     4.86364477     0.97135887
 51     1.40059542     2.42017329     1.48019041
 52     4.22798924    -3.06317123     3.04561816
 53     3.32940419    -4.74038854     3.02214672
 54     3.57883098    -2.04351095     4.47771115
 55     2.69603368    -4.55470222    -4.52677987
 56     4.37432491    -3.97023330    -3.92567840
 57     2.33118221    -3.81150085    -6.26268789
 58     0.68815179     7.43312498     5.66643512
 59     1.00861097     5.83882441     6.67434454
 60    -1.10810568     7.36371332     4.92749078

 Atomic and electronic forces:
  1    -0.01708513     0.00676141     0.00205972     0.00468696     0.00172541     0.00240675
  2     0.00120779     0.00365477     0.01612479    -0.00269474    -0.00092267    -0.00092133
  3     0.01767623    -0.01137140    -0.00806957    -0.00227131    -0.00133443    -0.00145888
  4    -0.04419021     0.00379839    -0.00048466     0.00305245    -0.00072395    -0.00079675
  5     0.00662177     0.01068276     0.00340095    -0.00150562     0.00025423     0.00024697
  6     0.03306063    -0.00717900    -0.00889977    -0.00196036     0.00047740     0.00052163
  7    -0.00105986     0.00231721     0.00784582     0.00393804    -0.00038995     0.00206797
  8     0.00927235    -0.00293061    -0.00108618    -0.00231750     0.00051070    -0.00117438
  9    -0.00041209     0.01030289    -0.00193867    -0.00222207    -0.00007953    -0.00122052
 10    -0.04736438     0.01680984    -0.01337724     0.00410866    -0.00238571     0.00025388
 11     0.03815307    -0.00445646    -0.00410153    -0.00171480     0.00086777    -0.00007918
 12     0.00599308    -0.01418108     0.01423707    -0.00245484     0.00123695     0.00015134
 13    -0.01689096     0.00890516    -0.00409209     0.00206173    -0.00053618     0.00151450
 14     0.02111366    -0.01929553     0.01102611    -0.00128621     0.00027018    -0.00093728
 15     0.00187885     0.01120508    -0.01122918    -0.00093092     0.00036045    -0.00079496
 16    -0.01332892    -0.01555997    -0.00570188     0.00506770    -0.00230040     0.00227811
 17     0.00384887     0.00326243    -0.00148984    -0.00287378     0.00159437    -0.00166097
 18     0.00367234     0.00970615     0.00469907    -0.00245053     0.00133594    -0.00075685
 19     0.00415351    -0.01998427    -0.02460043     0.00612207    -0.00199806    -0.00168220
 20    -0.00856758     0.01509064     0.01469638    -0.00378103     0.00085695     0.00074367
 21     0.01169697     0.00047874     0.00948215    -0.00289345     0.00120054     0.00145603
 22     0.00058176     0.00654175    -0.00742541     0.00195281    -0.00046692     0.00023208
 23    -0.00310884    -0.00149281     0.00315013    -0.00082550     0.00018992    -0.00011112
 24     0.00537304    -0.00477725    -0.00181093    -0.00104439     0.00025503    -0.00021774
 25    -0.00795402     0.00385797    -0.00377401     0.00248114    -0.00146993     0.00115970
 26     0.00930145    -0.01055303    -0.00196914    -0.00157713     0.00082904    -0.00075099
 27    -0.00405240     0.00568704     0.00417152    -0.00123970     0.00078946    -0.00042097
 28     0.01377632    -0.02770235    -0.00721541     0.00278039    -0.00018081    -0.00005002
 29    -0.00795331     0.01427595    -0.00866299    -0.00121856     0.00016713    -0.00003315
 30    -0.00465591     0.01032363     0.01555316    -0.00147602     0.00000637    -0.00009248
 31    -0.00221387    -0.00113093    -0.01403844     0.00777573    -0.00481293     0.00635603
 32    -0.00123276     0.00112647     0.00503989    -0.00264968     0.00162838    -0.00367604
 33     0.00177465    -0.00162126     0.00707472    -0.00297107     0.00312211    -0.00249142
