 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28462533    -0.01393574

 Atomic coordinates:
  1    -4.58533177     6.24289923     0.25220314
  2    -3.42719589     5.35724715    -1.02603654
  3    -5.33595811     7.75303687    -0.61127135
  4     1.64848572    -1.05651823    -8.07655208
  5     2.87691919     0.05467022    -7.06832763
  6    -0.05795705    -0.24206652    -8.11487687
  7    -0.09529833     1.02218884     3.67249906
  8    -1.48756781     0.24276145     2.62875661
  9    -0.55846499     2.82602743     4.01788073
 10    -2.88854486    -3.16135298    -3.24981013
 11    -1.33208315    -4.21397065    -3.67662642
 12    -3.19731718    -1.97159263    -4.74763472
 13     2.38516783    -1.68301628     7.21141328
 14     1.30786057    -0.59286841     6.09877699
 15     1.38092639    -3.26496931     7.52917836
 16    -3.86844429    -1.57994176     1.41103018
 17    -5.47300199    -0.50475109     1.39786656
 18    -3.61381750    -2.06136373    -0.42184115
 19    -3.51091377     0.33973429    -7.13384879
 20    -5.05778250     1.18261500    -6.35068438
 21    -3.78483220     0.41570776    -8.98073082
 22     6.40002900    -3.39652078    -1.68001959
 23     8.20200394    -3.09605632    -1.20427529
 24     5.52469073    -3.45956577     0.07543882
 25    -0.82158237    -5.61938199     2.69094301
 26    -2.16640778    -4.28727164     2.54919630
 27    -1.16071490    -6.76329508     1.16097693
 28     4.37879860     0.93384148    -4.14133455
 29     5.40828880    -0.46372691    -3.27694190
 30     4.00808368     2.18316136    -2.73881095
 31    -7.48928010     2.02012267     0.46217301
 32    -6.45375372     3.62695733     0.65135619
 33    -9.26544856     2.44144525     1.09702191
 34    -0.39099468    -6.04369834     7.68585074
 35    -0.60025511    -5.95061496     5.74810146
 36    -1.27105780    -7.54946183     8.35047337
 37     9.33784761    -2.48484879     2.79876550
 38     7.62556316    -3.23180401     3.21091158
 39     9.81143948    -1.60407403     4.31991456
 40     2.29691443     7.76176317     2.89308409
 41     0.64960206     7.17595884     3.57776620
 42     2.68190537     9.32361110     3.80700366
 43    -1.65458175     3.71474951    -2.99528928
 44    -1.90786871     2.36170553    -4.31693876
 45     0.06216228     3.34185675    -2.30854883
 46    -7.73307840     1.76091644    -4.70195621
 47    -9.61144889     1.51005675    -4.93951275
 48    -7.44144530     1.96762982    -2.79885794
 49     3.12693763     3.63845167    -0.20597700
 50     3.09304649     5.38066513     0.62548303
 51     2.79180031     2.37556530     1.16957810
 52     4.31935813    -4.01681261     2.87049601
 53     2.72046596    -5.03104318     2.42125524
 54     3.81982873    -3.01065298     4.46927824
 55     2.08624116    -4.91210384    -4.56264497
 56     3.75221610    -4.54676770    -3.58921521
 57     2.03105892    -3.80238345    -6.11999105
 58    -2.15634621     6.12268052     4.69159986
 59    -3.50464174     6.42835778     6.04033726
 60    -3.22273361     5.93630318     3.04151876

 Atomic and electronic forces:
  1    -0.00636090    -0.00576080     0.00905748     0.00657948    -0.00146462    -0.00151779
  2     0.00308926     0.00128844    -0.00542402    -0.00265453     0.00075316     0.00083135
  3     0.00258328     0.00339462    -0.00503936    -0.00309491     0.00011128     0.00104753
  4     0.01256355    -0.00227307    -0.00220977     0.00163520    -0.00093028    -0.00102335
  5    -0.00861921    -0.00522896     0.00000978    -0.00087288     0.00040737     0.00046139
  6    -0.00354013     0.00443740     0.00547723    -0.00092994     0.00053816     0.00064569
  7     0.01313054     0.00240355     0.00207084     0.00329883    -0.00169200     0.00023203
  8    -0.00795924    -0.00729209    -0.00299659    -0.00173538     0.00108686     0.00000676
  9    -0.00443167     0.00810253     0.00321244    -0.00197451     0.00078537    -0.00017689
 10    -0.00092879     0.00380683    -0.00556911     0.00220704    -0.00211107    -0.00100664
 11     0.00063579     0.00464780    -0.00227854    -0.00092624     0.00086381     0.00040396
 12     0.00437385    -0.00844562     0.00448209    -0.00115817     0.00101558     0.00068471
 13     0.01650444    -0.00280525     0.00238872     0.00201060    -0.00121588     0.00060965
 14    -0.00765012     0.01204975    -0.01026263    -0.00123422     0.00070938    -0.00029404
 15    -0.00619384    -0.01107956     0.00810468    -0.00092911     0.00069461    -0.00032536
 16    -0.01129223     0.00886251     0.01470055     0.00324131    -0.00297283    -0.00035067
 17     0.00454958    -0.00201950    -0.00115347    -0.00195097     0.00188354     0.00026764
 18     0.00541020    -0.00806461    -0.01474196    -0.00145061     0.00134661     0.00036692
 19     0.00879085     0.00350673     0.01411142     0.00236049    -0.00165406    -0.00189713
 20    -0.00612516    -0.00226672     0.00449264    -0.00139418     0.00101140     0.00121579
 21    -0.00306136    -0.00104744    -0.01789687    -0.00100161     0.00070867     0.00100077
 22    -0.01888481     0.00498065     0.01128329     0.00141984    -0.00079275    -0.00026308
 23     0.01416800     0.00015563     0.00018351    -0.00065538     0.00032764     0.00009759
 24     0.00269954    -0.00437701    -0.01529414    -0.00076946     0.00045235     0.00008128
 25     0.00114439    -0.02718693    -0.01966801     0.00179560    -0.00183277     0.00006926
 26    -0.00781123     0.01790463    -0.00042489    -0.00110109     0.00112269    -0.00002250
 27     0.00736797     0.00954601     0.01506640    -0.00080091     0.00090448     0.00005725
 28     0.01040632    -0.01570209    -0.00461441     0.00191034    -0.00073789    -0.00064556
 29    -0.00689211     0.00449188    -0.00850934    -0.00085854     0.00037475     0.00023802
 30    -0.00147135     0.00765448     0.00652192    -0.00110559     0.00036420     0.00030054
 31    -0.02284107     0.00385655     0.00690092     0.00555747    -0.00486821    -0.00173949
 32     0.00453710     0.00310400    -0.00093668    -0.00301231     0.00174828     0.00079585
 33     0.01598023    -0.00546210    -0.00400570    -0.00214594     0.00263459     0.00060975
