 Number of water molecules:
         190

 Atomic and electronic energies:
    -3.20312133    -0.12220232

 Atomic coordinates:
  1    -9.62729515    14.32971155    -8.81386657
  2   -10.01397740    15.19914891    -7.19758155
  3   -10.05002918    12.46882348    -8.66002551
  4     8.13233064     5.26846528    12.10337723
  5     9.06261470     6.96052294    11.75077520
  6     6.92969014     5.01581112    10.64823691
  7    -6.56249612     8.72043016     7.31429206
  8    -5.15156662     7.57506219     7.93820258
  9    -6.23530739     8.74691046     5.41021487
 10    15.02375901    -6.88403096    -9.35324422
 11    16.86080896    -6.97783185    -9.74217966
 12    14.93362687    -6.62858200    -7.44777693
 13     1.70492766     6.95832957    10.87418417
 14     2.28210540     6.41385992    12.60091182
 15     2.87581418     6.08726560     9.63224866
 16    -9.57455156     8.90408867    -8.52576116
 17   -10.71150807     7.54453619    -9.35902044
 18    -7.85616189     8.78149525    -9.33154262
 19     2.08635266     1.86321065   -19.26407891
 20     2.19380295    -0.05099526   -19.39800562
 21     0.57752757     2.25799149   -18.25114395
 22   -17.62429918     8.89150051     2.35373161
 23   -16.10155787     9.64204155     3.20286297
 24   -18.55122591    10.39775394     1.66948008
 25     9.03590986     6.75254227   -13.33508344
 26     7.77179704     6.08050961   -14.63668928
 27     8.23263371     6.19175844   -11.64089436
 28    -5.24813341   -11.15566212   -10.27515993
 29    -5.05778779    -9.29125635   -10.46980869
 30    -7.08394451   -11.52364946    -9.85029089
 31   -12.62426034     2.37006399     6.10024585
 32   -13.17323525     3.85012789     7.11348507
 33   -12.10530184     2.93107529     4.31649603
 34    -1.60707296     9.33271387   -14.22898928
 35    -0.08504754     8.65571833   -13.33951433
 36    -1.58786857    11.26795572   -13.94342948
 37     7.12009047     5.69091157    -8.46683849
 38     8.95065005     5.85971627    -7.82586305
 39     6.54738326     4.10694511    -7.49945964
 40     3.14497328    -5.60485520   -14.14431243
 41     1.80587368    -4.72855980   -13.06283853
 42     2.86278439    -7.50830538   -13.87648721
 43    -3.62443281     4.42687302     0.10670739
 44    -3.25974595     5.01926258    -1.70220648
 45    -4.94489269     3.00336804     0.06086141
 46     8.12328603    -0.08220039    12.44176977
 47     7.43250854    -0.35197574    10.69305942
 48     8.42655918     1.77134933    12.46706652
 49     2.75603185     7.56308373    -2.06404033
 50     3.79037778     5.97502942    -1.62668616
 51     4.12552934     8.92234197    -2.32308255
 52     5.15811753    -7.47510462    15.35742504
 53     7.00889611    -7.62333511    14.86495690
 54     4.51758814    -6.05465554    14.17647017
 55   -14.71136874    -9.86924140    -5.96878351
 56   -15.66151701   -11.00857462    -4.77474109
 57   -13.03769812   -10.70426565    -6.30722724
 58    -8.99340936     5.16162635    14.15032554
 59    -8.15017010     4.46865505    15.78676206
 60    -8.92502767     3.71370539    12.89185698
 61    10.28117869    -4.70613686     8.77601623
 62     8.65936902    -3.72410155     8.42438232
 63    11.64157131    -3.35878364     8.81253131
 64   -14.36847481    -5.10190099     9.94736784
 65   -14.78032718    -5.12550928     8.08732322
 66   -14.00736299    -3.27645606    10.40653035
 67     9.93494209   -13.02708392     3.42268566
 68     9.19186424   -14.49063976     2.34293737
 69     9.77887263   -11.41088383     2.39074028
 70     1.50354326     0.71108296    -8.18444525
 71     2.84585185     0.85508435    -6.87066425
 72    -0.12622353     1.22923677    -7.27812644
 73     0.46646320     2.08485986     1.79737975
 74     0.75447907     0.32148350     1.01275568
 75    -1.18409971     2.67274933     0.99423596
 76    -0.56753677   -13.19390281   -11.13113899
 77    -2.24002284   -12.28770415   -10.96298661
 78    -0.91862063   -15.06029567   -10.67503789
 79    -2.43707060    -2.74313889    -3.77526741
 80    -0.60888180    -2.96782275    -3.31139300
 81    -2.62944945    -0.96572837    -4.39352676
 82     1.57700698     0.47387304     6.39192965
 83     1.09098224     0.97954005     4.57985950
 84     0.17657171    -0.77825282     6.87139117
 85    -4.63461777    -3.74532243     0.63978392
 86    -5.31138968    -1.97149425     1.03287322
 87    -3.50193653    -3.54612284    -0.93433295
 88    -1.50278516    11.37945075     2.00655253
 89    -1.08251069     9.70264031     2.79872035
 90     0.20551037    12.07083433     1.54497209
 91   -15.33876174     9.51814238    -4.60323974
 92   -15.39967640     8.22366389    -3.24097488
