 Number of water molecules:
         100

 Atomic and electronic energies:
    -1.43358414    -0.10736621

 Atomic coordinates:
  1     7.82894511     1.97770934    12.70851882
  2     9.19972329     0.73781918    12.63116154
  3     7.65560165     2.77620477    11.01008879
  4    -7.25904650     7.99501285     7.03793574
  5    -5.51631357     7.76999453     7.94963712
  6    -6.71402809     9.05963020     5.53807102
  7     4.13824107     7.90750732    11.76131269
  8     3.27299093     6.85680489    13.06742838
  9     4.71032831     6.63713862    10.42765472
 10    -8.88069239     8.89442707    -8.67916844
 11    -9.49036172     7.27394327    -9.62798394
 12    -7.02709596     9.03261397    -9.37588979
 13   -12.88300858     2.26447970     5.38139649
 14   -12.77825355     4.28999739     5.30375894
 15   -13.55459016     1.78888455     3.58135688
 16     8.68223135     8.93248459   -10.22883593
 17    10.15991168     8.73570685    -9.01742843
 18     7.75978937     7.26538713   -10.00004035
 19     5.28711176    -5.76976746   -13.84238119
 20     3.65663326    -4.74367687   -13.66604492
 21     5.55816448    -6.30779283   -15.66144163
 22    -1.72643855     4.06307828     0.13514554
 23    -2.15458122     5.20768541    -1.48231174
 24    -3.41974503     3.64340078     0.99513757
 25     2.68084851    -0.12155979    12.42139534
 26     2.64369859     0.44018708    10.62015828
 27     4.43853838     0.30832842    13.07320261
 28     2.01617610     8.44122660    -5.54455519
 29     2.85628874     6.99476961    -4.54964736
 30     2.92760555    10.06905961    -5.27629052
 31    -7.69889583     5.19406470    12.90383059
 32    -7.07091503     3.42791722    12.43406317
 33    -8.09495207     5.85728937    11.18944478
 34    10.90192044    -5.50817510     8.85953238
 35     9.68635740    -4.02354106     9.24966406
 36     9.83307253    -7.05574110     9.05247356
 37     2.43797011     2.27910673    -9.95010131
 38     4.05910982     3.14050614    -9.26020254
 39     1.97756771     1.10609777    -8.54315220
 40     0.58377630     0.09442300     1.99700510
 41     2.14920841    -0.53606962     1.04206987
 42     0.05835257     1.78824251     1.13616712
 43    -2.45525137    -2.62056343    -4.52595197
 44    -0.56697749    -2.67951935    -4.84273367
 45    -3.04623657    -0.84865558    -4.91981279
 46     2.45387661     0.63888055     6.81777117
 47     1.86167095     0.67529181     5.04219419
 48     1.96067704    -1.05553400     7.52226287
 49    -2.59851160    -3.51495312     0.64012974
 50    -1.85216978    -2.06825721     1.58787592
 51    -2.44673957    -2.94462395    -1.20356837
 52    -1.63581815    12.00640322     3.45855812
 53    -0.69258941    10.39077659     3.76476949
 54    -1.40205993    13.11536990     4.95068808
 55    -7.60442874     2.24890214     6.45502118
 56    -6.91849091     2.18059904     8.20456213
 57    -9.27030700     3.15644168     6.63663170
 58   -13.86924335     0.40415310     0.84630169
 59   -13.22839508    -1.18121171     1.68773789
 60   -14.74325535     0.02709729    -0.82840513
 61    -5.30641105     4.45360654   -10.98306948
 62    -7.17107395     4.77306721   -10.62513198
 63    -4.72516935     6.16856443   -11.45595867
 64    11.89623849     7.73781774    -6.27793842
 65    11.70601570     5.91094740    -6.16702091
 66    13.78696016     8.14153783    -6.27113075
 67    -5.80931228    -8.67824464     6.49144129
 68    -6.13858834    -7.91456548     4.71834067
 69    -5.08615753    -7.38396746     7.64798118
 70    -7.32911269    -5.40016939    -9.77248259
 71    -7.48163020    -3.89790317   -10.86063912
 72    -5.44195596    -5.52638237    -9.55431408
 73     7.89335326    -7.53814985     1.45334777
 74     9.47315422    -7.18927859     2.52918329
 75     6.32703645    -7.50681393     2.56816970
 76    14.10703824    -2.29360573     3.19517528
 77    12.50006318    -1.90213813     4.06028015
 78    15.35138103    -1.13448358     4.03934247
 79    -2.26009942     7.37838078     8.80259779
 80    -1.16883264     8.91389826     9.17098805
 81    -1.77646817     5.99660748    10.04353618
 82     4.65514219    11.57664814   -12.11209483
 83     6.09944592    10.56840353   -11.18645369
 84     5.26539143    11.71604878   -13.87342074
 85    -4.07848303     2.10084069    -6.33934629
 86    -3.45559623     3.73867399    -5.55472001
 87    -4.06688938     2.65766845    -8.22853552
 88     1.05708395   -12.05718512    10.41461102
 89    -0.76179686   -12.16979657    10.32455891
 90     1.53186242   -12.45628144     8.60978193
 91     8.66591818     5.54609934     3.99895535
 92     7.33374330     6.76451090     3.30399046
 93    10.02862769     5.37922015     2.60647429
 94     8.59130995    -8.92225437    -3.18036722
