 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28259273    -0.01681587

 Atomic coordinates:
  1    -4.67404836     6.37395050    -0.25600556
  2    -3.60159630     5.56054694    -1.66396432
  3    -5.44970068     7.97799730    -0.96383041
  4     1.57505723    -0.93822540    -8.15599604
  5     2.68901985     0.16668488    -7.10910756
  6    -0.21827661    -0.35903833    -7.82708190
  7     0.30590702     1.34655641     3.95298076
  8    -1.12989335     0.38214633     3.02035896
  9    -0.44207754     3.10145529     4.18234994
 10    -2.48619613    -3.61403089    -3.05336183
 11    -0.90718727    -4.49219351    -3.77446820
 12    -2.87611698    -2.13085491    -4.20984924
 13     2.08667450    -2.28967607     7.41323263
 14     1.27343682    -0.74322743     6.69154902
 15     0.67065138    -3.55606894     7.85754583
 16    -3.25948877    -1.59987623     1.57679606
 17    -4.64546543    -0.31218929     1.28043260
 18    -3.06665035    -2.63194051    -0.04091205
 19    -3.34271187    -0.13631025    -6.80041503
 20    -4.62871821     0.78906473    -5.72322332
 21    -4.33153494    -0.80978554    -8.29564479
 22     6.00643323    -3.19692772    -1.94209338
 23     7.69803974    -2.45283087    -1.54200110
 24     5.22853621    -3.53461175    -0.17254634
 25    -0.69176827    -6.03391434     2.38918693
 26    -1.77052429    -4.44224340     2.37622322
 27    -1.09781176    -6.92064715     0.75297247
 28     4.49920353     1.20504371    -4.44347703
 29     5.15862310    -0.41688949    -3.69656375
 30     4.14353696     2.26929286    -2.88047567
 31    -6.82294821     2.01286397     0.95372709
 32    -6.07126977     3.74639854     0.43757451
 33    -8.06566234     2.34338323     2.39054151
 34    -1.37962573    -6.13835980     7.64998562
 35    -1.05720112    -6.25492338     5.81429522
 36    -2.37022045    -7.68547322     8.06047104
 37     8.74029663    -1.65205980     2.53470266
 38     7.12812235    -2.72499601     2.63159774
 39     8.82688284    -0.69307322     4.14428925
 40     2.61436981     7.80584809     3.15041301
 41     0.85872539     7.03514317     3.55997761
 42     2.46629858     9.68257780     3.33381719
 43    -1.57602520     3.62509828    -3.13367525
 44    -1.69987541     2.61873322    -4.76803688
 45     0.20397446     3.46567266    -2.58641680
 46    -7.47779561     2.00217688    -4.13526262
 47    -8.99170844     3.11727173    -4.16294128
 48    -7.12080170     1.44073564    -2.26079567
 49     2.94608751     3.90647617    -0.11512802
 50     3.12780151     5.55740109     0.80142942
 51     2.50656089     2.63801366     1.28181628
 52     4.01519061    -3.92868901     2.99980386
 53     2.50752170    -5.03024305     2.55795615
 54     3.58243026    -3.17996918     4.67647024
 55     1.99924181    -5.11338262    -4.95787190
 56     3.49218492    -4.68855634    -3.84113441
 57     1.92439400    -3.81901813    -6.34447425
 58    -2.25739367     5.89386313     4.23281175
 59    -3.47351808     6.38864445     5.62818433
 60    -3.26629175     6.00718707     2.59825445

 Atomic and electronic forces:
  1    -0.00960020     0.00830849    -0.00128926     0.00667640    -0.00346542    -0.00281290
  2     0.00248784     0.00083763     0.00324134    -0.00265796     0.00149678     0.00136814
  3     0.00701137    -0.00718084    -0.00079684    -0.00300168     0.00085403     0.00173908
  4    -0.01206085    -0.01020255    -0.00895693     0.00148688    -0.00120405    -0.00119453
  5     0.01636109     0.01000873     0.01091661    -0.00084702     0.00056956     0.00056818
  6    -0.00189705    -0.00288997    -0.00106046    -0.00083056     0.00073737     0.00073966
  7    -0.02384391    -0.00358666    -0.01353845     0.00345788    -0.00239171     0.00017170
  8     0.01987659     0.00017034     0.00964726    -0.00169726     0.00148188     0.00005853
  9     0.00323206     0.00206041     0.00423632    -0.00220719     0.00127994    -0.00013836
 10     0.00113085    -0.00344584     0.00732958     0.00163217    -0.00234698    -0.00101687
 11    -0.00481140     0.00536496     0.00004883    -0.00071932     0.00094791     0.00042995
 12     0.00461625    -0.00642674    -0.00503725    -0.00091279     0.00122025     0.00069928
 13    -0.00451634    -0.01848078     0.01080275     0.00193960    -0.00169728     0.00063801
 14    -0.00541026     0.01034237    -0.00766398    -0.00123274     0.00099327    -0.00034203
 15     0.01159677     0.00907436    -0.00294949    -0.00087698     0.00095092    -0.00035861
 16     0.00771052    -0.00613759     0.00854974     0.00264471    -0.00348266    -0.00053422
 17    -0.00599033     0.00210518    -0.00328717    -0.00157038     0.00218565     0.00046950
 18    -0.00222112     0.00626271    -0.00818436    -0.00107738     0.00151989     0.00038091
 19    -0.00277380     0.00282617    -0.00336061     0.00183100    -0.00217619    -0.00197462
 20    -0.00983002     0.00357559     0.00150161    -0.00107896     0.00138662     0.00122375
 21     0.00422483     0.00074863     0.00336538    -0.00070232     0.00100932     0.00100473
 22    -0.02159387    -0.00379574     0.01994801     0.00144181    -0.00105727    -0.00038162
 23     0.01257246     0.00228756     0.00172167    -0.00070688     0.00044518     0.00015570
 24     0.00518350     0.00134864    -0.01987455    -0.00076245     0.00060001     0.00013321
 25    -0.00386443    -0.00301300    -0.00089317     0.00142905    -0.00205410    -0.00006643
 26     0.00160155     0.00402444     0.00202078    -0.00088832     0.00126360     0.00005995
 27     0.00205395    -0.00154898    -0.00014368    -0.00062643     0.00098872     0.00012368
 28    -0.00764813     0.00675264     0.00905045     0.00195059    -0.00104220    -0.00085419
 29     0.00478930    -0.01130949    -0.00256069    -0.00087321     0.00053024     0.00033132
 30     0.00043253     0.00662637    -0.00402875    -0.00116380     0.00056149     0.00040938
 31    -0.00783730     0.01065371     0.00693892     0.00411984    -0.00628071    -0.00217628
 32    -0.00309305    -0.01045336     0.00611097    -0.00252310     0.00263251     0.00126608
 33     0.00979604    -0.00268969    -0.01066920    -0.00154131     0.00346579     0.00057289
