 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27996115    -0.01806654

 Atomic coordinates:
  1    -4.94742707     6.22771912     0.56177457
  2    -3.84321750     5.80855006    -0.93423468
  3    -5.30689051     8.08201708     0.34980302
  4     1.45304887    -1.18586649    -8.17053923
  5     2.70870019    -0.27770352    -7.01824680
  6    -0.30746183    -0.61264608    -7.57852786
  7    -0.10751486     1.18516457     3.99468050
  8    -1.56064392     0.17030726     3.06383738
  9    -0.74297663     2.98937721     4.29257049
 10    -2.46177580    -3.93133369    -3.22773740
 11    -0.80056835    -4.70542031    -3.71893314
 12    -2.95241489    -2.85182831    -4.71689136
 13     2.78494587    -1.77965155     7.19047333
 14     1.93814275    -0.30872723     6.27722276
 15     1.35671478    -2.84772231     7.92338234
 16    -3.57288554    -1.41551865     1.13442169
 17    -5.04506519    -0.23003963     0.83983429
 18    -3.26790592    -2.24916406    -0.56698891
 19    -3.61977275    -0.01132657    -6.99400553
 20    -4.99910797     0.85832230    -5.95967179
 21    -3.88042722     0.53907077    -8.80925320
 22     6.55898767    -4.19093065    -1.54781960
 23     8.28869846    -3.64614334    -0.98300913
 24     5.57623843    -4.27262101     0.19607075
 25    -0.34207256    -5.48350044     1.74414847
 26    -1.65185369    -4.09918309     1.50053381
 27    -0.08509317    -6.09188095    -0.05468223
 28     4.43791473     0.50716793    -4.19579593
 29     5.46995458    -0.92807290    -3.50787458
 30     3.82877617     1.45986601    -2.60545607
 31    -7.58560385     1.74946350     0.82383620
 32    -6.87635173     3.54454977     0.96205602
 33    -9.13240381     1.54723053     2.00235959
 34    -1.16975712    -5.04250156     6.89365509
 35    -0.61204984    -5.24505202     5.09307866
 36    -2.97901839    -5.62789821     6.91992523
 37     8.81098446    -1.49092834     2.55212839
 38     7.31978014    -2.65795257     3.05412047
 39     8.62124095     0.14110061     3.48950998
 40     2.30130650     7.64514391     2.95298744
 41     0.68354928     7.00613910     3.84659627
 42     2.42795962     9.50588989     3.33506120
 43    -1.48519011     4.96902581    -2.93794121
 44    -1.39085956     4.64378958    -4.79566958
 45     0.02558831     4.06120972    -2.18635468
 46    -7.38490170     2.29214746    -4.33230623
 47    -8.17277981     4.04350267    -4.28030269
 48    -7.30268420     1.71847374    -2.48426950
 49     2.49969651     3.23104084     0.01628407
 50     2.88091060     5.03510388     0.59877396
 51     1.84314644     2.38617287     1.58144397
 52     4.31412637    -4.30364334     3.01668850
 53     2.54200953    -4.89529242     2.52755002
 54     4.15478639    -3.54886791     4.79836312
 55     2.20072876    -5.47944692    -4.39510904
 56     3.80962150    -5.60980401    -3.47163558
 57     2.58167760    -4.45355809    -5.96990527
 58    -1.98392740     5.81958676     4.76512973
 59    -2.91839703     6.55934884     6.23198279
 60    -3.17881400     5.95736603     3.21528857

 Atomic and electronic forces:
  1    -0.01391288     0.01047524     0.01306478     0.00499943    -0.00561793    -0.00291115
  2     0.01653528    -0.01079793    -0.01270115    -0.00226706     0.00220277     0.00151563
  3    -0.00243551     0.00152645     0.00153610    -0.00231017     0.00186609     0.00165344
  4    -0.01220302     0.00949671     0.01200845     0.00122570    -0.00135701    -0.00122669
  5    -0.00072359    -0.00389372    -0.00131327    -0.00072392     0.00066920     0.00058694
  6     0.01358853    -0.00812668    -0.00653535    -0.00066792     0.00083675     0.00073953
  7    -0.02418477    -0.01650996    -0.01681581     0.00308122    -0.00313482    -0.00002688
  8     0.02860665     0.02050255     0.01790507    -0.00137515     0.00176520     0.00015699
  9    -0.00332583    -0.00650227     0.00133833    -0.00199140     0.00180281    -0.00002568
 10    -0.01708094     0.00987752     0.00941585     0.00113174    -0.00227716    -0.00100391
 11     0.01815768    -0.00846779    -0.00540491    -0.00054316     0.00095001     0.00042599
 12    -0.00345418     0.00393521    -0.00575088    -0.00057348     0.00115365     0.00065404
 13     0.00205117     0.00483054     0.00482994     0.00184469    -0.00190414     0.00050542
 14    -0.00130568    -0.00556123    -0.00073653    -0.00115849     0.00113652    -0.00023265
 15     0.00253906     0.00072775    -0.00633952    -0.00082823     0.00103505    -0.00031328
 16     0.00714903     0.00012459     0.00399878     0.00194204    -0.00364274    -0.00081025
 17    -0.00817095     0.00277302     0.00306366    -0.00103121     0.00222712     0.00060936
 18     0.00104271    -0.00446773    -0.00863020    -0.00080265     0.00156122     0.00049416
 19     0.00423216     0.00421089    -0.00562481     0.00126810    -0.00231029    -0.00198034
 20    -0.00285576    -0.00113209    -0.00031624    -0.00068098     0.00145659     0.00120677
 21    -0.00076663    -0.00425058     0.00722670    -0.00054219     0.00099351     0.00105534
 22    -0.02439456    -0.00066058     0.03351053     0.00121521    -0.00114721    -0.00037388
 23     0.00754947     0.00267037    -0.00224638    -0.00060876     0.00050163     0.00015057
 24     0.01457083    -0.00110646    -0.03403982    -0.00065022     0.00065596     0.00014093
 25    -0.00470364    -0.00009801    -0.01196124     0.00122095    -0.00210681    -0.00024478
 26    -0.00171618     0.00378573     0.00846781    -0.00071257     0.00128665     0.00019165
 27     0.00278778    -0.00536096     0.00409163    -0.00054656     0.00095831     0.00020277
 28    -0.01129347     0.01232814     0.01607353     0.00175730    -0.00133731    -0.00092683
 29     0.00519199    -0.00838659     0.00058213    -0.00077748     0.00062297     0.00035197
 30     0.00423256    -0.00435915    -0.01412148    -0.00107094     0.00078218     0.00047008
 31    -0.02006934    -0.00080723     0.01204266     0.00190078    -0.00616477    -0.00210524
 32    -0.00318865    -0.00446949     0.00386763    -0.00134329     0.00309848     0.00114822
 33     0.02512966     0.00725416    -0.01672220    -0.00028233     0.00318051     0.00066938
