 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27100382    -0.01737727

 Atomic coordinates:
  1    -4.99601314     6.00138161     0.78550135
  2    -3.77974105     5.88236161    -0.68064839
  3    -5.95954004     7.61003402     0.55161960
  4     1.46574081    -1.47091619    -7.98695504
  5     2.73337045    -0.34954725    -7.08512433
  6    -0.22674230    -0.59836074    -7.84520060
  7    -0.06404527     1.19527652     3.76522888
  8    -1.53934799     0.28198066     2.97789292
  9    -0.75975257     3.00664530     4.14234412
 10    -2.31284351    -3.14820115    -3.26253260
 11    -0.65635799    -3.99140647    -3.89909715
 12    -2.97375185    -2.23517493    -4.77083951
 13     2.50691249    -1.66427163     7.18567611
 14     1.68485570    -0.32631748     6.04143969
 15     1.09816728    -2.77894695     7.72586942
 16    -3.25714743    -1.80116080     1.35933554
 17    -4.96764592    -0.91694432     1.18275747
 18    -2.92955525    -2.41499126    -0.48754164
 19    -3.65802913     0.58595230    -7.35517576
 20    -5.05257788     1.23816963    -6.26271776
 21    -4.21243109     0.69425755    -9.16005460
 22     6.40459179    -4.05092506    -1.72959571
 23     8.15326526    -3.43185827    -1.25138314
 24     5.60380495    -4.52195563    -0.07975732
 25    -0.32374640    -6.01360881     2.04408482
 26    -1.47753228    -4.45512676     2.34637892
 27    -0.01511980    -6.20523362     0.20244413
 28     4.42321414     0.65144659    -4.29215334
 29     5.47185053    -0.80710515    -3.64867559
 30     3.65712546     1.45933319    -2.70855673
 31    -7.57173884     1.53398303     1.05291348
 32    -6.47358161     3.13582636     0.74336418
 33    -9.11155423     1.95550965     2.07766234
 34    -1.39985390    -4.75390117     7.19536763
 35    -0.76360926    -5.55074540     5.57483418
 36    -3.25762213    -4.82809188     7.24815436
 37     8.88979811    -1.48549273     2.94952518
 38     7.46775541    -2.76886247     3.07238869
 39     8.57411739    -0.01848801     4.07052134
 40     2.53385345     7.39667483     2.68921611
 41     0.77547989     7.17260351     3.52932165
 42     3.33558439     8.98276738     3.19894131
 43    -1.65753578     5.19724498    -2.99290569
 44    -1.60142675     4.12678412    -4.58122022
 45     0.19852250     4.97451613    -2.39766765
 46    -7.62324638     2.18559512    -4.58495074
 47    -8.45238534     3.89987120    -4.67739247
 48    -7.92407797     1.47183141    -2.87753270
 49     2.50960348     3.17746829    -0.42923492
 50     2.67528214     4.87680779     0.51641875
 51     1.80813523     1.95338653     0.86452010
 52     4.60083488    -4.50982559     3.36819588
 53     3.09115495    -5.31444707     2.53074899
 54     4.05965127    -3.60211590     4.94975427
 55     2.24224686    -5.49976533    -4.64851792
 56     3.97274080    -5.30378985    -3.76385547
 57     2.34890889    -4.42901264    -6.25252593
 58    -1.97865383     5.82385963     4.84236991
 59    -2.88082098     6.49092725     6.31179905
 60    -3.18020257     5.92159184     3.27970335

 Atomic and electronic forces:
  1    -0.01041941    -0.00147397     0.01365178     0.00683477    -0.00543671    -0.00188235
  2     0.01323912    -0.00416310    -0.01538580    -0.00298312     0.00200157     0.00122852
  3    -0.00248902     0.00617131    -0.00248653    -0.00315578     0.00184827     0.00114475
  4    -0.00359245    -0.00048121    -0.00291210     0.00139638    -0.00131160    -0.00112814
  5     0.00246791     0.00012514     0.00483228    -0.00079662     0.00061681     0.00053654
  6    -0.00059046    -0.00054365    -0.00028048    -0.00078084     0.00078528     0.00070948
  7    -0.00107254     0.03956888     0.01021715     0.00323997    -0.00270392     0.00022720
  8    -0.00563955    -0.01576636    -0.00706337    -0.00154773     0.00161903     0.00000181
  9     0.01353553    -0.02348593     0.00035220    -0.00208816     0.00151651    -0.00021564
 10     0.02523078    -0.01576430    -0.00233630     0.00157144    -0.00238157    -0.00099824
 11    -0.01534519     0.00468467     0.00916656    -0.00070401     0.00096093     0.00042062
 12    -0.00682089     0.00899999    -0.01222628    -0.00079510     0.00121570     0.00067668
 13     0.02198734     0.02687986    -0.01364188     0.00190008    -0.00168709     0.00063552
 14     0.00432593    -0.00688338     0.00433111    -0.00118902     0.00099959    -0.00030011
 15    -0.02034123    -0.01723490     0.00728509    -0.00087150     0.00093960    -0.00036604
 16    -0.01805628     0.00128019    -0.01584886     0.00225264    -0.00340066    -0.00042162
 17     0.00435826    -0.00157480     0.00696110    -0.00120738     0.00214849     0.00032343
 18     0.00417650     0.00250063     0.01182394    -0.00098198     0.00150307     0.00036777
 19     0.02801780    -0.00983951    -0.00748899     0.00174967    -0.00229346    -0.00213880
 20    -0.02061969     0.00677065     0.01021866    -0.00098427     0.00148717     0.00130890
 21    -0.00399718     0.00046529    -0.00193300    -0.00070551     0.00098803     0.00111382
 22     0.00864548     0.00620247    -0.00849613     0.00129059    -0.00106407    -0.00031001
 23    -0.00322245    -0.00106615    -0.00208335    -0.00063438     0.00045479     0.00012277
 24    -0.00432275    -0.00208534     0.01173477    -0.00066341     0.00059227     0.00010247
 25    -0.00754505     0.01649194     0.02740167     0.00130320    -0.00196566    -0.00006875
 26     0.01158815    -0.01516100    -0.01599716    -0.00079870     0.00121091     0.00003213
 27    -0.00416614     0.00080192    -0.01583582    -0.00062494     0.00092862     0.00013225
 28    -0.00041385    -0.00491185    -0.00029030     0.00187622    -0.00118159    -0.00081003
 29     0.00038739    -0.00135594    -0.00009356    -0.00082103     0.00055534     0.00030219
 30     0.00258623     0.00528452    -0.00388540    -0.00113201     0.00069357     0.00039782
 31     0.01591903     0.00853403    -0.01321895     0.00285560    -0.00670473    -0.00131658
 32    -0.01719561    -0.01457306     0.01172111    -0.00203674     0.00315706     0.00079079
 33     0.00361923     0.00491393     0.00076520    -0.00074683     0.00360936     0.00027511
