 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27710470    -0.01711617

 Atomic coordinates:
  1    -4.33026344     6.26788776    -0.18997288
  2    -3.27237247     5.32593245    -1.53083713
  3    -4.92039108     7.84317535    -0.97452326
  4     1.41357859    -1.03796068    -7.66670090
  5     2.57983978     0.09173556    -6.53996303
  6    -0.35087943    -0.44088114    -7.20771611
  7     0.15372633     1.40890911     3.39447712
  8    -1.28017823     0.25903382     2.89509998
  9    -0.74730800     3.05509078     3.85271203
 10    -2.47945863    -3.95901898    -2.91283331
 11    -0.66287841    -4.37928966    -3.36256356
 12    -3.31427633    -3.24370540    -4.51473821
 13     2.19029912    -1.95023038     6.93735215
 14     1.32250662    -0.75380548     5.77381433
 15     0.85217413    -3.19143562     7.41503665
 16    -3.67103442    -1.51157714     1.35853368
 17    -5.21784715    -0.26894366     1.30944082
 18    -3.29493437    -2.06848797    -0.44643446
 19    -3.27630309     0.31210603    -6.63416421
 20    -4.93250389     0.90729078    -5.85412233
 21    -3.63464778     0.13614765    -8.52884801
 22     6.00807293    -3.07998644    -1.80387124
 23     7.80271611    -2.45957243    -1.33214128
 24     5.35840007    -3.64163300    -0.11760773
 25    -0.66055711    -5.80036078     2.26786594
 26    -2.03247345    -4.42974689     2.29623615
 27    -0.83328116    -6.65789485     0.63402560
 28     4.20150782     1.15225319    -4.19108456
 29     4.83649144    -0.48043496    -3.40001959
 30     4.11474978     2.43751781    -2.72553236
 31    -7.14080210     2.27842057     0.87799690
 32    -6.08633556     3.84136331     0.95388872
 33    -8.70190835     2.68836000     1.94465427
 34    -1.22666605    -5.99636828     7.23525596
 35    -0.93456911    -6.40376742     5.34754745
 36    -3.01946557    -6.26843762     7.54641176
 37     8.97961917    -1.65097698     2.52580674
 38     7.33275857    -2.66498777     2.85373564
 39     9.18622680    -0.53273311     4.01468719
 40     2.53316732     7.80756172     3.42863386
 41     0.74633122     7.16672410     3.64486823
 42     3.12717815     8.72916318     4.99078590
 43    -1.56774764     3.22655431    -3.08322533
 44    -2.08528866     2.05115025    -4.47681822
 45     0.37082359     3.10643991    -2.72605130
 46    -7.59280511     1.79587144    -4.21071704
 47    -9.33283749     2.59485885    -4.38293843
 48    -7.14704790     1.88646214    -2.29237631
 49     3.09661106     3.67456284    -0.06386932
 50     3.57757965     5.17468129     1.03223000
 51     2.16741116     2.45610600     1.11895969
 52     4.32159470    -4.01487584     2.85888067
 53     2.72852241    -4.98537684     2.54806848
 54     3.83674340    -3.08866159     4.49740742
 55     2.15760443    -5.29604394    -4.71216050
 56     3.73571650    -4.78904203    -3.76137106
 57     2.06525478    -4.01004045    -6.14363549
 58    -2.28913291     5.89820948     4.41124119
 59    -3.68919725     6.13445511     5.67824859
 60    -3.03828734     6.36226089     2.70476097

 Atomic and electronic forces:
  1     0.00546842    -0.01198175     0.01066245     0.00671939    -0.00154839    -0.00330628
  2     0.00078968    -0.00175724     0.00424916    -0.00261482     0.00079729     0.00144643
  3    -0.00508947     0.02040737    -0.01376122    -0.00305463     0.00005612     0.00184079
  4     0.01411860     0.01205804     0.01296758     0.00158980    -0.00100945    -0.00125511
  5    -0.00591483    -0.01504035    -0.01324767    -0.00088866     0.00045586     0.00058690
  6    -0.00346421    -0.00236081    -0.00243425    -0.00091351     0.00061854     0.00078016
  7    -0.00571645     0.00725249     0.00894928     0.00396837    -0.00196071    -0.00033644
  8    -0.00508809    -0.01198366    -0.00958347    -0.00198998     0.00131431     0.00028563
  9     0.00780783     0.00088365     0.00129170    -0.00250980     0.00097659     0.00015252
 10    -0.01769509     0.01261696    -0.01269509     0.00189684    -0.00218161    -0.00123567
 11     0.00495414    -0.00491827    -0.00677278    -0.00086237     0.00087927     0.00051072
 12     0.01328354    -0.00806117     0.01568362    -0.00092014     0.00108046     0.00078808
 13     0.01204465     0.00057898     0.00391643     0.00241106    -0.00160029     0.00047614
 14    -0.00316493     0.01979692    -0.01220710    -0.00148373     0.00091079    -0.00016403
 15    -0.00767003    -0.01813286     0.00923205    -0.00115030     0.00095252    -0.00029752
 16    -0.02350233     0.02186743     0.01560484     0.00339200    -0.00348189    -0.00115911
 17     0.02650869    -0.02070015    -0.00647576    -0.00201850     0.00219198     0.00087293
 18    -0.00195341    -0.00311892    -0.00369589    -0.00141535     0.00147672     0.00068328
 19    -0.00879938    -0.00787168    -0.02663094     0.00214873    -0.00172789    -0.00220669
 20    -0.00781011     0.00116318     0.00435717    -0.00121710     0.00110001     0.00139868
 21     0.00306328     0.00160190     0.01571335    -0.00086220     0.00073949     0.00109554
 22     0.03259930     0.01367429    -0.01177669     0.00154409    -0.00090768    -0.00046482
 23    -0.01937519    -0.00609626    -0.00944850    -0.00073291     0.00036990     0.00018372
 24    -0.01399713    -0.00686963     0.01756414    -0.00081472     0.00052200     0.00018013
 25    -0.00562651     0.01573038     0.02466438     0.00183836    -0.00210415    -0.00027162
 26     0.00852334    -0.00291909    -0.00515402    -0.00113673     0.00131373     0.00020356
 27    -0.00276770    -0.01204470    -0.02720354    -0.00080195     0.00099241     0.00022570
 28    -0.00215840     0.00938368     0.00324429     0.00199031    -0.00079606    -0.00093018
 29     0.00362154    -0.00136536     0.00203968    -0.00091470     0.00043703     0.00037437
 30     0.00079141    -0.00892975    -0.00554550    -0.00116238     0.00037900     0.00044919
 31    -0.03492339    -0.01498254     0.01799785     0.00545546    -0.00557412    -0.00365352
 32     0.01853391     0.01818807    -0.00715318    -0.00313096     0.00195843     0.00172260
 33     0.01287230    -0.00833948    -0.01024280    -0.00194075     0.00305555     0.00143826
