 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28383010    -0.01418808

 Atomic coordinates:
  1    -4.43835738     6.31288731    -0.25453302
  2    -3.27876770     5.04600493    -1.17299611
  3    -4.58579103     7.74964640    -1.44530276
  4     1.40503477    -1.11076333    -7.86652969
  5     2.46087814     0.00310389    -6.65524176
  6    -0.41934165    -0.64784277    -7.50423233
  7     0.10858859     1.49733110     3.73960628
  8    -1.18142077     0.34774526     2.88341395
  9    -0.70086779     3.25353225     3.84442458
 10    -2.57397742    -4.01260467    -3.01610963
 11    -0.83912802    -4.64070551    -3.43184234
 12    -3.17691880    -2.92970154    -4.52586961
 13     2.26785886    -2.04066897     6.99331199
 14     1.50145552    -0.58889182     6.04532438
 15     0.90900764    -3.25860927     7.64619489
 16    -3.42554775    -1.32874294     1.36277386
 17    -4.79943239    -0.00188199     1.06590643
 18    -3.22231159    -2.17174439    -0.35397292
 19    -3.53352707     0.13793072    -6.75224131
 20    -4.92993106     0.72691115    -5.49585807
 21    -4.42021272     0.04787522    -8.46766620
 22     6.14062570    -2.91229829    -1.82705729
 23     7.82259026    -2.70471454    -0.89119239
 24     4.99775526    -3.23091086    -0.32148788
 25    -0.75481037    -5.78917334     2.16511047
 26    -1.46977484    -4.01308166     2.41881823
 27    -1.22821922    -6.38143933     0.40704386
 28     4.29014819     1.15232530    -4.22134368
 29     5.17817600    -0.40665599    -3.59478944
 30     4.16351809     2.19628556    -2.66483615
 31    -7.36540859     2.22447371     0.69843496
 32    -6.65934905     3.96482427     0.46369833
 33    -8.71689144     2.34805753     2.09971345
 34    -1.20694806    -5.98376064     7.35928632
 35    -0.66800721    -6.23124383     5.51517657
 36    -2.85151886    -6.85037924     7.46267584
 37     9.01474048    -1.81803438     2.50003905
 38     7.45285172    -2.83380069     2.76721970
 39     9.15252300    -0.76236189     4.07189345
 40     2.51409088     7.64455113     3.41742137
 41     0.63813050     7.24698909     3.80866910
 42     3.35432111     8.01631675     5.12225058
 43    -1.49017658     3.23429999    -2.69062983
 44    -1.60283599     2.21159852    -4.19962967
 45     0.37194339     3.26660469    -2.24098188
 46    -7.45620736     1.78671408    -4.19062745
 47    -9.00578996     2.73614800    -4.87063430
 48    -7.49344186     1.90042295    -2.23059312
 49     3.11725284     3.73182180    -0.09742672
 50     3.14628997     5.41976616     0.75201103
 51     2.32848355     2.57411414     1.25512098
 52     4.25497007    -3.95970234     2.91983658
 53     2.81719584    -5.15979640     2.64314080
 54     3.74256654    -3.07083315     4.58634753
 55     2.18736863    -5.20755189    -4.74814430
 56     4.01456478    -5.03960216    -4.14490681
 57     1.99368651    -4.09397090    -6.25274989
 58    -2.28613469     6.03862318     4.35178839
 59    -3.77537165     5.84087200     5.50435339
 60    -2.98880274     6.45522087     2.58824782

 Atomic and electronic forces:
  1    -0.00262613    -0.00644105     0.01130018     0.00645013    -0.00091743    -0.00174181
  2     0.00218830    -0.00263559    -0.00170989    -0.00267004     0.00071174     0.00086297
  3    -0.00180447     0.01466278    -0.00986421    -0.00290109    -0.00008575     0.00100566
  4     0.00442877     0.00944601     0.01297455     0.00171648    -0.00104136    -0.00112870
  5    -0.00167292    -0.00938305    -0.01045224    -0.00094962     0.00046907     0.00051502
  6    -0.00133824     0.00014501    -0.00295754    -0.00098861     0.00065069     0.00069932
  7     0.00103727     0.00576287    -0.00154357     0.00374043    -0.00163319     0.00010223
  8    -0.00192976     0.00031077    -0.00096426    -0.00189837     0.00110783     0.00007716
  9     0.00213391    -0.00752402     0.00356666    -0.00228062     0.00071246    -0.00007602
 10    -0.02804831     0.02339151    -0.00718929     0.00202050    -0.00219835    -0.00100698
 11     0.01919864    -0.00586224    -0.01063912    -0.00089276     0.00088786     0.00041348
 12     0.01117209    -0.01481000     0.01625321    -0.00106111     0.00111078     0.00068191
 13     0.00595115    -0.01346436     0.01331281     0.00220372    -0.00137002     0.00056986
 14    -0.01212777     0.00818086    -0.00365876    -0.00136200     0.00074603    -0.00026431
 15     0.00386669     0.00943739    -0.00611900    -0.00105645     0.00081778    -0.00035322
 16    -0.00488160     0.01136897    -0.00103624     0.00349837    -0.00311262    -0.00067781
 17     0.00146394    -0.00525607     0.00361226    -0.00212190     0.00186191     0.00056291
 18     0.00236574    -0.00679125    -0.00326389    -0.00146342     0.00140435     0.00046058
 19    -0.01351128    -0.00160286    -0.00286533     0.00247254    -0.00194659    -0.00200918
 20     0.00658196    -0.00203958    -0.01189083    -0.00148677     0.00126006     0.00120436
 21     0.00861631     0.00091999     0.01384795    -0.00104773     0.00092172     0.00112077
 22     0.01376204    -0.00225838     0.01471215     0.00155031    -0.00084582    -0.00034200
 23    -0.00129501     0.00289252    -0.01363709    -0.00072286     0.00035491     0.00011562
 24    -0.00953969    -0.00286366    -0.00153540    -0.00084589     0.00050479     0.00013396
 25     0.00487973     0.00027057     0.00633282     0.00184654    -0.00199295    -0.00010749
 26    -0.00313390    -0.00708047    -0.00947232    -0.00118124     0.00116210     0.00006591
 27    -0.00174575     0.00605769     0.00324712    -0.00084997     0.00099819     0.00016618
 28    -0.00671377    -0.00570940    -0.02525623     0.00203181    -0.00075774    -0.00073569
 29     0.00802435    -0.01554999     0.00078816    -0.00090645     0.00039713     0.00028845
 30    -0.00377696     0.02169131     0.01896890    -0.00115506     0.00036310     0.00032532
 31    -0.02897583    -0.01393223     0.02884890     0.00558989    -0.00493481    -0.00245269
 32     0.01196884     0.01764684    -0.00102711    -0.00305292     0.00157447     0.00113612
 33     0.01860859    -0.00317862    -0.01904088    -0.00210687     0.00263156     0.00065473
