 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27225426    -0.02028757

 Atomic coordinates:
  1    -4.69584373     6.31329473     0.40199339
  2    -3.40121381     5.65636036    -0.88748111
  3    -5.29027953     7.91265012    -0.32393295
  4     1.76515061    -1.55471295    -8.26139916
  5     2.66040141    -0.32969062    -7.15270750
  6    -0.07912296    -1.18126939    -8.04623527
  7     0.26204311     1.02159810     3.98473838
  8    -0.91218043    -0.05607775     2.87669312
  9    -0.84687556     2.46718581     4.50972564
 10    -2.81609607    -3.95755373    -3.26095059
 11    -1.26459073    -5.08032287    -3.48656341
 12    -2.88701539    -2.73162574    -4.74172869
 13     2.77748517    -2.04678097     7.66860181
 14     1.78449833    -0.85926008     6.55685627
 15     1.50029310    -3.31018833     8.26436949
 16    -3.35790518    -1.35784485     1.23927347
 17    -4.93935269    -0.24023868     1.36540498
 18    -3.29751521    -2.11354445    -0.56108365
 19    -3.43834922    -0.14656966    -7.15362346
 20    -4.94596357     0.50614912    -6.13409778
 21    -3.19793684     0.97608683    -8.67826227
 22     5.95944982    -3.40205422    -1.88684930
 23     7.69646415    -3.22285847    -1.14270441
 24     4.93089365    -3.57303165    -0.31195436
 25    -0.67344648    -5.81274694     2.03674893
 26    -1.48362477    -4.08983926     1.94378226
 27    -1.01567057    -6.56433690     0.32924268
 28     4.51497962     0.86913889    -4.50240055
 29     5.57424690    -0.44917868    -3.61226782
 30     4.01588491     2.09809612    -3.14910968
 31    -7.40076171     2.13653365     0.87090354
 32    -6.62357418     3.91414912     0.81146628
 33    -8.70734974     2.16135539     2.34015869
 34    -1.29548811    -5.53707661     7.33426785
 35    -1.04195695    -5.82928229     5.46080269
 36    -3.12788804    -5.48463509     7.72802039
 37     8.82008786    -1.68887937     2.36490943
 38     7.18411049    -2.53453194     2.95691295
 39     8.56376585     0.15261958     2.69708348
 40     1.67076687     7.81290472     2.65816860
 41     0.32604826     6.83482305     3.52681584
 42     1.21748473     9.67634316     2.60001330
 43    -1.26617220     4.49873775    -2.80824038
 44    -1.34329992     3.06474621    -4.02318097
 45     0.33489906     4.30299544    -1.71633155
 46    -7.06259681     2.36706340    -4.35386461
 47    -8.34095750     3.71972474    -4.67648846
 48    -7.10337617     2.04796716    -2.42716193
 49     2.82684889     3.58531383    -0.05162331
 50     2.83012621     5.35893784     0.78032310
 51     2.19762263     2.48911018     1.40544164
 52     4.35813342    -4.06527305     3.21279104
 53     2.73629676    -5.06156393     2.83793046
 54     4.09706187    -3.59329923     5.12747965
 55     2.12163445    -5.20088043    -4.64320636
 56     3.62133393    -4.76461237    -3.59117988
 57     2.25783719    -4.22917766    -6.26397117
 58    -2.23483890     5.53680229     4.94909611
 59    -3.17445330     6.02688458     6.51791712
 60    -3.55550041     5.88045071     3.47137560

 Atomic and electronic forces:
  1     0.00412914    -0.01503985     0.01216556     0.00637324    -0.00355035    -0.00416933
  2     0.00382431    -0.00383523    -0.00084954    -0.00261509     0.00145371     0.00180415
  3    -0.00854048     0.02414518    -0.00940995    -0.00275588     0.00085117     0.00230477
  4    -0.01075515    -0.01014094    -0.01309803     0.00127335    -0.00111474    -0.00127620
  5     0.01911252     0.01185675     0.01395561    -0.00075893     0.00054851     0.00064402
  6    -0.00785611    -0.00211710    -0.00044100    -0.00066877     0.00066824     0.00076913
  7    -0.00366043    -0.01480906    -0.01104039     0.00387040    -0.00270202    -0.00039391
  8     0.00571358     0.00080804     0.00342017    -0.00176523     0.00157218     0.00040359
  9    -0.00084403     0.01555922     0.00783961    -0.00249340     0.00155941     0.00017842
 10    -0.00038477     0.00311598     0.00808643     0.00139444    -0.00231644    -0.00139359
 11    -0.00030737     0.00911523    -0.01002613    -0.00063817     0.00096461     0.00054803
 12     0.00224677    -0.00679995    -0.00075476    -0.00071547     0.00109952     0.00083990
 13     0.00325525     0.00163998    -0.00309668     0.00228978    -0.00182873     0.00050418
 14     0.00187036     0.00922359    -0.00528384    -0.00142659     0.00108846    -0.00018871
 15    -0.00650750    -0.01118086     0.00560631    -0.00105011     0.00103368    -0.00030946
 16    -0.00180291     0.00178484    -0.00494643     0.00278258    -0.00378659    -0.00148599
 17     0.00747678    -0.00812381    -0.00870698    -0.00153854     0.00238456     0.00105314
 18    -0.00541273     0.00426271     0.00945714    -0.00109035     0.00161402     0.00079797
 19     0.00757475    -0.00041032     0.00252950     0.00143775    -0.00192671    -0.00221305
 20     0.00108053     0.00419260    -0.00511255    -0.00077433     0.00122154     0.00136431
 21    -0.00695833    -0.00154649     0.00493224    -0.00068277     0.00079048     0.00114981
 22     0.00620997     0.00228042    -0.00098533     0.00146683    -0.00109991    -0.00055827
 23     0.01297253     0.00123315    -0.00325802    -0.00070595     0.00047124     0.00021342
 24    -0.01341369    -0.00330636     0.01221225    -0.00080690     0.00065092     0.00024996
 25     0.00481121     0.00032602     0.00383077     0.00156338    -0.00228366    -0.00043880
 26    -0.00568352     0.00833759     0.00134245    -0.00098954     0.00137522     0.00032628
 27     0.00107091    -0.00679686    -0.00243587    -0.00066332     0.00106458     0.00030586
 28    -0.00243516     0.00265922    -0.00646784     0.00186529    -0.00102873    -0.00107415
 29    -0.00084047    -0.00737421    -0.00155804    -0.00085688     0.00050719     0.00041896
 30    -0.00210705     0.00736865     0.00833183    -0.00114242     0.00055936     0.00057625
 31    -0.02419944     0.00237179     0.02868910     0.00311026    -0.00638657    -0.00413360
 32     0.00281849    -0.00534414    -0.00045714    -0.00209581     0.00270424     0.00214613
 33     0.02237963    -0.00192869    -0.02738792    -0.00075860     0.00349671     0.00158207
 34     0.01322140     0.00532862     0.00253803     0.00168458    -0.00255419     0.00046855
 35    -0.00300157    -0.00338060    -0.00233459    -0.00082865     0.00125011    -0.00005420
 36    -0.00909146    -0.00221554    -0.00142853    -0.00079347     0.00151076    -0.00032440
 37    -0.00850043    -0.00032995     0.00105888     0.00159193    -0.00086895    -0.00016602
 38     0.00625729    -0.00426692    -0.00279624    -0.00084237     0.00054103     0.00007185
 39     0.00399443     0.00398875     0.00034853    -0.00091490     0.00041898     0.00008124
 40     0.02220012     0.02412103    -0.02070588     0.00530188    -0.00079343    -0.00076455
 41    -0.01989011    -0.00742455     0.01615265    -0.00299065     0.00070257     0.00031631
 42     0.00128174    -0.01530495     0.00362205    -0.00284062    -0.00005050     0.00039325
 43    -0.00185754     0.01246556     0.01481398     0.00375315    -0.00206298    -0.00270471
