 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27471100    -0.01514896

 Atomic coordinates:
  1    -4.57165103     6.40501841     0.14623433
  2    -3.51153604     5.49582862    -1.26489003
  3    -5.33881502     7.97350199    -0.64566582
  4     1.69760171    -0.99266062    -7.97918104
  5     2.83061507    -0.27167236    -6.62279440
  6    -0.10957715    -0.37055156    -7.52990770
  7    -0.42693892     1.08959997     3.93897554
  8    -1.89214160     0.32023674     2.94494068
  9    -1.03359606     2.80935926     4.45928813
 10    -2.55715273    -3.61125845    -3.18045241
 11    -0.72964495    -4.00781642    -3.39444214
 12    -2.97414962    -2.31054270    -4.56530521
 13     2.22831814    -1.97793354     7.19968809
 14     0.98974692    -0.62532646     6.54587682
 15     1.24442812    -3.38381052     8.11324561
 16    -3.75533531    -1.36072900     1.21888558
 17    -5.44643373    -0.42836430     1.17944862
 18    -3.62865306    -2.35689470    -0.44909880
 19    -3.45165532     0.06533937    -7.04092496
 20    -4.98388123     0.63863067    -6.04211149
 21    -4.13011772    -0.48569170    -8.75847824
 22     6.35843637    -3.19606982    -1.89083804
 23     8.07822314    -2.66351799    -1.33221269
 24     5.35892216    -3.40939861    -0.23631274
 25    -0.85712402    -5.57370928     2.48403899
 26    -1.74468829    -3.85519378     2.33971309
 27    -0.97519371    -6.39924235     0.76404729
 28     4.21871274     1.02272316    -3.97778540
 29     5.07438439    -0.61255594    -3.32329107
 30     3.97156216     2.06022270    -2.39765365
 31    -7.49939074     2.28309700     0.82501844
 32    -6.34977981     3.83686913     0.71677337
 33    -9.19403876     2.66954504     1.62336591
 34    -0.77816121    -6.07052131     7.68333220
 35    -0.98040723    -5.47492724     5.84965776
 36    -0.51837012    -7.96258671     7.50144988
 37     9.34649511    -2.25617762     2.68161157
 38     7.60512662    -2.95852146     2.79976851
 39     9.84339472    -1.12962498     4.08346929
 40     2.45479421     7.89927591     2.44496742
 41     1.08277853     7.20078487     3.62343062
 42     2.08744608     9.73876889     2.23126492
 43    -1.72324351     3.72839219    -3.03450859
 44    -2.07813330     3.05838719    -4.72886750
 45     0.02630794     3.07948936    -2.50856021
 46    -7.60078256     1.44816746    -4.68074907
 47    -8.93465822     2.65290226    -5.33862725
 48    -7.54856002     1.47448757    -2.82613595
 49     2.97375444     3.03167524     0.48584616
 50     3.06210337     4.79262366     1.22837858
 51     2.08976534     1.93869311     1.84598243
 52     4.22616362    -3.91057565     2.54540717
 53     3.05554790    -5.41924286     2.38517683
 54     3.87058007    -3.10171913     4.22906568
 55     2.19233807    -4.63128450    -4.61858573
 56     3.97941671    -4.41265738    -4.05045286
 57     1.98141999    -3.71532891    -6.29888276
 58    -1.73244196     6.13776498     4.65086767
 59    -2.65872853     6.64147328     6.23826953
 60    -2.98783488     6.37115863     3.16234795

 Atomic and electronic forces:
  1     0.00242660    -0.00135790    -0.01266821     0.00673955    -0.00358392    -0.00052445
  2    -0.00701074     0.00968118     0.01686404    -0.00282881     0.00160178     0.00055528
  3     0.00710714    -0.00748455     0.00049687    -0.00323332     0.00096830     0.00057013
  4    -0.03481076     0.00607559    -0.00236739     0.00168713    -0.00133297    -0.00100187
  5     0.00868496     0.00964108     0.00634446    -0.00092042     0.00063285     0.00043040
  6     0.02311282    -0.00857598    -0.00971311    -0.00098111     0.00084120     0.00061823
  7     0.00182131    -0.00266891     0.00563148     0.00305484    -0.00239160     0.00059987
  8     0.00291293    -0.00705565    -0.00437119    -0.00152695     0.00147169    -0.00021147
  9     0.00056565     0.01347432     0.00209745    -0.00189199     0.00126784    -0.00044256
 10    -0.03371342     0.02168080    -0.00376865     0.00171820    -0.00241990    -0.00063858
 11     0.02630881    -0.00921558    -0.00722048    -0.00081106     0.00099624     0.00027370
 12     0.00476814    -0.01319814     0.00961407    -0.00096842     0.00128426     0.00049708
 13    -0.00364881     0.00377016     0.00285313     0.00172626    -0.00148891     0.00072785
 14     0.00959125    -0.01621878     0.00241352    -0.00108098     0.00090675    -0.00042455
 15     0.00124186     0.01180963    -0.01090934    -0.00074325     0.00077369    -0.00039669
 16    -0.01059548    -0.00587105    -0.00264476     0.00253255    -0.00340449     0.00002399
 17     0.00578084    -0.00057355    -0.00283845    -0.00141591     0.00216343    -0.00000225
 18     0.00152982     0.00610668     0.00355178    -0.00108786     0.00155944     0.00015422
 19     0.01070701    -0.00787853    -0.01614409     0.00224291    -0.00253037    -0.00172733
 20    -0.01261192     0.00285768     0.00488059    -0.00125996     0.00163581     0.00101642
 21     0.00572428     0.00339395     0.01127628    -0.00089975     0.00115069     0.00094218
 22    -0.01203636     0.00142763    -0.00518832     0.00140673    -0.00101358    -0.00020234
 23     0.01405944     0.00176205     0.00464374    -0.00067426     0.00042602     0.00007145
 24     0.00180734    -0.00179953    -0.00333672    -0.00074109     0.00057567     0.00004503
 25    -0.00464159     0.00349221    -0.00079819     0.00140610    -0.00197913     0.00019727
 26     0.00341067    -0.00825561    -0.00333500    -0.00088472     0.00119542    -0.00011011
 27    -0.00180538     0.00415752     0.00288174    -0.00064438     0.00096077     0.00000029
 28     0.00811038    -0.02423207    -0.00511439     0.00207768    -0.00115735    -0.00058335
 29    -0.00586100     0.01435857    -0.00696152    -0.00089362     0.00055707     0.00020833
 30    -0.00229873     0.00779493     0.01165623    -0.00119740     0.00060643     0.00023216
 31    -0.00536564    -0.00888719    -0.00451224     0.00398368    -0.00628045    -0.00025756
 32    -0.00917039     0.00004012     0.00452905    -0.00247656     0.00264401     0.00014849
 33     0.01245792     0.00624116    -0.00199573    -0.00119758     0.00328705    -0.00024780
