 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28405194    -0.01675904

 Atomic coordinates:
  1    -4.62909492     6.24517896    -0.25798546
  2    -3.23188873     5.71615249    -1.58701260
  3    -5.72732901     7.47087312    -1.30080762
  4     1.63282945    -1.34482950    -8.03346579
  5     2.80077402    -0.27930179    -6.94412483
  6    -0.12160289    -0.59448145    -7.85335160
  7     0.33746262     1.37482442     3.85258495
  8    -0.77916618     0.15815805     2.90786100
  9    -0.72775995     2.94967997     4.16099766
 10    -2.27571767    -3.59719716    -3.14423946
 11    -0.70644831    -4.59963577    -3.79745849
 12    -2.73464230    -2.42133295    -4.58777989
 13     2.39834083    -2.36751513     7.22825746
 14     1.49546996    -0.74865781     6.81209641
 15     1.07984421    -3.51946998     7.92942164
 16    -3.01974781    -1.36841542     1.29928439
 17    -4.55746934    -0.16609716     1.43835197
 18    -2.97282165    -2.03747336    -0.54235667
 19    -3.52874206     0.15980279    -6.72732936
 20    -4.94655970     0.80468846    -5.61919129
 21    -4.13589367     0.31105325    -8.47209537
 22     5.73929569    -2.89968223    -1.84356233
 23     7.64052944    -2.68906703    -1.50949686
 24     4.99538663    -3.30058832    -0.12064960
 25    -0.65857234    -5.80401215     2.14827691
 26    -1.36702985    -4.04389463     1.93140632
 27    -0.88448900    -6.74772123     0.52102364
 28     4.29174755     1.21335119    -4.48510673
 29     4.91999609    -0.44765037    -3.74083902
 30     4.22668054     2.50198433    -3.05504511
 31    -6.95716942     1.81760730     1.24153431
 32    -6.22259591     3.54157600     0.94249613
 33    -8.09279966     1.98559647     2.70752361
 34    -1.65322431    -6.06836746     7.59881986
 35    -1.26658185    -6.27405056     5.73633948
 36    -2.88640751    -7.45161548     8.00770445
 37     8.76044032    -1.73590495     2.90880997
 38     7.09406967    -2.68018616     3.10465904
 39     8.34814398     0.05271103     3.33305971
 40     2.24666637     7.70827628     2.92673159
 41     0.64245047     7.12465599     3.70698372
 42     2.63759200     9.42734784     3.57505964
 43    -1.26530065     3.75076787    -3.05051776
 44    -1.39793601     2.33553455    -4.35817956
 45     0.42310602     3.58598044    -2.10958021
 46    -7.39494461     2.08967383    -3.95430744
 47    -8.56066111     3.58722252    -4.01219201
 48    -7.11987321     1.71458911    -2.10015447
 49     3.03163778     3.55608007    -0.06498807
 50     3.01238178     5.34238909     0.72499753
 51     2.22299400     2.52830620     1.35314588
 52     4.13381109    -3.88650377     2.71951518
 53     2.63083050    -4.98616427     2.36595875
 54     3.86099717    -3.20596848     4.54552329
 55     1.98886679    -5.32153969    -4.73402356
 56     3.61580882    -4.89992662    -3.79703823
 57     1.90642768    -4.15607437    -6.27326926
 58    -2.44008573     5.89990370     4.24985427
 59    -3.26751591     7.20738385     5.35685517
 60    -3.34904614     6.04573047     2.54946289

 Atomic and electronic forces:
  1     0.00009131     0.01578724    -0.04065439     0.00667561    -0.00472379    -0.00181811
  2    -0.01598458    -0.00430765     0.02536679    -0.00276283     0.00186207     0.00106437
  3     0.01171442    -0.01273707     0.01690226    -0.00298275     0.00166550     0.00142714
  4    -0.01069038    -0.00247854    -0.00169532     0.00142389    -0.00139076    -0.00111743
  5     0.00328165     0.00512563     0.00257362    -0.00082276     0.00066993     0.00052690
  6     0.00533101    -0.00197051    -0.00002735    -0.00079465     0.00084781     0.00069828
  7     0.00725450     0.01733827     0.00962716     0.00308629    -0.00262731     0.00033195
  8    -0.00990925    -0.01046156    -0.00736894    -0.00141371     0.00148533    -0.00004978
  9     0.00213739    -0.00243273     0.00086541    -0.00196882     0.00154757    -0.00027234
 10     0.00352807    -0.00427344    -0.00630898     0.00143456    -0.00241279    -0.00084909
 11    -0.01107829     0.00971644     0.00823314    -0.00063822     0.00097663     0.00036332
 12    -0.00097709    -0.00044184    -0.00096034    -0.00077210     0.00126052     0.00060038
 13     0.00940764     0.00605818    -0.00045720     0.00168912    -0.00170750     0.00062714
 14     0.00065802     0.00616286    -0.00610130    -0.00106319     0.00101129    -0.00037355
 15    -0.01001464    -0.01346489     0.00522451    -0.00074692     0.00091172    -0.00035733
 16    -0.00856826     0.00745984    -0.00553173     0.00228538    -0.00347000    -0.00032012
 17     0.00968740    -0.01294955    -0.00691335    -0.00133442     0.00223733     0.00021464
 18    -0.00065370     0.00224949     0.01120011    -0.00098778     0.00158599     0.00033349
 19     0.02142693    -0.00639287     0.01791705     0.00180136    -0.00263648    -0.00195972
 20    -0.01099846     0.00510189     0.00633596    -0.00100609     0.00171580     0.00116543
 21    -0.00895158     0.00137185    -0.02428134    -0.00074441     0.00118024     0.00108378
 22     0.02650116     0.00195946    -0.01417296     0.00144464    -0.00120301    -0.00034716
 23    -0.01801863    -0.00221661    -0.00173503    -0.00068156     0.00050071     0.00013558
 24    -0.00401476    -0.00108051     0.01005620    -0.00074552     0.00067002     0.00010864
 25     0.00948876    -0.01419752     0.01313342     0.00125677    -0.00206097    -0.00001406
 26    -0.00796113     0.00681182    -0.00485959    -0.00079363     0.00123887     0.00003369
 27    -0.00338091     0.00267389    -0.00553484    -0.00054808     0.00097502     0.00009243
 28    -0.00208575     0.00417877    -0.00991684     0.00198749    -0.00126935    -0.00084510
 29     0.00043892     0.00260850     0.00785832    -0.00087204     0.00062691     0.00031965
 30     0.00018449    -0.00801869     0.00233106    -0.00118253     0.00066276     0.00039831
 31     0.00460601    -0.00675782    -0.01168561     0.00313413    -0.00669016    -0.00093778
 32     0.01003828     0.01250135    -0.00459331    -0.00214927     0.00315983     0.00054515
 33    -0.01381703    -0.00218068     0.01691188    -0.00103867     0.00347035    -0.00007672
