 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27882896    -0.01956199

 Atomic coordinates:
  1    -4.74109813     6.38860733     0.34288470
  2    -3.45292506     5.78198413    -0.96739571
  3    -5.47321219     8.00734400    -0.28428023
  4     1.46633035    -1.41173211    -8.31469499
  5     2.43867689    -0.07107032    -7.52646784
  6    -0.37316609    -0.88663853    -7.91560410
  7     0.24721209     1.04157817     4.11938505
  8    -1.00591420     0.04645933     3.03383636
  9    -0.71164432     2.57699483     4.71372196
 10    -2.67701698    -3.86609473    -3.30712301
 11    -0.93765929    -4.57975860    -3.81731100
 12    -3.17361753    -2.70821946    -4.78333731
 13     2.61820030    -2.11793674     7.31240493
 14     1.78930700    -0.65931411     6.35253291
 15     1.12355708    -3.10760536     8.07297126
 16    -3.17114481    -1.34941387     1.18424364
 17    -4.90712946    -0.55140812     1.39546685
 18    -3.14417589    -1.96021238    -0.62772407
 19    -3.36930776     0.00879092    -6.92248811
 20    -4.84674306     0.70522862    -5.78490805
 21    -3.75163774     0.71424726    -8.63927157
 22     5.96263772    -3.22205698    -1.62388001
 23     7.68529387    -2.64830689    -1.18130461
 24     5.22919927    -3.70412220     0.15579173
 25    -0.72863841    -5.99993873     2.27509054
 26    -1.72000155    -4.34375143     2.22011815
 27    -1.08144234    -6.80634334     0.56796435
 28     4.36158693     0.90758326    -4.43637230
 29     4.89790746    -0.79579658    -3.68993948
 30     4.28604370     2.06519077    -2.93071624
 31    -7.29933879     2.06473646     0.89668850
 32    -6.42375642     3.71110213     0.72897744
 33    -8.88681259     2.42998351     1.89423933
 34    -1.39243230    -5.36886343     7.21290287
 35    -0.93270060    -6.11474672     5.46905658
 36    -2.89149057    -6.33936418     7.92235579
 37     8.93444766    -1.65363644     2.45395475
 38     7.43901438    -2.76322706     3.06409310
 39     8.40550299     0.20039666     2.46043047
 40     1.87936668     7.99683100     2.64072811
 41     0.56436065     7.21141910     3.82551158
 42     1.51903344     9.87940013     2.61896713
 43    -1.30134720     4.18984901    -2.80960702
 44    -1.48471451     2.66025617    -3.89965103
 45     0.45808061     4.03705982    -1.98367110
 46    -7.03279542     2.03974827    -4.38483565
 47    -8.03610966     3.55343877    -4.93974884
 48    -7.23711468     2.06422888    -2.46462888
 49     3.10035054     3.54821660    -0.07428204
 50     3.01414324     5.32694040     0.72092380
 51     2.67105597     2.33888691     1.37727876
 52     4.14445126    -4.13124103     3.09895283
 53     2.39416546    -4.94611070     2.74544122
 54     3.83317062    -3.30891736     4.83531784
 55     2.16821420    -5.28589605    -4.81170348
 56     3.76947192    -4.92346994    -3.80259691
 57     2.10622603    -3.97423535    -6.18594560
 58    -2.29482431     5.59737527     5.00771320
 59    -3.67196004     6.04485483     6.19779193
 60    -3.16094368     5.69832473     3.26955961

 Atomic and electronic forces:
  1     0.00019869    -0.00712905     0.00826506     0.00664950    -0.00460612    -0.00117685
  2     0.00370988    -0.00113007    -0.00266989    -0.00288161     0.00188746     0.00083109
  3     0.00011092     0.00842551    -0.00544167    -0.00305577     0.00139954     0.00086305
  4    -0.04907804    -0.01596990    -0.00771483     0.00150754    -0.00138592    -0.00112095
  5     0.03484774     0.02704348     0.01883304    -0.00087384     0.00066052     0.00055413
  6     0.01549218    -0.01263853    -0.00652774    -0.00083884     0.00086679     0.00068597
  7     0.00126397    -0.00228178    -0.00436229     0.00310466    -0.00246049     0.00048062
  8     0.00189062    -0.00115398    -0.00077402    -0.00148198     0.00145474    -0.00010422
  9    -0.00124270     0.00847642     0.00290467    -0.00193475     0.00139330    -0.00040863
 10     0.00857966     0.00810981    -0.01287505     0.00149888    -0.00245027    -0.00084113
 11    -0.00836206     0.00069012     0.00342408    -0.00069864     0.00100173     0.00036050
 12     0.00292716    -0.00793172     0.00826642    -0.00079786     0.00128243     0.00059704
 13    -0.01339125     0.00202059     0.01302345     0.00179247    -0.00157753     0.00068566
 14     0.00265874    -0.00181471    -0.00126764    -0.00112477     0.00092813    -0.00035977
 15     0.01247936     0.00220422    -0.00922161    -0.00082619     0.00087962    -0.00040523
 16    -0.00693526     0.00384892     0.01011767     0.00246771    -0.00345225    -0.00030002
 17     0.00246152     0.00187871    -0.00071811    -0.00131695     0.00218458     0.00018589
 18     0.00442831    -0.00879752    -0.00885492    -0.00107899     0.00159876     0.00032462
 19    -0.01333752     0.00772180     0.01560650     0.00193293    -0.00257687    -0.00187281
 20     0.01634821    -0.00863038    -0.01282334    -0.00108074     0.00167438     0.00111246
 21     0.00004711    -0.00055894    -0.00561607    -0.00088376     0.00116144     0.00109899
 22    -0.03243654    -0.01317898     0.02062091     0.00146201    -0.00113833    -0.00027659
 23     0.02451489     0.00630534     0.00223940    -0.00070994     0.00047966     0.00010556
 24     0.00444700     0.00423115    -0.02643909    -0.00074765     0.00062945     0.00007056
 25    -0.00533526     0.00217187    -0.01346531     0.00134447    -0.00204135     0.00004164
 26     0.00272974    -0.00083864     0.00010160    -0.00083121     0.00124422    -0.00001225
 27     0.00374107     0.00060949     0.00644054    -0.00059882     0.00099177     0.00007553
 28     0.00093536    -0.01398768    -0.00183257     0.00202502    -0.00121757    -0.00075737
 29    -0.00046952     0.00611769    -0.00418093    -0.00088922     0.00060818     0.00028566
 30    -0.00278849     0.00892496     0.00654598    -0.00118551     0.00063325     0.00033691
 31    -0.02495936    -0.02180200     0.00495660     0.00324914    -0.00657521    -0.00104220
 32     0.02008283     0.02580409    -0.00153249    -0.00216196     0.00299337     0.00053771
 33     0.00394672    -0.00580275    -0.00203646    -0.00083699     0.00344327     0.00013696
