 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.28250183    -0.01710577

 Atomic coordinates:
  1    -4.69290862     6.29562652    -0.13067712
  2    -3.51277122     5.41169386    -1.36662692
  3    -5.04698981     7.96450496    -0.92889702
  4     1.54998729    -1.48799241    -7.95494353
  5     2.55160940    -0.37076631    -6.74374780
  6    -0.32266473    -1.07370047    -7.74480092
  7     0.18365440     1.33119229     3.68847874
  8    -1.14896350     0.19093456     2.86943462
  9    -0.76858188     2.83854060     4.31546287
 10    -2.23836123    -3.51433800    -3.22206660
 11    -0.58761906    -4.37883126    -3.83102324
 12    -3.14042819    -2.73929266    -4.72482499
 13     2.37965434    -2.43563212     7.24309375
 14     1.50641935    -0.89592464     6.59338390
 15     1.04151813    -3.63020126     7.89082658
 16    -3.32675601    -1.46562882     1.29710322
 17    -5.02205195    -0.49738833     1.12040011
 18    -3.00060871    -2.18212008    -0.44506726
 19    -3.50313738     0.11045542    -6.85130556
 20    -4.80867778     0.85197119    -5.54532116
 21    -4.15627527     0.62042100    -8.49015181
 22     6.13781517    -2.96632681    -2.05191935
 23     8.01218704    -2.67221195    -1.68340317
 24     5.34489739    -3.33555014    -0.37386973
 25    -0.82211276    -5.95238741     2.35241330
 26    -1.78087293    -4.29121556     2.06680745
 27    -1.00939774    -6.87632055     0.68193147
 28     4.27275132     1.03820770    -4.54804580
 29     5.25435030    -0.46908086    -3.75548705
 30     3.86895189     2.25458816    -3.07442708
 31    -7.04013914     2.04614992     1.40047448
 32    -6.29780841     3.66291186     0.86622560
 33    -8.07616141     2.49345674     2.90958675
 34    -1.40798319    -5.82944986     7.35526983
 35    -1.10918494    -5.63410138     5.48139042
 36    -2.83070503    -7.08511302     7.64362841
 37     8.80381074    -1.64267953     2.99088215
 38     7.19865123    -2.77214369     3.04206361
 39     8.21667454     0.01484995     3.78412591
 40     2.33637052     7.70686090     3.08572557
 41     0.70074823     6.88876376     3.67134566
 42     2.06565950     9.60259647     3.28224614
 43    -1.39582287     3.94090702    -3.06404049
 44    -1.14905315     2.60645232    -4.43860781
 45     0.20623318     3.94743389    -1.95753299
 46    -7.34750463     2.04927437    -4.01243303
 47    -8.56361883     3.49722689    -4.35141768
 48    -7.45903866     1.66746057    -2.11979412
 49     2.96398300     3.69075264    -0.22086983
 50     3.36545199     5.35189315     0.64760507
 51     2.37333739     2.68071843     1.27103967
 52     4.11315457    -4.09138793     2.80550224
 53     2.42345225    -5.02902407     2.45885041
 54     3.79506430    -3.25882806     4.52315690
 55     2.29805231    -5.43658403    -4.76233030
 56     3.85388271    -4.91796929    -3.72169418
 57     2.27631253    -4.27704724    -6.29141873
 58    -2.44258393     6.05047748     4.47209578
 59    -3.76040372     6.65989155     5.76116698
 60    -3.33397147     6.06734487     2.72911526

 Atomic and electronic forces:
  1    -0.00747040     0.00089264     0.01191716     0.00614707    -0.00357307    -0.00266812
  2     0.00964948    -0.00890115    -0.00785859    -0.00253515     0.00157085     0.00127540
  3    -0.00251304     0.00982918    -0.00385406    -0.00280583     0.00091868     0.00156964
  4    -0.01426586    -0.00419575    -0.00337457     0.00140659    -0.00126754    -0.00117055
  5     0.00190887     0.00356709    -0.00001049    -0.00082340     0.00062241     0.00056376
  6     0.01113262     0.00204731     0.00104211    -0.00075994     0.00077243     0.00071488
  7     0.00253051    -0.00920178    -0.00160896     0.00346960    -0.00249448     0.00001585
  8     0.00339521    -0.00059048    -0.00153856    -0.00163209     0.00149923     0.00012657
  9    -0.00463513     0.01216671     0.00472179    -0.00218733     0.00137611    -0.00011854
 10     0.00661766    -0.00893040     0.00586435     0.00157673    -0.00230988    -0.00106761
 11    -0.01438186     0.00851228    -0.00005602    -0.00070146     0.00093667     0.00044422
 12     0.00945209    -0.00106263    -0.00285481    -0.00077257     0.00118737     0.00070293
 13     0.01472890     0.00293058     0.00252665     0.00192327    -0.00170962     0.00055737
 14    -0.00593969     0.00995263    -0.00503246    -0.00121533     0.00099826    -0.00029683
 15    -0.00632914    -0.00701854     0.00092659    -0.00087227     0.00094491    -0.00032911
 16    -0.01928098     0.00826149     0.00864171     0.00259385    -0.00351973    -0.00072670
 17     0.01769311    -0.00565348     0.00660148    -0.00142153     0.00221246     0.00055107
 18     0.00530826    -0.00513386    -0.01513886    -0.00109061     0.00153408     0.00047846
 19    -0.00891414     0.00355959     0.05105439     0.00178965    -0.00227048    -0.00207048
 20     0.01785112    -0.01113201    -0.01965597    -0.00105441     0.00147127     0.00124708
 21    -0.01076929     0.00829996    -0.03308451    -0.00077209     0.00102460     0.00115201
 22     0.02124161     0.00399153    -0.01082915     0.00144688    -0.00107591    -0.00042011
 23    -0.01331325    -0.00315318    -0.00085814    -0.00068299     0.00044776     0.00016555
 24    -0.00695398    -0.00423498     0.01681869    -0.00076473     0.00061097     0.00015796
 25    -0.00589089     0.00860175    -0.01597584     0.00142103    -0.00213098    -0.00012870
 26     0.00296114    -0.00324672     0.00346055    -0.00088787     0.00129363     0.00012580
 27     0.00279329    -0.00069219     0.00647864    -0.00061346     0.00099891     0.00015166
 28     0.00265858    -0.00107074     0.01813113     0.00193139    -0.00112741    -0.00091533
 29    -0.01198705     0.01546971    -0.00552426    -0.00085842     0.00054633     0.00034621
 30     0.00644551    -0.01187661    -0.00950005    -0.00117024     0.00061208     0.00045654
 31    -0.01826202    -0.02719633     0.00428682     0.00372388    -0.00633979    -0.00206847
 32     0.02093399     0.03136200    -0.01507801    -0.00229257     0.00267438     0.00117658
 33    -0.00663455    -0.00527090     0.00796616    -0.00136284     0.00334980     0.00048181
