 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.27759552    -0.01490965

 Atomic coordinates:
  1    -4.45347768     6.59278517     0.26420350
  2    -3.32588351     5.56832086    -0.91389836
  3    -5.27994091     7.92325471    -0.76540025
  4     1.49654358    -1.01798372    -8.21895766
  5     2.51789576     0.08878695    -7.07144623
  6    -0.30810609    -0.57318068    -7.77004982
  7     0.00301574     1.41754874     3.94493857
  8    -1.18774985     0.15071053     2.98833336
  9    -0.89370805     3.10800056     4.17519818
 10    -2.16928705    -3.60224269    -2.97282138
 11    -0.36851590    -4.17444688    -3.49568747
 12    -2.95799817    -2.80740179    -4.56460804
 13     2.24327402    -2.22008654     6.87084518
 14     1.53265177    -0.61225831     6.10537722
 15     0.74211889    -3.42239546     7.23380956
 16    -3.59142816    -1.35862264     1.29703359
 17    -5.10687922    -0.22159550     1.32154983
 18    -3.42160759    -2.08397411    -0.47840811
 19    -3.26733662    -0.38072972    -6.61422664
 20    -4.66794205     0.43929968    -5.50003370
 21    -4.05751529    -0.52368078    -8.32781502
 22     6.42022810    -3.25345538    -1.84547817
 23     7.90267030    -2.17202224    -1.20372575
 24     5.28254720    -3.64279423    -0.31172022
 25    -0.73189903    -5.60398604     1.97244121
 26    -1.81272186    -3.97792302     2.08887875
 27    -0.90904262    -6.36533752     0.22805089
 28     3.81787323     0.92354959    -4.08891531
 29     4.57014084    -0.72225250    -3.46481036
 30     3.69872970     2.13105419    -2.57646021
 31    -7.45316925     2.15121804     0.90951462
 32    -6.39100133     3.77479536     0.60064928
 33    -9.18690337     2.71984966     1.50143999
 34    -1.46188301    -5.72339706     7.07707826
 35    -1.26855643    -6.08077555     5.15956561
 36    -2.60546711    -7.10401171     7.83415901
 37     9.13211708    -2.10385916     2.77138145
 38     7.56260011    -3.20686452     2.65562416
 39     8.91008399    -0.78232076     4.13724935
 40     2.57410912     7.72923077     2.67941441
 41     1.12023289     6.95162301     3.69860009
 42     2.91530119     9.42937990     3.49997991
 43    -1.71173413     3.42560330    -2.79759824
 44    -1.75287313     1.85474294    -3.93640377
 45     0.04066153     3.38862863    -2.05249743
 46    -7.57991182     1.26565846    -4.38240717
 47    -9.44232879     1.48752154    -4.86029170
 48    -7.38781228     1.84807894    -2.58141028
 49     2.73563886     3.41467807     0.13093577
 50     3.18993776     5.17531688     0.79363450
 51     2.08640521     2.55589418     1.64930590
 52     4.25141491    -4.16347880     2.82657594
 53     2.48273528    -4.61812398     2.23824631
 54     4.03574045    -3.45888090     4.60852026
 55     2.49054529    -4.63444438    -4.70551434
 56     4.24465583    -4.44658398    -4.00849272
 57     2.46170912    -3.81675455    -6.44873579
 58    -1.91843232     6.62342878     4.78214886
 59    -2.80402830     7.59496373     6.18835691
 60    -3.01282782     6.79922339     3.19535305

 Atomic and electronic forces:
  1    -0.00319700    -0.01169153     0.01306889     0.00726814    -0.00220630    -0.00010658
  2     0.00515231    -0.00246499    -0.00591741    -0.00301229     0.00111564     0.00039408
  3    -0.00255941     0.01063614    -0.00990652    -0.00352080     0.00040904     0.00050069
  4    -0.00566646    -0.00385903    -0.01419565     0.00176702    -0.00116311    -0.00102280
  5     0.01471150     0.00681984     0.01119935    -0.00096930     0.00053693     0.00046068
  6    -0.00489659    -0.00456439    -0.00028963    -0.00103126     0.00073221     0.00063125
  7    -0.01605201    -0.01433273    -0.01109632     0.00308805    -0.00186501     0.00071048
  8     0.01229752     0.02673666     0.01501113    -0.00152827     0.00115569    -0.00028167
  9    -0.00173603    -0.00979377    -0.00055908    -0.00190691     0.00098293    -0.00048673
 10     0.00165135    -0.00639405    -0.00777341     0.00205312    -0.00224498    -0.00057679
 11    -0.01093937     0.00602685    -0.00066105    -0.00089898     0.00089715     0.00026002
 12     0.01245321    -0.00365479     0.00889217    -0.00109376     0.00118772     0.00048419
 13    -0.00626128    -0.00606929     0.01240665     0.00173003    -0.00131093     0.00071459
 14    -0.00445159    -0.00019325    -0.00164129    -0.00107299     0.00073510    -0.00039557
 15     0.01123164     0.00936829    -0.00309639    -0.00081228     0.00075280    -0.00039985
 16     0.01437186    -0.00451450     0.01304300     0.00294898    -0.00311622     0.00024408
 17    -0.01355603     0.00759787    -0.00354289    -0.00177605     0.00198213    -0.00018396
 18     0.00219229    -0.00182620    -0.00416609    -0.00135071     0.00147316     0.00010525
 19    -0.01873847     0.01593471     0.01320837     0.00255240    -0.00224677    -0.00165060
 20     0.00807768    -0.00857268    -0.01294127    -0.00156453     0.00146269     0.00098880
 21    -0.00159995    -0.00151541    -0.00731166    -0.00110767     0.00105676     0.00097587
 22     0.00194293     0.01392291     0.00853196     0.00143161    -0.00089700    -0.00017475
 23    -0.01308503    -0.01484693    -0.00066720    -0.00070782     0.00037739     0.00006075
 24     0.01473562     0.00162775    -0.00557106    -0.00075416     0.00051935     0.00003412
 25    -0.00280990     0.00651392     0.00957822     0.00159694    -0.00186366     0.00020695
 26     0.00625444    -0.01503982    -0.01170238    -0.00099520     0.00112550    -0.00014493
 27    -0.00483986     0.00844342     0.00093315    -0.00074881     0.00092412     0.00000346
 28    -0.00062704     0.00666367    -0.00330625     0.00212600    -0.00101009    -0.00057984
 29     0.00200600     0.00254238     0.00367695    -0.00092706     0.00050693     0.00020935
 30     0.00108067    -0.00868648    -0.00157969    -0.00121361     0.00050323     0.00023023
 31     0.00397164     0.02694407    -0.00857248     0.00514889    -0.00598685     0.00051235
 32    -0.01083904    -0.01793016     0.00941142    -0.00300130     0.00230832    -0.00010360
 33     0.00973928    -0.00382637    -0.00002245    -0.00182537     0.00312507    -0.00070494
