 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24915115    -0.02600227

 Atomic coordinates:
  1    -4.16309320     6.06358880     2.19011233
  2    -3.44926362     5.96203594     0.38852544
  3    -5.99768117     6.43042116     2.03856155
  4     1.72691950    -1.23610959    -8.34683805
  5     2.74837633    -0.04416106    -7.20825482
  6    -0.06194036    -0.96404776    -7.63755099
  7    -0.91313008     1.72247648     2.88874236
  8    -1.65317171     0.08720041     2.24338824
  9    -2.30147669     3.06971621     2.61620677
 10    -2.27695394    -4.42324212    -3.36058195
 11    -0.43652315    -5.01936406    -3.81257692
 12    -2.93518860    -3.57979861    -4.99380054
 13     0.70811174    -1.23285781     7.06541369
 14    -0.02142257     0.17942792     5.81131420
 15    -0.64067547    -2.12036076     8.03836801
 16    -3.31392528    -2.09083886     0.82167671
 17    -5.03755265    -1.24871720     0.73187286
 18    -3.15089139    -3.15041215    -0.73241100
 19    -3.75922963    -0.79189518    -7.19218117
 20    -4.66362597     0.27389410    -5.71615480
 21    -4.45918411    -0.19763717    -8.84884393
 22     5.40636123    -2.63895226    -1.75989224
 23     7.17141005    -3.02365143    -1.19524060
 24     4.36598782    -2.45307726    -0.19090190
 25    -0.09377278    -6.12938004     2.08263334
 26    -1.33922388    -4.70755669     1.68873446
 27     0.04202814    -7.21381805     0.51369899
 28     4.55496650     1.54292149    -4.79399381
 29     5.32488282    -0.07683717    -4.06367489
 30     3.72543658     2.44825110    -3.32011151
 31    -8.01617877    -0.43750300     0.44942944
 32    -8.70433315     0.95384247     1.52720461
 33    -9.58726202    -1.45331228     0.07436042
 34    -2.29443341    -5.87362794     7.43613919
 35    -0.78077420    -5.92360752     6.17896023
 36    -3.00648117    -7.59912057     7.60648541
 37     8.95073772    -2.74727204     3.11909183
 38     9.80940504    -2.82186650     4.78808899
 39     7.02259788    -3.01960253     3.47315832
 40     4.03315867     7.61128262     2.32331257
 41     2.57370390     7.58263160     3.49589779
 42     5.01710971     9.24828909     2.72717384
 43    -2.09529814     5.48194820    -2.48119468
 44    -3.11927498     4.07464777    -3.30332331
 45    -0.31892509     4.83754130    -2.32275582
 46    -6.06798775     2.27208915    -3.85805813
 47    -7.45393986     3.34952107    -4.48656311
 48    -6.88620784     1.46119975    -2.31285574
 49     2.52840053     3.96190923    -0.74607050
 50     3.38043159     5.47056442     0.14560866
 51     1.48877547     3.20713125     0.66771589
 52     3.75137661    -3.03501764     3.42073902
 53     2.66023095    -4.51757473     2.92406924
 54     2.74244611    -2.28978924     4.88926965
 55     2.43547872    -5.41879642    -4.72660901
 56     3.51531111    -4.43374174    -3.54887633
 57     2.67059502    -4.67491031    -6.43668208
 58    -0.19092389     7.28052261     5.26433001
 59    -0.89243258     6.48626164     6.80417260
 60    -1.63580136     7.26803276     3.95894846

 Atomic and electronic forces:
  1     0.00993859    -0.00878964    -0.00392308     0.00870295     0.00249814     0.00211665
  2     0.00094965     0.00469333     0.00076334    -0.00406055    -0.00102393    -0.00016897
  3    -0.00897201     0.00528870    -0.00130606    -0.00466044    -0.00215341    -0.00146071
  4    -0.01876042     0.01524788     0.02932742     0.00242856    -0.00076965    -0.00132718
  5     0.00837000    -0.00538486    -0.01119625    -0.00127540     0.00028182     0.00056189
  6     0.01022363    -0.00942801    -0.01674510    -0.00151519     0.00051721     0.00084871
  7    -0.01180743     0.03089204     0.00573288     0.00528359    -0.00082520     0.00120638
  8    -0.00427263    -0.01318088    -0.00838415    -0.00274945     0.00086330    -0.00051805
  9     0.01843905    -0.01195064     0.00611723    -0.00339674     0.00017145    -0.00078709
 10     0.01402890    -0.00311252    -0.02633995     0.00361075    -0.00258264    -0.00102502
 11    -0.02362507     0.00766982     0.00384429    -0.00145332     0.00096509     0.00041005
 12     0.00719721    -0.00679354     0.01501404    -0.00190541     0.00129845     0.00086677
 13    -0.00135352     0.04543390    -0.04117387     0.00286443    -0.00100240     0.00148473
 14     0.01518514    -0.04342204     0.03856162    -0.00184060     0.00048222    -0.00081505
 15    -0.01384613    -0.00117062    -0.00105301    -0.00138431     0.00064139    -0.00091295
 16     0.00276900     0.01206503     0.03173085     0.00560421    -0.00324645     0.00047135
 17    -0.00595855    -0.00551223    -0.00161884    -0.00362432     0.00223423    -0.00031764
 18     0.00404044    -0.01206010    -0.02750254    -0.00244805     0.00161443     0.00014105
 19    -0.01866964     0.02169713     0.04723679     0.00428148    -0.00196121    -0.00302777
 20     0.02496050    -0.02507864    -0.04462347    -0.00293141     0.00113550     0.00181128
 21    -0.00121589     0.00198922    -0.00136157    -0.00185022     0.00080284     0.00179076
 22    -0.00090285    -0.00100362    -0.01508773     0.00218339    -0.00072066    -0.00019063
 23     0.00807171     0.00031364     0.00655802    -0.00092752     0.00029662     0.00004810
 24    -0.00217226     0.00335597     0.01565672    -0.00123255     0.00041921     0.00000434
 25    -0.00058429    -0.00107859    -0.00204235     0.00263389    -0.00193495     0.00044794
 26     0.00265546    -0.00385988     0.00110048    -0.00171155     0.00118393    -0.00025754
 27    -0.00234326     0.00415840     0.00327368    -0.00119818     0.00096687    -0.00006136
 28     0.00045703    -0.01615419    -0.00681204     0.00252593    -0.00027094    -0.00066227
 29    -0.00498623     0.01104324     0.00093778    -0.00116129     0.00022209     0.00024641
 30     0.00218396     0.00479062     0.00545919    -0.00148200     0.00008900     0.00027886
 31    -0.01965924     0.00864498    -0.00639705     0.00971728    -0.00819193     0.00080837
 32     0.00635290     0.00767003     0.00954335    -0.00428194     0.00326994    -0.00165031
 33     0.00752932    -0.00997981    -0.00412574    -0.00292676     0.00454600    -0.00020845
