 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24160300    -0.02355401

 Atomic coordinates:
  1    -4.43639788     6.97024684    -0.06706600
  2    -3.47634846     6.28705189    -1.53939717
  3    -5.56307530     8.34725912    -0.71183253
  4     1.00979376    -1.30370973    -6.74159224
  5     2.14085744     0.23618791    -6.32697492
  6    -0.67379966    -0.43453365    -7.36218082
  7     1.33856086     1.89480166     1.85431329
  8    -0.02851845     0.83989483     1.10997943
  9     2.38783405     0.73128585     2.95571457
 10    -4.66505722    -5.11300689    -2.67282211
 11    -5.74610367    -6.59051690    -2.88727241
 12    -5.57802411    -3.56870321    -3.43822544
 13     0.94829164    -3.48327523     7.87094048
 14    -0.63762792    -2.59512644     7.38388041
 15     0.37654197    -5.29503166     8.05935820
 16    -3.21437336    -1.39248075     1.37732623
 17    -4.18246721     0.20547316     1.51409416
 18    -4.05895713    -2.28104965    -0.01492713
 19    -3.35527514     1.16571316    -7.42727869
 20    -4.61575034     0.61262940    -6.03981784
 21    -4.13781753     2.26843100    -8.74644272
 22     5.08262165    -1.90895819    -1.75238323
 23     3.68257641    -3.14799104    -2.31642753
 24     5.39145227    -2.28579768     0.11295010
 25     0.29361954    -5.52062411     1.85193938
 26    -1.23233932    -4.24931413     1.86114430
 27     0.46041757    -5.90068538    -0.10689358
 28     4.58731193     2.02430826    -4.94474334
 29     4.80308451     0.65599772    -3.57240452
 30     4.91367316     3.57549123    -3.97496436
 31    -6.87186194     2.16216139     0.59348297
 32    -6.32664506     3.99054593     0.34278128
 33    -8.45659555     2.22334470     1.66749771
 34    -1.90967337    -7.65669201     6.40024826
 35    -3.58938148    -8.52783979     6.27099957
 36    -1.04972037    -7.54128307     4.59547613
 37     9.09294297    -3.04509093     4.09048426
 38     9.83096147    -1.54727192     3.15370150
 39     7.21005454    -2.95873732     3.90460490
 40     3.68146964     7.81172066     3.87391664
 41     1.79942547     7.54460232     3.90293026
 42     4.37515064     7.40641781     5.57775291
 43    -1.13230299     3.83112591    -2.99402173
 44    -1.85211377     2.65820788    -4.23609004
 45     0.61494599     4.17812181    -3.49894805
 46    -6.75787389    -0.39683011    -3.93056895
 47    -6.72049524     0.46425276    -2.22798835
 48    -8.43115164    -0.13126825    -4.71471531
 49     4.01836383     5.39221025    -1.01648095
 50     4.14185152     6.98759561     0.00005806
 51     3.17772572     4.02746566     0.00369536
 52     3.98366004    -2.65451571     3.73408662
 53     3.00923658    -3.94751061     2.78208219
 54     3.19761537    -2.69247802     5.55023433
 55     0.58398757    -5.10012868    -3.36849771
 56    -1.30566657    -5.43051388    -3.43148752
 57     0.94748112    -4.06680778    -4.97796236
 58    -1.14221379     6.25705761     3.53873875
 59    -0.00406288     4.79124759     2.99179200
 60    -2.46403244     6.20035511     2.08641750

 Atomic and electronic forces:
  1    -0.02210882    -0.00356584     0.00309683     0.00523362     0.00264167     0.00283666
  2     0.01628966    -0.00780055    -0.01221405    -0.00283337    -0.00110331    -0.00098746
  3     0.00130051     0.00566245     0.00054434    -0.00237173    -0.00191910    -0.00132616
  4    -0.02737692     0.03529949    -0.01025806     0.00378157    -0.00079072    -0.00055423
  5     0.00372099    -0.01893164    -0.00191526    -0.00176159     0.00018512     0.00019239
  6     0.02753490    -0.02006929     0.01072313    -0.00235034     0.00042515     0.00048240
  7     0.01254993     0.01106757     0.01178213     0.00308942     0.00003584     0.00131242
  8    -0.01135368    -0.01067043    -0.00616392    -0.00186183     0.00011675    -0.00076463
  9     0.00086054    -0.00193231    -0.00332647    -0.00130496     0.00007125    -0.00060382
 10     0.00901296     0.04004591    -0.00261567     0.00519365    -0.00331148     0.00099676
 11    -0.01782499    -0.02357549    -0.00408104    -0.00216771     0.00204392    -0.00040254
 12     0.00887858    -0.01386119     0.00538461    -0.00312586     0.00179936    -0.00043382
 13     0.00167634     0.00032483     0.00012712     0.00173377    -0.00058085     0.00147099
 14    -0.00482140     0.00935683    -0.00122589    -0.00101577     0.00030968    -0.00092078
 15     0.00334217    -0.00686618    -0.00061051    -0.00080895     0.00038519    -0.00072917
 16     0.02301210    -0.00782745     0.01363005     0.00465034    -0.00118784     0.00248720
 17    -0.01140500     0.02205151     0.00655592    -0.00257886     0.00036757    -0.00157376
 18    -0.00675418    -0.02144044    -0.02128614    -0.00265686     0.00095460    -0.00118571
 19     0.00289164    -0.00615604     0.01784935     0.00695856    -0.00079759    -0.00167090
 20     0.00434451     0.00601236    -0.01921468    -0.00392329     0.00070119     0.00048263
 21    -0.00821166     0.00008854     0.00138646    -0.00334382     0.00002743     0.00145891
 22    -0.01894602    -0.01799893     0.00916625     0.00237090    -0.00044448     0.00034343
 23     0.01610566     0.01325691     0.00351938    -0.00132392     0.00035601    -0.00016289
 24    -0.00129522     0.00404370    -0.01094059    -0.00108677     0.00021901    -0.00026075
 25    -0.03728623     0.01088860    -0.05006072     0.00266788    -0.00126067     0.00117437
 26     0.02892985    -0.01705324     0.00720754    -0.00163359     0.00069649    -0.00080149
 27     0.00501719     0.00607660     0.03867443    -0.00143205     0.00070622    -0.00042699
 28    -0.01019026    -0.02784148    -0.00118771     0.00273863     0.00002244    -0.00005832
 29     0.00264271    -0.00335985    -0.01352327    -0.00132610     0.00008074    -0.00006936
 30     0.00516354     0.03099134     0.01303005    -0.00131416    -0.00011944    -0.00004335
 31    -0.01121082     0.00513972    -0.00142168     0.00681965     0.00012259     0.00501766
 32     0.00500868    -0.00105289     0.00365130    -0.00314131    -0.00076380    -0.00221193
 33     0.00691494    -0.00035022    -0.00140769    -0.00243817    -0.00018831    -0.00303380
