 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.23118801    -0.02006284

 Atomic coordinates:
  1    -4.35443560     6.57152477     0.31559021
  2    -3.19540110     5.81935737    -1.04026621
  3    -4.56772983     8.34059779    -0.07245301
  4     1.64763198    -1.62263077    -7.53404584
  5     2.94006444    -0.33132462    -7.14988185
  6     0.15846494    -0.64187940    -8.15588327
  7     1.01604439     0.85568778     2.32232945
  8    -0.20996703    -0.44746485     1.63881934
  9     1.99464872    -0.19102531     3.54235567
 10    -4.85665354    -5.11620122    -3.02172910
 11    -6.34799898    -6.43015809    -2.79797193
 12    -5.57039923    -3.72893890    -4.12421464
 13     1.15744899    -1.88036988     7.65562610
 14    -0.19036999    -0.70284037     8.26606731
 15     0.38840588    -3.61496579     7.72155834
 16    -3.07453755    -1.70448553     0.95218883
 17    -4.52635027    -0.59600983     1.57332198
 18    -3.69743982    -2.47515583    -0.73931005
 19    -2.94678264     1.71892720    -7.13613688
 20    -4.47966991     1.02794904    -6.31206744
 21    -3.20589724     3.63507822    -7.44330566
 22     5.02353000    -2.70753218    -1.68619720
 23     3.60488404    -3.82025799    -2.36398498
 24     4.59759331    -2.38902166     0.06026108
 25    -0.35622280    -6.03183692     1.93041578
 26    -1.13750262    -4.30583905     1.88543890
 27     0.15276487    -6.27729487     0.10433702
 28     5.53836105     1.34407401    -5.16091433
 29     6.00452003     0.13229460    -3.74278308
 30     4.68215013     2.75942020    -4.29205511
 31    -6.75922447     2.14899397     0.69991825
 32    -6.31146101     4.03350170     0.60522101
 33    -8.25849131     1.95654850     2.00072564
 34    -1.60068403    -6.32844305     7.07557665
 35    -3.51990945    -6.57588842     7.28709990
 36    -1.14891281    -6.71331328     5.25012090
 37     9.15554176    -3.17797055     2.62510168
 38     8.61631616    -3.77537072     0.84751353
 39     7.37742762    -3.06233642     3.42325518
 40     2.10929841     9.17591742     4.00480117
 41     0.94315621     7.73098581     3.80989255
 42     2.21653069     9.60420810     5.83225754
 43    -1.14159726     5.16721044    -3.22210633
 44    -1.09815498     3.80717092    -4.49577403
 45     0.49056708     5.14603215    -2.16275197
 46    -6.84422281    -0.15585220    -3.99890770
 47    -6.93062400     0.87306266    -2.31561780
 48    -8.62339427    -0.34020166    -4.75856191
 49     3.21045891     4.84651481    -0.77059692
 50     3.50632501     6.46620083     0.27867293
 51     2.80840947     3.46730687     0.51156794
 52     4.33218740    -3.52724196     4.14732858
 53     3.69556313    -5.33369855     3.80014173
 54     3.32105747    -2.97623293     5.79451581
 55     0.99199539    -4.86100257    -3.59575933
 56    -0.91233330    -5.17255538    -3.59705193
 57     1.38742111    -3.76819612    -5.05814347
 58    -1.07531501     5.27535048     4.34948017
 59    -0.43356143     3.66056979     3.66329360
 60    -2.84978844     5.35557654     3.47724177

 Atomic and electronic forces:
  1    -0.00657991    -0.04112135     0.01446365     0.00433354     0.00309399    -0.00003152
  2     0.00381686     0.00546660    -0.00291860    -0.00210262    -0.00121446     0.00023088
  3    -0.00133894     0.04046754    -0.00964893    -0.00172871    -0.00161363     0.00004625
  4    -0.01561135    -0.01475302    -0.00300739     0.00257682    -0.00007335    -0.00119982
  5     0.02676563     0.01284609     0.00827013    -0.00118187    -0.00005288     0.00048841
  6    -0.01115254     0.00274227    -0.00214683    -0.00140856    -0.00004558     0.00077114
  7     0.00163989     0.00310544    -0.00281413     0.00360160     0.00046308     0.00035543
  8    -0.01379131     0.00745597    -0.00984572    -0.00214681    -0.00010619    -0.00011766
  9     0.01683432    -0.00106070     0.01418926    -0.00161379    -0.00009430    -0.00027237
 10    -0.04065952    -0.03398815     0.00593608     0.00587561    -0.00211935    -0.00178824
 11     0.04384312     0.03315990    -0.00489752    -0.00265229     0.00173257     0.00093670
 12     0.00249892     0.00538566     0.00012240    -0.00299514     0.00076896     0.00130139
 13     0.00317271     0.00629637    -0.00305129     0.00292726    -0.00015853     0.00131181
 14     0.00052083     0.00515025     0.00249237    -0.00160161    -0.00004216    -0.00085719
 15    -0.00769686    -0.01485158     0.00207042    -0.00151735     0.00027333    -0.00073042
 16    -0.01462197    -0.01257309    -0.01602111     0.00613653    -0.00023749    -0.00002985
 17     0.00725913     0.00001956    -0.00756550    -0.00350124    -0.00019950    -0.00014875
 18     0.00751394     0.00678182     0.01938921    -0.00312722     0.00033325     0.00037781
 19     0.01996152     0.04134136    -0.01713305     0.00383978     0.00082607    -0.00222632
 20    -0.01826969    -0.00794550     0.01322151    -0.00236779    -0.00044195     0.00137802
 21     0.00081729    -0.03323864     0.00417176    -0.00174221    -0.00066263     0.00109714
 22     0.01427134    -0.00512355    -0.02812323     0.00234287    -0.00018386    -0.00024161
 23     0.00017448     0.00068502    -0.00608427    -0.00131205     0.00018819     0.00019290
 24    -0.00667534     0.00887974     0.04073791    -0.00125397     0.00007980     0.00002337
 25     0.00730493    -0.00562849    -0.00595984     0.00377713    -0.00127228     0.00034384
 26    -0.01134687     0.01146719     0.00456006    -0.00225174     0.00051431    -0.00018030
 27     0.00402643    -0.00805688     0.00131151    -0.00177921     0.00060052     0.00004230
 28     0.00238170    -0.01211734    -0.00002171     0.00201533     0.00024739    -0.00053836
 29    -0.00049903    -0.00494838    -0.00735457    -0.00102942    -0.00006373     0.00020011
 30    -0.00596825     0.01776536     0.00772492    -0.00108944    -0.00021871     0.00025438
 31    -0.04667417    -0.01002795     0.03145312     0.00778933     0.00298944    -0.00031455
 32     0.00425820    -0.00418538     0.00190672    -0.00308580    -0.00180736     0.00003926
 33     0.03867332     0.00967885    -0.03226751    -0.00327849    -0.00167055    -0.00060905
