 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.23540917    -0.01986479

 Atomic coordinates:
  1    -4.56746513     5.98600004     0.63786203
  2    -3.47243488     6.31419807    -0.90343556
  3    -5.55214352     7.66840623     0.88969018
  4     1.26204195    -1.64807740    -6.80241811
  5     2.98178368    -0.66176526    -6.63398409
  6    -0.11384610    -0.49672269    -7.51033936
  7     0.87105183     1.25158423     1.87815245
  8    -0.14554970    -0.23121749     1.25936640
  9     1.62236848     0.66008094     3.58031806
 10    -4.32123472    -4.52730600    -3.74708896
 11    -5.95229261    -5.65238140    -3.89193174
 12    -4.77630044    -2.96720733    -4.67539468
 13     0.85428343    -0.70379110     6.47131872
 14     0.12010945     0.65169117     7.53779938
 15    -0.43524610    -2.12264216     6.39662652
 16    -3.04680390    -2.34701896     0.92171047
 17    -4.24590485    -0.91924709     1.23583055
 18    -3.58675611    -2.88707205    -0.89779863
 19    -3.84206345     2.73477090    -7.57644559
 20    -5.09997281     1.65516502    -6.62557200
 21    -4.85158694     3.34413246    -9.10167887
 22     5.61460453    -3.56037966    -0.72707351
 23     3.90753829    -4.12088812    -1.39154633
 24     5.41551045    -3.67357099     1.14429888
 25     0.72980411    -6.27536635     2.17823189
 26    -0.36566475    -4.83022411     1.72022744
 27     1.01130533    -7.24087211     0.53302112
 28     5.12376380     0.78607948    -4.93266495
 29     5.99111635    -0.55479596    -3.86078405
 30     4.35758549     2.03611063    -3.75869735
 31    -6.55055908     1.30418510     0.99550649
 32    -5.93096461     3.10081775     0.98342447
 33    -8.40122636     1.46942350     1.58996568
 34    -1.80479637    -5.33713514     7.01162508
 35    -2.35267812    -7.09575346     7.42731186
 36    -0.69173839    -5.82212262     5.48474394
 37     9.72082272    -3.13897522     3.14876763
 38     9.87770340    -3.17561359     1.28090546
 39     7.92017298    -3.63754813     3.80214224
 40     2.64108448     8.63084506     5.18511130
 41     1.28467219     7.21084745     4.88807904
 42     2.78799720     9.47063496     3.51421003
 43    -1.85621542     5.93632621    -3.53190562
 44    -2.31211519     4.95784255    -5.16341332
 45    -0.06394803     5.29356345    -3.16153399
 46    -7.11712149     0.42708149    -4.52690985
 47    -7.15323634     0.75506692    -2.66365095
 48    -8.90907588     0.15736435    -5.05640848
 49     2.82459983     4.12634602    -1.75259881
 50     3.95411669     5.37505317    -0.93005612
 51     2.07412377     3.05410368    -0.26914123
 52     4.73397623    -3.92369969     4.39699377
 53     3.34895888    -5.01250854     3.51899419
 54     3.92487445    -2.90695564     5.80789896
 55     0.58496399    -4.99674467    -3.10497088
 56    -1.32068629    -5.00212614    -3.36467313
 57     1.13913366    -3.55037159    -4.36246281
 58    -0.81120458     5.27173538     4.20842368
 59    -0.04191374     3.66615024     3.26100447
 60    -2.28248179     5.77461504     3.09149650

 Atomic and electronic forces:
  1    -0.02989420     0.03832909     0.01967985     0.00433598     0.00249130     0.00192924
  2     0.00848030    -0.00690187    -0.01415171    -0.00208074    -0.00117391    -0.00056906
  3     0.01654161    -0.02980707    -0.00284056    -0.00180744    -0.00152926    -0.00097131
  4     0.00557809     0.01328058    -0.00443020     0.00358767    -0.00019669    -0.00054836
  5    -0.03113380    -0.00907472    -0.00075296    -0.00149126    -0.00000027     0.00019515
  6     0.01884655    -0.00266299     0.00500059    -0.00206748    -0.00004983     0.00044207
  7     0.01600821     0.00459867     0.00556242     0.00306289     0.00034459     0.00123208
  8    -0.00889046    -0.00738432    -0.00290777    -0.00181165    -0.00004896    -0.00070291
  9    -0.00780754    -0.00006859    -0.00837697    -0.00129288    -0.00008873    -0.00064024
 10    -0.04839710    -0.03626367     0.00527461     0.00705842    -0.00217109     0.00045576
 11     0.04152347     0.01982916     0.00578793    -0.00341865     0.00189500    -0.00016693
 12    -0.00063232     0.02154682    -0.01143027    -0.00378517     0.00063657     0.00012663
 13     0.00746373    -0.01249442    -0.00734839     0.00215579    -0.00004709     0.00156208
 14    -0.00544412     0.01045188     0.00997327    -0.00101668    -0.00006692    -0.00085255
 15    -0.00129714    -0.00195974     0.00658633    -0.00117006     0.00014479    -0.00092531
 16     0.00566964    -0.01931480    -0.03950448     0.00502517    -0.00061835     0.00230965
 17    -0.01302353     0.01740140     0.01274233    -0.00277220     0.00003284    -0.00147755
 18     0.01526995    -0.00344024     0.02786991    -0.00301203     0.00049197    -0.00095377
 19    -0.00795916     0.00941434    -0.02269793     0.00554737     0.00177338    -0.00153781
 20    -0.00058036    -0.00416538     0.01459537    -0.00336710    -0.00092826     0.00079765
 21     0.01526774    -0.00098729     0.00998436    -0.00252048    -0.00106549     0.00123247
 22    -0.01290005     0.00024506    -0.01814042     0.00213664    -0.00032100     0.00039133
 23     0.00468897    -0.00037050    -0.00767960    -0.00127161     0.00024055    -0.00020780
 24     0.00665783     0.00303090     0.01796624    -0.00102524     0.00016305    -0.00028931
 25     0.01678428    -0.02160163     0.00459337     0.00268142    -0.00099042     0.00119410
 26    -0.01989309     0.01982639    -0.00933094    -0.00164862     0.00047225    -0.00072796
 27    -0.00207406     0.00628776     0.00669025    -0.00137363     0.00058100    -0.00044886
 28     0.01953991    -0.02294892    -0.01090065     0.00239391     0.00016291    -0.00007582
 29    -0.00376042     0.00662515    -0.00246698    -0.00111348     0.00000043    -0.00002508
 30    -0.00938776     0.01697179     0.01497574    -0.00127111    -0.00017237    -0.00003755
 31    -0.04555886    -0.00823242     0.00363907     0.00685209     0.00144755     0.00413654
 32     0.01707139     0.01653339    -0.00170807    -0.00286427    -0.00109459    -0.00160724
 33     0.02645799    -0.00755041    -0.00453508    -0.00282089    -0.00089219    -0.00278868
 34     0.02298867    -0.02472438    -0.03393037     0.00209428    -0.00083880     0.00201142
 35    -0.01481531     0.00219952     0.01984403    -0.00091822     0.00053610    -0.00098023
 36    -0.00594184     0.02245998     0.00859974    -0.00115311     0.00045221    -0.00086926
 37    -0.01847964    -0.00602818     0.03105482     0.00135621    -0.00015658     0.00043147
 38    -0.01132124    -0.00316381    -0.00881459    -0.00071276     0.00008200    -0.00016830
 39     0.03068248     0.00998709    -0.01963899    -0.00074957     0.00010966    -0.00028084
 40    -0.01822210    -0.02113052    -0.00622998     0.00160165     0.00083374     0.00091022
 41     0.01700485     0.01792009     0.01341744    -0.00096252    -0.00045190    -0.00056986
 42     0.00463489     0.00812834    -0.00366285    -0.00083591    -0.00047020    -0.00038471
 43     0.01147565    -0.01973518    -0.02349791     0.00393735     0.00189023     0.00018763
 44    -0.00289677     0.01161063     0.01549625    -0.00220500    -0.00095646     0.00016390
 45    -0.00562449     0.00655547     0.00413797    -0.00173252    -0.00067023    -0.00012414
 46    -0.00098034    -0.00874886    -0.00848795     0.00941323     0.00205405    -0.00064519
 47     0.00591893     0.00378227     0.01360651    -0.00426755    -0.00098462    -0.00069753
 48    -0.00604381    -0.00012557    -0.00272434    -0.00370035    -0.00098427     0.00092590
 49    -0.01926243    -0.01727903     0.01343502     0.00268963     0.00070135     0.00039063
 50     0.01079616     0.01024450     0.00466868    -0.00113500    -0.00035086    -0.00020580
 51     0.00794910     0.00789439    -0.01862327    -0.00145081    -0.00030423    -0.00035042
 52    -0.00961353    -0.01290464    -0.01377922     0.00182819    -0.00033406     0.00085923
 53     0.01100197     0.01306831     0.01884543    -0.00104711     0.00026610    -0.00047762
 54    -0.00391326    -0.00232623    -0.00433706    -0.00090486     0.00012397    -0.00051632
 55     0.01766889     0.03016337    -0.01518216     0.00365025    -0.00099155     0.00030958
 56    -0.00428533    -0.00664887     0.00166574    -0.00231161     0.00069127    -0.00018003
 57    -0.00464304    -0.02775834     0.01420645    -0.00183001     0.00031570    -0.00000182
 58     0.01547596    -0.03587764    -0.02522060     0.00257889     0.00101724     0.00159554
 59    -0.01769104     0.03333500     0.02332004    -0.00141913    -0.00038577    -0.00073658
 60    -0.00507906    -0.00004108     0.00011252    -0.00153423    -0.00072442    -0.00090162
