 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24676522    -0.02084914

 Atomic coordinates:
  1    -4.12352310     6.72862386     0.49918540
  2    -3.16705907     5.79769291    -0.93258375
  3    -5.05196242     8.24397705    -0.23873905
  4     1.54948995    -1.43371279    -7.25060429
  5     2.67013780     0.00145702    -6.35117453
  6    -0.23574820    -0.61904087    -7.57029845
  7     0.75182997     1.12002759     2.57119865
  8    -0.44293696     0.08339832     1.50986347
  9     2.10058228    -0.16976743     3.12701318
 10    -4.97616503    -4.46479370    -3.00024583
 11    -6.37683790    -5.78573363    -2.72432324
 12    -5.88958356    -2.82395646    -3.45694342
 13     0.54665649    -2.95608114     7.72753696
 14    -0.25004273    -2.15406884     9.21162251
 15    -0.15090270    -4.79594051     7.80347499
 16    -3.18381593    -1.90697923     0.81705322
 17    -4.78292506    -0.97863732     1.06872242
 18    -3.37077309    -2.86036694    -0.83899497
 19    -2.99280230     0.97368150    -7.22139579
 20    -4.47376443     0.24202229    -6.38199614
 21    -3.66085167     2.25545548    -8.35572897
 22     5.88401336    -1.91182409    -1.62706048
 23     4.74765904    -3.18208866    -2.50170051
 24     5.11035264    -1.53567055     0.05332692
 25     0.44338210    -5.49037496     2.11676393
 26    -0.96041061    -4.17962276     2.18319790
 27     0.51637906    -5.97927271     0.19654937
 28     4.10575556     1.72298752    -4.39022630
 29     5.20930647     0.28007763    -3.72819442
 30     4.18735291     3.13591723    -3.05606206
 31    -7.26994543     1.70678023     0.43390253
 32    -6.30895985     3.22207336     1.17091860
 33    -8.75084443     1.50062652     1.68600208
 34    -1.53884536    -7.46119251     6.45212218
 35    -3.19813714    -8.31030400     5.93111128
 36    -0.63914665    -7.05355062     4.81563262
 37     9.08649529    -3.42444706     3.60523439
 38     9.27867105    -2.97319495     1.78663047
 39     7.27435138    -3.11914287     4.11856736
 40     3.81985564     8.57033275     2.77689777
 41     2.09003223     7.73674029     3.15366912
 42     4.01194351    10.17248643     3.79810867
 43    -1.47082031     4.47437250    -3.50949799
 44    -2.01193522     3.00109512    -4.52227635
 45     0.42209667     4.27359446    -3.36576464
 46    -7.16698102    -0.21117947    -4.34989566
 47    -7.21835359     0.49030123    -2.51798984
 48    -8.95409039    -0.14194306    -5.07124048
 49     3.68781537     4.74371775    -0.62531605
 50     4.36955783     6.41571377    -0.06731109
 51     2.72700353     4.01965967     0.86386674
 52     4.20200128    -2.46034849     4.08726774
 53     3.00066015    -3.59738115     3.02390813
 54     3.40121428    -2.74738922     5.87821813
 55     0.41656412    -4.23509285    -3.05965033
 56    -1.55079766    -4.40532524    -3.28071933
 57     0.98525424    -3.33852149    -4.72107851
 58    -0.63124279     5.89851052     4.03888179
 59    -0.20728874     4.00861237     3.93583680
 60    -2.15544501     6.12957719     2.89297235

 Atomic and electronic forces:
  1    -0.00706334    -0.00673058    -0.01187014     0.00348015     0.00306236     0.00053637
  2    -0.00631040     0.01397915     0.00505428    -0.00186243    -0.00133713    -0.00003741
  3     0.01151340    -0.01223508     0.00096869    -0.00145159    -0.00167638    -0.00017022
  4    -0.00615564     0.04024413     0.01719431     0.00296317     0.00017683    -0.00112696
  5    -0.02881088    -0.03269759    -0.02219213    -0.00136794    -0.00018993     0.00041451
  6     0.03287255    -0.00920757     0.00676023    -0.00171310    -0.00020749     0.00075343
  7     0.01520153    -0.00783615     0.00162487     0.00347373     0.00085090     0.00077732
  8    -0.01057011    -0.00091749    -0.00225623    -0.00214906    -0.00042108    -0.00034308
  9    -0.00486410     0.01492026     0.00399359    -0.00154870    -0.00022920    -0.00037857
 10    -0.01587871    -0.02155677     0.00300541     0.00771051    -0.00104746    -0.00186573
 11     0.01913802     0.01348257    -0.00514521    -0.00363333     0.00139501     0.00099157
 12     0.00106962     0.00036038    -0.00761284    -0.00386509    -0.00007060     0.00119673
 13    -0.00483382    -0.03370998     0.00043406     0.00277600    -0.00008889     0.00166561
 14    -0.00338705     0.01515424     0.01187374    -0.00128020    -0.00002622    -0.00096767
 15     0.01059915     0.01849169    -0.01173728    -0.00142673     0.00023961    -0.00092196
 16     0.02397045    -0.00730434     0.00663834     0.00655635     0.00060487     0.00075820
 17    -0.01836356     0.01506200     0.00304698    -0.00363458    -0.00073910    -0.00056718
 18    -0.00328933    -0.00213351     0.00034485    -0.00336547    -0.00004517     0.00006159
 19     0.03382488    -0.00805879     0.00322395     0.00431247     0.00116545    -0.00207507
 20    -0.02785232    -0.01609982     0.02016738    -0.00263372    -0.00068010     0.00126967
 21    -0.00714569     0.02465470    -0.02352557    -0.00191034    -0.00075448     0.00117978
 22     0.00067157    -0.01448932    -0.00705639     0.00228182     0.00006533    -0.00006766
 23     0.00328190     0.00205431     0.00438273    -0.00127670     0.00004372     0.00010105
 24    -0.00037469     0.00183508     0.00927130    -0.00123277    -0.00006351    -0.00006754
 25    -0.00272586    -0.00983196    -0.03647032     0.00389133    -0.00069428     0.00078138
 26    -0.00057730     0.00345738     0.00060277    -0.00237350     0.00022412    -0.00051468
 27     0.00444190     0.01083646     0.03166142    -0.00198744     0.00041504    -0.00013555
 28    -0.00340686     0.00412844    -0.01895122     0.00242367     0.00054002    -0.00042498
 29     0.00004593     0.00652388     0.00728853    -0.00115721    -0.00016063     0.00015615
 30     0.00136104    -0.00636760     0.00197867    -0.00117619    -0.00035136     0.00012036
 31    -0.01613402     0.00714425     0.03157911     0.00701545     0.00449368     0.00072601
 32     0.00084807    -0.00672475    -0.01315354    -0.00275477    -0.00201544    -0.00055261
 33     0.01592549    -0.00094874    -0.01885565    -0.00268690    -0.00240438    -0.00118405
 34    -0.02675535    -0.01277709    -0.00114350     0.00325267    -0.00128482     0.00202030
 35     0.01920147     0.00796581     0.00918551    -0.00176359     0.00098279    -0.00122425
 36     0.00824106     0.00356581    -0.00555607    -0.00177796     0.00057832    -0.00077881
 37     0.01473384    -0.00585390     0.00511793     0.00160891    -0.00007152     0.00033028
 38    -0.00201938     0.00213867    -0.00515547    -0.00082401     0.00002010    -0.00010215
 39    -0.00697458     0.00371738    -0.00236978    -0.00092917     0.00002911    -0.00022760
 40    -0.01266558     0.00101543     0.00274530     0.00168241     0.00103673     0.00037777
 41     0.01612000     0.01143287     0.00379816    -0.00099394    -0.00062480    -0.00026553
 42    -0.00573799    -0.01018887    -0.00255417    -0.00072086    -0.00050739    -0.00020446
 43     0.00508063     0.01348659     0.01737878     0.00359469     0.00185015    -0.00059458
 44    -0.00829055    -0.01726558    -0.01657696    -0.00204475    -0.00085966     0.00051191
 45     0.00289128     0.00482391     0.00314368    -0.00155198    -0.00068805     0.00021958
 46    -0.01443170     0.00171532     0.00863598     0.00754944     0.00253405    -0.00311088
 47    -0.00255147     0.00175745    -0.01513340    -0.00362298    -0.00169083     0.00078731
 48     0.01249986     0.00300154     0.00808155    -0.00279381    -0.00138035     0.00218660
 49    -0.00803882    -0.01151427    -0.00593162     0.00229160     0.00091362     0.00006606
 50     0.00312838     0.01292485     0.01133923    -0.00098434    -0.00046756    -0.00005959
 51     0.00220204    -0.00020720    -0.00055316    -0.00128868    -0.00049100    -0.00014530
 52    -0.04192891    -0.02336016     0.01158657     0.00246521     0.00001185     0.00068418
 53     0.01711663     0.00658996     0.00763944    -0.00145749     0.00008169    -0.00033546
 54     0.01421685     0.01260161    -0.02059620    -0.00122860     0.00001530    -0.00048501
 55    -0.03476261     0.00550624    -0.02394736     0.00402387    -0.00039303    -0.00058573
 56     0.03726797    -0.00053226     0.00281670    -0.00252421     0.00029498     0.00047556
 57    -0.00256095    -0.00916117     0.01608874    -0.00180357     0.00008347     0.00043343
 58     0.00693909    -0.01034142     0.00229650     0.00268725     0.00166600     0.00099039
 59     0.00121728     0.00777195     0.00005134    -0.00153350    -0.00071378    -0.00052250
 60    -0.00116029     0.00570765    -0.00265639    -0.00154521    -0.00110083    -0.00048564
