 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24338948    -0.01573786

 Atomic coordinates:
  1    -4.69627249     6.81936665    -0.14623395
  2    -3.93704153     6.24974556    -1.80299325
  3    -4.70019673     8.74176142    -0.27615907
  4     1.43416037    -1.25446541    -7.37612262
  5     2.91796583    -0.08629268    -7.43120243
  6    -0.17999916    -0.26561012    -7.65773355
  7     1.12680927     1.52788448     1.64135732
  8    -0.10442433     0.22778333     1.05618644
  9     2.47773168     0.44591848     2.58330476
 10    -4.88820016    -4.58628508    -2.92771077
 11    -5.90567365    -6.09824252    -3.48662006
 12    -5.87769468    -2.94486903    -3.59608845
 13     0.83343019    -2.99860319     7.98918549
 14     1.24893232    -2.54235122     9.80577580
 15    -0.20131384    -4.57896657     7.94397167
 16    -2.94528822    -2.33995121     1.21117848
 17    -4.09139558    -0.80945661     1.42993708
 18    -3.69404014    -3.12973694    -0.27012355
 19    -3.25463402     1.36733082    -7.27764174
 20    -4.78740744     0.68682914    -6.30451708
 21    -3.85834810     1.30088186    -9.03359515
 22     4.91454286    -2.54052951    -1.54585015
 23     3.49894867    -3.25878450    -2.50421602
 24     4.29258642    -2.12443386     0.19433228
 25     0.59841654    -6.10817451     1.89786321
 26    -0.91924296    -5.02226281     1.62219987
 27     1.01455018    -6.64490529     0.08952942
 28     5.24067644     1.92165172    -4.67858261
 29     5.52451149     0.33758486    -3.57662566
 30     5.49050343     3.46102440    -3.62284601
 31    -6.23778604     2.02906420     0.98335477
 32    -5.68874936     3.82882401     0.81738903
 33    -7.53335368     1.98795534     2.35181409
 34    -1.95945332    -7.08857541     7.32963204
 35    -3.79778867    -6.82740638     7.08122467
 36    -1.35115500    -7.78018529     5.64500307
 37     9.30851789    -3.09623679     3.53465158
 38     9.35758737    -2.45733343     1.77161543
 39     7.52055107    -3.12920987     4.22613894
 40     3.52357274     8.26916228     3.80785253
 41     1.67455575     7.69868122     4.20066379
 42     4.18442842     9.42506939     5.21210352
 43    -1.50598575     4.34722819    -3.59801964
 44    -1.87740391     3.29454393    -5.15536907
 45     0.33084889     3.94671583    -3.18595651
 46    -7.11875233    -0.04761526    -4.09838540
 47    -6.59001972     0.42735859    -2.22876332
 48    -9.01174249     0.33593520    -4.12454895
 49     3.34848892     5.57586832    -0.51019761
 50     3.98032463     6.56221421     0.97947229
 51     2.45362003     3.98727314     0.13212077
 52     3.74040041    -2.82235270     4.05212686
 53     2.73373563    -4.18495451     3.13662248
 54     3.06627758    -2.83385747     5.87386322
 55     0.55950906    -4.94491187    -3.81744584
 56    -1.29681690    -4.75112939    -3.53890535
 57     0.84457306    -4.01371811    -5.39655313
 58    -1.02524226     5.95070574     3.63940812
 59    -0.49845682     4.19551855     3.08246988
 60    -2.19819224     6.64221437     2.19401149

 Atomic and electronic forces:
  1    -0.00302530     0.02395314     0.00218139     0.00301991     0.00282219     0.00092539
  2     0.01015234    -0.01116703    -0.00594946    -0.00163693    -0.00133979    -0.00024576
  3    -0.00224615    -0.01306889     0.00425547    -0.00117599    -0.00135073    -0.00036556
  4    -0.01314152    -0.01340748    -0.00310085     0.00321717     0.00035695    -0.00068719
  5     0.00673308     0.00971279     0.00371152    -0.00135072    -0.00022053     0.00027600
  6     0.00506603     0.00417068     0.00291810    -0.00183040    -0.00035355     0.00045189
  7     0.03062803    -0.01714026     0.01715478     0.00284425     0.00082007     0.00085336
  8    -0.01574656    -0.00851255    -0.00461472    -0.00174105    -0.00039692    -0.00048852
  9    -0.01824850     0.01949495    -0.00750771    -0.00126472    -0.00025782    -0.00042101
 10    -0.02782956     0.04519990    -0.01982778     0.00685363    -0.00068615     0.00036392
 11     0.00147555     0.00148639     0.00002131    -0.00311744     0.00104680     0.00003451
 12     0.02750305    -0.04499467     0.01518338    -0.00345883    -0.00017130     0.00010219
 13     0.01918577     0.02830110     0.02043334     0.00211086    -0.00000320     0.00151620
 14    -0.00656373    -0.00693342    -0.01176831    -0.00087060    -0.00002002    -0.00072142
 15    -0.01207850    -0.01824129     0.00187163    -0.00112971     0.00012670    -0.00086855
 16     0.00384419     0.03125351     0.02803379     0.00501386     0.00040504     0.00166924
 17     0.00828535     0.00231373     0.00930178    -0.00261287    -0.00057802    -0.00099371
 18    -0.01169229    -0.03032195    -0.03839430    -0.00286694    -0.00005349    -0.00068720
 19    -0.00896651    -0.01211482     0.01278801     0.00453830     0.00174922    -0.00116965
 20     0.00927840     0.00549863     0.00900752    -0.00266091    -0.00102320     0.00063136
 21     0.00025461     0.00437979    -0.02600296    -0.00209431    -0.00085082     0.00095190
 22     0.02364483     0.01971173     0.01101948     0.00237944     0.00006242     0.00022566
 23    -0.02365148    -0.01617847    -0.01624189    -0.00139682     0.00001020    -0.00007241
 24     0.00175293    -0.00334985     0.00500205    -0.00122263    -0.00006156    -0.00022617
 25     0.00799124    -0.01690394    -0.02388044     0.00323535    -0.00058857     0.00105284
 26    -0.01517116     0.01794277     0.00928157    -0.00196480     0.00023027    -0.00065192
 27     0.00612833    -0.00143334     0.01209460    -0.00164937     0.00035018    -0.00034658
 28    -0.00142150    -0.02638717    -0.00107170     0.00212856     0.00052043    -0.00011570
 29    -0.00254444     0.01738875    -0.00849908    -0.00109450    -0.00017995     0.00000261
 30     0.00019630     0.00729104     0.01000327    -0.00098920    -0.00031386     0.00000353
 31    -0.00475753    -0.03165896    -0.00646918     0.00528982     0.00305741     0.00213810
 32     0.00913891     0.02253247    -0.00431530    -0.00211092    -0.00154323    -0.00083399
 33    -0.00421586     0.00209997     0.00714722    -0.00224485    -0.00159798    -0.00155519
