 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.23709556    -0.02254806

 Atomic coordinates:
  1    -4.25151955     6.61144604    -0.38161927
  2    -3.29058300     5.78586899    -1.85918769
  3    -4.57430196     8.36257537    -0.80193602
  4     1.17359105    -1.22743219    -6.56212354
  5     2.60642535     0.08485349    -6.13754841
  6    -0.31440320    -0.08772506    -6.91709830
  7     1.40287836     1.65690277     1.42067981
  8     0.15446612     1.25178618     0.06573398
  9     1.84509004     0.07318299     2.31793972
 10    -4.84120049    -4.90865671    -2.65407167
 11    -6.15340455    -6.18206775    -2.18597699
 12    -5.93336844    -3.47034371    -3.47460060
 13     0.95969805    -2.93448105     7.63115335
 14    -0.33177804    -1.72143389     8.17351033
 15     0.12770427    -4.60055752     7.66405488
 16    -3.56732071    -2.24923147     1.41660468
 17    -4.72941502    -0.61461706     1.70979883
 18    -3.96339354    -2.93310239    -0.34529635
 19    -3.03991014     1.38713201    -7.23837183
 20    -4.42173750     0.54059109    -6.16556393
 21    -3.58246372     1.17723243    -9.11026168
 22     4.99317711    -2.24783552    -1.78714230
 23     3.86258593    -3.48560471    -2.59580599
 24     5.19129580    -2.86532513     0.00850851
 25     0.35334495    -5.58924797     1.94715163
 26    -1.39459678    -4.74384245     2.07906069
 27     0.56449373    -6.00353783     0.14230369
 28     4.53362172     2.15270766    -4.67410950
 29     4.91084803     0.56363052    -3.62771315
 30     4.67900117     3.64396436    -3.40957713
 31    -6.54679968     2.15611233     0.91938697
 32    -5.67299860     3.78838549     1.04861528
 33    -8.31840753     2.50793795     1.62327488
 34    -2.05360121    -7.08965843     6.41389043
 35    -3.87842434    -6.65286307     5.91787355
 36    -1.19420152    -7.18210505     4.69063943
 37     9.22307488    -2.79180637     3.88129440
 38     9.78048891    -1.40520044     2.69608323
 39     7.27531724    -3.01712132     3.79324526
 40     3.49621066     8.31803283     4.56642500
 41     1.75973602     7.48664323     4.34431748
 42     4.74897717     6.92408163     4.99977557
 43    -1.23489724     3.85833732    -3.40134062
 44    -1.95190393     2.98932719    -4.92826740
 45     0.74559245     4.10092078    -3.65677172
 46    -6.83701496    -0.20686559    -3.86665497
 47    -6.76117489     0.76114528    -2.15444240
 48    -8.58942967     0.08152926    -4.40572540
 49     3.81417658     5.21352618    -0.99420084
 50     3.78067701     6.80177589     0.03616206
 51     3.26290186     3.77034702     0.16410239
 52     3.98965666    -2.56424119     3.43618570
 53     2.72196537    -3.92009218     2.91875603
 54     3.25769611    -2.10216664     5.14789688
 55     0.56117907    -5.20242054    -3.57073204
 56    -1.28358822    -5.64599332    -3.25910391
 57     0.68754593    -3.71998085    -4.83901851
 58    -1.04657090     5.63424008     3.78345505
 59    -0.33543694     3.88236492     3.49626671
 60    -2.10150348     6.14099037     2.28894761

 Atomic and electronic forces:
  1     0.00631732    -0.03697989     0.00757154     0.00430671     0.00328695     0.00120193
  2     0.00099393     0.00220207     0.00826487    -0.00230573    -0.00142443    -0.00029311
  3    -0.00431586     0.03544558    -0.01093463    -0.00172998    -0.00174841    -0.00044582
  4     0.03075716     0.02401379     0.00915740     0.00374143    -0.00002633    -0.00083251
  5    -0.01639705    -0.02465504    -0.00622412    -0.00160855    -0.00011422     0.00029169
  6    -0.01156164    -0.00029627    -0.00399477    -0.00218778    -0.00015730     0.00057137
  7    -0.00577398     0.01961556     0.00639213     0.00332100     0.00062584     0.00092006
  8    -0.00587059    -0.00504701    -0.00835970    -0.00204837    -0.00035827    -0.00042533
  9     0.00968514    -0.02061078     0.00518475    -0.00158658    -0.00013680    -0.00051280
 10    -0.02823471     0.02716900    -0.01911990     0.00759821    -0.00255260     0.00000298
 11     0.00108518    -0.01298340     0.00399538    -0.00331560     0.00208473    -0.00014958
 12     0.02871795    -0.01549736     0.01043751    -0.00412151     0.00102402     0.00034918
 13     0.02263195     0.01658116    -0.00587551     0.00230707    -0.00027225     0.00164390
 14    -0.01284197     0.01688886     0.00817280    -0.00120861     0.00004596    -0.00099215
 15    -0.01009821    -0.03060926    -0.00189893    -0.00117171     0.00029007    -0.00089725
 16    -0.03265929     0.04558825     0.01534135     0.00618709    -0.00036728     0.00232368
 17     0.03410630    -0.04589417    -0.01436395    -0.00328125    -0.00028234    -0.00150307
 18    -0.00040669     0.00135704     0.00323811    -0.00347434     0.00044697    -0.00079840
 19    -0.02460741    -0.01134276    -0.03105669     0.00569007     0.00119831    -0.00184120
 20     0.00603506     0.00514000    -0.00380445    -0.00346275    -0.00054415     0.00096750
 21     0.00914407     0.00418461     0.02954279    -0.00253455    -0.00051743     0.00138993
 22     0.01365361     0.01365353     0.00890460     0.00257358    -0.00013998     0.00015309
 23    -0.01701789    -0.01706303    -0.01579788    -0.00144177     0.00018069    -0.00002454
 24     0.00148977     0.00677614     0.00295229    -0.00122510     0.00010399    -0.00018574
 25    -0.02353981     0.00141131     0.02444234     0.00350993    -0.00099008     0.00114963
 26     0.01436452     0.00458394    -0.00337015    -0.00217369     0.00053231    -0.00081633
 27     0.00739015    -0.00522093    -0.02869728    -0.00182696     0.00056047    -0.00036295
 28    -0.00005247    -0.00379325     0.00278231     0.00257600     0.00045506    -0.00022561
 29     0.00253129     0.00470239    -0.00120414    -0.00129726    -0.00011802     0.00004300
 30    -0.00223289    -0.01192402    -0.00740751    -0.00122640    -0.00031439     0.00002343
 31    -0.04439424    -0.03319373     0.00704039     0.00740853     0.00304613     0.00343664
 32     0.02379494     0.03373908    -0.00386156    -0.00290262    -0.00163670    -0.00131107
 33     0.01826354    -0.00564535    -0.00558502    -0.00286512    -0.00190756    -0.00238409
