 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.25486449    -0.01856912

 Atomic coordinates:
  1    -4.35750049     6.35211567     0.58989637
  2    -2.95027555     6.21187906    -0.70020171
  3    -5.59571713     7.54376520    -0.17992521
  4     1.68112936    -1.04299734    -7.24773856
  5     3.45141460    -0.50343447    -6.60664367
  6     0.52200845     0.45607686    -6.98505481
  7     0.88756549     0.95890413     2.22334573
  8    -0.57220985    -0.15186991     1.60572192
  9     1.77368131    -0.14362558     3.55731314
 10    -4.91544582    -5.10502503    -2.71483872
 11    -6.41091318    -6.19158815    -2.36198171
 12    -5.59080056    -3.61536794    -3.63356973
 13     0.66445400    -1.66189131     6.95097887
 14    -0.10584736    -0.34228984     8.13456227
 15    -0.44383879    -3.27754846     7.16817456
 16    -3.10720470    -1.79286455     0.77488880
 17    -4.48510194    -0.42602189     0.90992273
 18    -3.78015380    -3.04510109    -0.51773939
 19    -3.04209641     1.68454499    -6.91630947
 20    -4.55051873     1.16409291    -5.83788165
 21    -3.55933035     1.31098274    -8.73626057
 22     5.36131124    -3.18548657    -1.01363611
 23     3.88162597    -3.77101732    -1.93669377
 24     4.77828683    -3.26214370     0.84873079
 25     0.12159061    -5.83803423     1.88423281
 26    -0.82010293    -4.30207336     1.24230277
 27     0.41192405    -6.80545664     0.22231059
 28     5.43107066     1.21655323    -4.87796425
 29     6.18261830     0.28970182    -3.39280064
 30     5.15560884     2.99243491    -4.20302902
 31    -6.80529056     2.05159708     0.60621884
 32    -5.79775490     3.64809208     1.00805300
 33    -8.05578938     1.78084864     2.08768604
 34    -1.56268273    -6.07426337     6.58530791
 35    -2.79173975    -7.55876784     6.65674472
 36    -0.92140115    -5.96494676     4.75954761
 37     9.33615813    -2.71231990     2.61411752
 38     8.90022442    -2.92127143     0.76298252
 39     7.80847338    -3.24564657     3.66537932
 40     2.39997376     9.30622207     4.06187465
 41     0.98458280     7.97981112     3.91362305
 42     3.77748167     8.57995675     5.10272594
 43    -1.11513705     5.22472776    -3.39611649
 44    -1.31404131     4.14372196    -4.95864574
 45     0.65326122     5.02424463    -2.69527573
 46    -7.05326022    -0.37405251    -4.20568559
 47    -7.01421146     0.89586147    -2.85145129
 48    -8.87999133    -0.86680318    -4.30252471
 49     3.32250421     4.39376219    -0.90754625
 50     4.01763177     5.70125405     0.33256564
 51     2.33657957     3.03791851     0.14647878
 52     4.28122419    -3.63143892     3.86226023
 53     3.00399516    -4.94368044     3.36428633
 54     3.38427509    -2.82773026     5.36436273
 55     0.35900972    -4.89854732    -3.52424421
 56    -1.60327278    -4.94554033    -3.66266753
 57     0.99356651    -3.69734169    -4.91720277
 58    -0.87038373     5.26659921     4.66191504
 59    -0.20744881     3.82791030     3.60359610
 60    -2.42777527     6.02663137     3.83835377

 Atomic and electronic forces:
  1     0.00240703     0.00116744     0.01083640     0.00321228     0.00308419     0.00023557
  2     0.00747483    -0.00461764    -0.00835764    -0.00152914    -0.00129073     0.00005229
  3    -0.00601195     0.00808823    -0.00236124    -0.00136686    -0.00172459    -0.00001278
  4     0.00685523    -0.00391737     0.00661322     0.00281352     0.00051025    -0.00114483
  5    -0.01479485     0.00222010    -0.00371066    -0.00122734    -0.00023262     0.00041021
  6     0.00082078    -0.00395093    -0.00165687    -0.00150016    -0.00044629     0.00062918
  7     0.00755773    -0.00669761     0.00642728     0.00338935     0.00103793     0.00057866
  8    -0.00030210     0.00320869    -0.00132586    -0.00213576    -0.00056905    -0.00029799
  9    -0.00739537     0.01174965    -0.00851931    -0.00156719    -0.00034439    -0.00039454
 10     0.00866910    -0.00630123     0.00765850     0.00808923    -0.00056109    -0.00177692
 11    -0.00417967    -0.01099104     0.00254226    -0.00379853     0.00110776     0.00089527
 12    -0.00512636     0.02145621    -0.01403500    -0.00375508    -0.00035285     0.00129996
 13    -0.01595113     0.00259612     0.01605937     0.00298954     0.00035742     0.00153669
 14     0.00842775    -0.01087487    -0.01105314    -0.00140305    -0.00029823    -0.00088566
 15     0.01351597     0.01191494    -0.00411362    -0.00164918    -0.00002150    -0.00096691
 16    -0.01170439     0.00921704     0.00223813     0.00633622     0.00131754     0.00059102
 17     0.01048380    -0.00667330    -0.00207604    -0.00324398    -0.00120735    -0.00035033
 18     0.00114212    -0.00256917    -0.00172891    -0.00353779    -0.00042504     0.00001950
 19    -0.00739039    -0.00134349    -0.01430210     0.00364910     0.00183755    -0.00194841
 20     0.00421774    -0.00215802    -0.00074113    -0.00223469    -0.00120868     0.00116926
 21     0.00712890     0.00333088     0.01414127    -0.00162509    -0.00081895     0.00120118
 22     0.01370429     0.01077375     0.02761308     0.00245771     0.00007716    -0.00004202
 23    -0.02619066    -0.01213635    -0.02577867    -0.00143649    -0.00001079     0.00010077
 24     0.01502984     0.00400920    -0.00976285    -0.00130254    -0.00003639    -0.00010527
 25     0.00099093    -0.01399411    -0.02616887     0.00429102    -0.00050923     0.00076458
 26    -0.00486318     0.00972140     0.00626027    -0.00248517     0.00002724    -0.00033025
 27     0.00251703     0.00399196     0.01548556    -0.00209879     0.00037972    -0.00012868
 28     0.00505510     0.01168720     0.00805992     0.00207373     0.00052572    -0.00044757
 29     0.00021577    -0.00869242    -0.00052857    -0.00104071    -0.00020633     0.00014038
 30    -0.00242505    -0.00515448    -0.00300340    -0.00100828    -0.00035011     0.00018660
 31    -0.02502929    -0.02104228     0.02435304     0.00575799     0.00464529     0.00032481
 32     0.00176568     0.00510121    -0.00422789    -0.00226342    -0.00195436    -0.00023782
 33     0.02014459     0.00768572    -0.02260005    -0.00238328    -0.00243464    -0.00087076
 34    -0.01733298    -0.01383185     0.00236112     0.00369472    -0.00070134     0.00227971
 35     0.01276171     0.01297881    -0.00050874    -0.00183738     0.00066302    -0.00134915
 36    -0.00017430    -0.00432322     0.00149328    -0.00205763     0.00032505    -0.00088100
 37     0.00030636    -0.00268335     0.00456399     0.00164538     0.00005919     0.00024038
 38    -0.00497775    -0.00013131     0.00750961    -0.00087824    -0.00002629    -0.00005794
 39     0.00553238     0.00397253    -0.01194596    -0.00092190    -0.00001366    -0.00018892
 40    -0.01801721    -0.00727376    -0.01359200     0.00157177     0.00122504     0.00044381
 41     0.01411076     0.01040555     0.00917298    -0.00096025    -0.00072651    -0.00027887
 42     0.00533115    -0.00404352     0.00743967    -0.00075152    -0.00051135    -0.00024247
 43    -0.01093603     0.00827544     0.00556052     0.00286158     0.00190965    -0.00062324
 44     0.00077747    -0.00296222     0.00046804    -0.00150697    -0.00091176     0.00050249
 45     0.00666167    -0.00378047    -0.00262772    -0.00131407    -0.00076241     0.00019254
 46    -0.00604372    -0.02166013    -0.01955011     0.00661514     0.00377035    -0.00333898
 47     0.00823469     0.02434900     0.02922448    -0.00295202    -0.00212632     0.00099559
 48    -0.00284266    -0.00248087    -0.00622314    -0.00251552    -0.00199392     0.00217285
 49    -0.01105113    -0.00659518     0.02076889     0.00226926     0.00104057    -0.00004919
 50    -0.00613827    -0.01228916    -0.00885153    -0.00099347    -0.00050769    -0.00004730
 51     0.01826835     0.01761765    -0.01082007    -0.00135085    -0.00054651    -0.00005053
 52    -0.00243383     0.00660300     0.01424604     0.00254112     0.00000753     0.00063738
 53    -0.00585619    -0.01303885    -0.01039418    -0.00148099     0.00009898    -0.00035591
 54     0.00607517     0.00512752     0.00390626    -0.00130095    -0.00005810    -0.00045444
 55    -0.02008618     0.00949387    -0.00761206     0.00411801    -0.00020585    -0.00079159
 56     0.02934895    -0.00063461     0.00096421    -0.00258617     0.00013809     0.00059880
 57    -0.00706756    -0.00777296     0.00573355    -0.00181393    -0.00004443     0.00049538
 58    -0.00424040     0.01408893     0.00357422     0.00267294     0.00173990     0.00098615
 59    -0.00221735    -0.00798712    -0.00380695    -0.00150435    -0.00078542    -0.00041280
 60     0.00524711    -0.00822912    -0.00329089    -0.00141732    -0.00113067    -0.00047968
