 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24722854    -0.02168493

 Atomic coordinates:
  1    -4.42755835     6.19588720     0.49181537
  2    -3.17571251     5.72594537    -0.90819225
  3    -5.20675590     7.87549376     0.05311724
  4     1.12846055    -1.27185745    -7.15810495
  5     2.69232715    -0.09724144    -7.02689859
  6    -0.34217898    -0.40200891    -7.97730702
  7     1.10751916     1.05853614     1.79736079
  8    -0.46398648     0.13687224     1.29574506
  9     2.41739816    -0.30399422     1.86636786
 10    -5.19994236    -4.30731464    -3.03880290
 11    -5.98489467    -5.75353130    -4.02131488
 12    -6.12034253    -2.75901512    -3.84679740
 13     0.59032001    -3.02763034     8.01876877
 14    -1.19658230    -2.30797345     8.33992829
 15     0.23207661    -4.89872740     7.73491732
 16    -3.37850041    -2.07251087     1.38002852
 17    -4.78381885    -0.77018535     1.54623136
 18    -3.93313554    -3.13869829    -0.09950292
 19    -3.35143063     1.74267735    -7.75764023
 20    -4.94888280     1.07606937    -6.79690934
 21    -4.05430894     2.89973081    -9.03821774
 22     5.17282984    -2.55427713    -1.05537986
 23     3.46608069    -3.28539386    -1.61069604
 24     5.20080901    -2.43280118     0.88426351
 25     0.28085149    -5.53392081     2.57054222
 26    -1.15892485    -4.36810479     2.63063057
 27     0.50280839    -5.82013157     0.65291800
 28     4.84980533     1.48537467    -4.64734983
 29     5.48533896     0.07014514    -3.47437056
 30     4.51120857     3.00095386    -3.54249076
 31    -6.81109361     1.74063301     0.12641126
 32    -6.00914586     3.43645200     0.51651645
 33    -8.72000876     1.97019490     0.26354410
 34    -1.04575053    -7.74275814     6.82419633
 35    -1.88191867    -9.21902395     6.19489214
 36    -0.54823563    -6.76272485     5.20235586
 37     9.62473715    -3.02351350     3.86252031
 38     9.46832182    -2.07035566     2.20577436
 39     7.87126092    -3.46743321     4.47430252
 40     3.36293183     8.53264177     3.17158740
 41     1.72441413     7.67246808     3.39054750
 42     3.75103309     9.27711199     4.83054379
 43    -1.56729874     4.61724235    -3.32623660
 44    -1.93872494     3.27126349    -4.62948590
 45     0.27627089     4.44730249    -3.03762427
 46    -7.13937777     0.14700103    -4.71436946
 47    -6.96337215     0.76305833    -2.93829930
 48    -9.00174759     0.50836199    -5.15191608
 49     3.98471384     5.15395568    -1.28247431
 50     4.15341371     6.75119052    -0.26688408
 51     3.85973548     3.71635074    -0.06297592
 52     4.27511314    -2.71780391     3.92310815
 53     3.02596146    -4.14263114     3.35213580
 54     3.53927519    -2.17583533     5.64989062
 55     0.40189179    -4.30553418    -2.91517887
 56    -1.47317248    -4.55365514    -2.93815710
 57     0.58282905    -3.35755475    -4.60486319
 58    -0.73571526     5.85937471     3.99725496
 59     0.13227793     4.26511850     3.57344238
 60    -2.40338762     5.59066761     3.04632570

 Atomic and electronic forces:
  1    -0.01149840    -0.00213219     0.00588719     0.00445493     0.00207024     0.00219788
  2     0.00116147     0.00249535    -0.00579737    -0.00225867    -0.00086358    -0.00072693
  3     0.00584503    -0.00032371    -0.00184235    -0.00200996    -0.00141139    -0.00101922
  4     0.01935127    -0.00576950     0.00670032     0.00339803    -0.00033199    -0.00052368
  5    -0.02292623    -0.00959440     0.00089453    -0.00146281     0.00004684     0.00019853
  6    -0.00058272     0.01305372    -0.00115923    -0.00198337     0.00010772     0.00044063
  7     0.00143048     0.01092502    -0.00281241     0.00285600     0.00008790     0.00115679
  8    -0.01515278    -0.00308410    -0.00165026    -0.00172443     0.00004366    -0.00070900
  9     0.01120173    -0.00212307     0.00702901    -0.00126563     0.00005580    -0.00048230
 10    -0.02202100     0.01123947    -0.02210201     0.00603693    -0.00238759     0.00119617
 11     0.00896314    -0.00218084     0.00876918    -0.00269317     0.00167733    -0.00030076
 12     0.02007698    -0.01018133     0.01459060    -0.00352657     0.00110172    -0.00037799
 13    -0.03585733     0.00810811     0.00021521     0.00170351    -0.00039492     0.00145883
 14     0.03137003    -0.00359088    -0.00215837    -0.00090679     0.00019229    -0.00090562
 15     0.00709053    -0.00249654     0.00492361    -0.00083910     0.00030326    -0.00072583
 16    -0.00273676     0.00400793     0.00701311     0.00433495    -0.00085290     0.00223391
 17     0.00433997     0.00237616    -0.00067479    -0.00247520     0.00030082    -0.00148734
 18    -0.00210316    -0.00491940    -0.00924123    -0.00243429     0.00070174    -0.00101495
 19    -0.02386501    -0.01911502     0.02501398     0.00566433     0.00042248    -0.00136998
 20     0.02798947     0.00456353    -0.00734800    -0.00342983    -0.00010500     0.00068153
 21    -0.00041360     0.01357785    -0.01590023    -0.00268437    -0.00048307     0.00107027
 22    -0.00747209     0.00505398     0.00452309     0.00213907    -0.00030980     0.00038846
 23     0.01058630     0.00242118     0.00219760    -0.00125801     0.00024030    -0.00021183
 24    -0.00225822    -0.00655698    -0.01258806    -0.00100894     0.00014139    -0.00028318
 25     0.02631423    -0.02598292    -0.03116486     0.00251447    -0.00092877     0.00123604
 26    -0.03072842     0.02991819     0.00349758    -0.00148061     0.00047972    -0.00080271
 27     0.00363485    -0.00039469     0.01717011    -0.00137632     0.00051521    -0.00048945
 28     0.00549188    -0.02195356    -0.00078428     0.00237729     0.00011050    -0.00000197
 29    -0.00608574     0.00979656    -0.00917402    -0.00111862     0.00002268    -0.00006405
 30     0.00235262     0.00966980     0.00493392    -0.00120632    -0.00014583    -0.00006952
 31    -0.02694421    -0.01141937    -0.00171214     0.00711248     0.00063634     0.00399584
 32     0.00667089     0.00934418     0.00099507    -0.00291133    -0.00076552    -0.00166725
 33     0.01589651     0.00114668     0.00439260    -0.00305107    -0.00055054    -0.00268476
