 Number of water molecules:
          20

 Atomic and electronic energies:
    -0.24472837    -0.01868704

 Atomic coordinates:
  1    -4.05333233     6.53598216     0.36166091
  2    -3.04432055     5.77361623    -1.06357716
  3    -5.32482007     7.68998291    -0.36091328
  4     1.32056878    -1.51987424    -7.40469399
  5     2.27086908    -0.14120634    -6.39590214
  6    -0.30296644    -0.82899947    -8.20716325
  7     1.24475723     1.23472732     2.40405999
  8    -0.42709704     0.37795696     1.91235784
  9     2.38270932    -0.08407482     3.13425995
 10    -4.50539256    -4.59730311    -2.85399179
 11    -5.88579798    -5.97538686    -2.67337960
 12    -5.24423746    -3.03051932    -3.78224640
 13     0.30295781    -2.82585198     7.59011749
 14    -0.40575432    -2.02432565     9.12858663
 15    -0.52734035    -4.52059653     7.37676382
 16    -3.13993504    -1.75660045     1.20313990
 17    -4.30573358    -0.32759379     1.04866971
 18    -3.37902873    -3.00520923    -0.24070259
 19    -3.11362937     0.92940773    -7.20103134
 20    -4.79194281     0.46962987    -6.38815228
 21    -3.21670047     2.74852736    -7.69923400
 22     5.83242272    -2.18184390    -1.74311990
 23     4.17312019    -3.04593496    -2.05114569
 24     5.54977396    -1.46279340     0.03526211
 25     0.36980351    -5.59773470     1.64407505
 26    -0.91877968    -4.20141421     2.00005132
 27     0.59153049    -5.44857964    -0.28473790
 28     4.16657255     1.82712538    -4.54196695
 29     4.94846698     0.32691046    -3.56316931
 30     4.10541291     3.36279464    -3.36823911
 31    -7.47131390     1.67059312     0.59289531
 32    -6.60959752     3.35178407     0.52074441
 33    -9.24164062     1.77993586     1.35348681
 34    -1.91496844    -7.20857600     6.19624775
 35    -3.14750296    -8.54184622     6.23523641
 36    -1.33754351    -6.71600310     4.49040248
 37     9.50490164    -3.39472490     3.88442227
 38    10.05549118    -2.53133270     2.25501502
 39     7.73664190    -2.70054035     4.32696388
 40     3.96668650     8.55089113     2.84756694
 41     2.17948605     8.40294284     3.55992034
 42     4.96165193     9.18130423     4.31318563
 43    -1.55626055     4.33692508    -3.29634409
 44    -1.50174161     2.67513540    -4.21946809
 45     0.29620965     4.79926785    -2.99839379
 46    -7.17982227    -0.24448112    -4.15765285
 47    -7.01933723     0.65080205    -2.51639259
 48    -9.08519935    -0.40167600    -4.31087878
 49     3.43230394     5.07595404    -0.70966171
 50     3.93393954     6.68574827     0.33103293
 51     2.75542449     3.90368054     0.67085952
 52     4.00593556    -2.84574653     4.25081115
 53     2.98586275    -3.92530735     3.14194349
 54     2.80346122    -2.60964158     5.80259823
 55     0.61070515    -4.29781985    -3.19364127
 56    -1.33536334    -4.32836163    -3.59490537
 57     1.39085091    -3.79279679    -4.87032278
 58    -0.78363679     6.09983704     4.14356202
 59    -0.01464004     4.38208295     3.84596643
 60    -2.17833211     6.39281990     2.83400362

 Atomic and electronic forces:
  1    -0.00924258    -0.00776545     0.02422166     0.00538889     0.00219676     0.00142897
  2     0.00934567    -0.00540072    -0.01575497    -0.00262188    -0.00082914    -0.00029777
  3    -0.00817236     0.01340645    -0.00931861    -0.00266936    -0.00164198    -0.00060815
  4     0.00735879    -0.00012224     0.00014451     0.00287679    -0.00045599    -0.00096083
  5    -0.01139039    -0.00575545    -0.01558017    -0.00141422     0.00011031     0.00035781
  6     0.01392385     0.00471714     0.01542586    -0.00163517     0.00021940     0.00070040
  7    -0.02253275     0.01557947    -0.01316150     0.00309227    -0.00000068     0.00090704
  8     0.01436846     0.00066266     0.00588533    -0.00189370     0.00010700    -0.00054925
  9     0.00764133    -0.01239270     0.00796045    -0.00132896     0.00009148    -0.00042250
 10    -0.02378272    -0.00133731    -0.00704234     0.00553446    -0.00235462    -0.00036584
 11     0.02035090     0.02543208    -0.00698453    -0.00256958     0.00171483     0.00016374
 12     0.00045368    -0.02226462     0.01104253    -0.00309540     0.00106412     0.00053130
 13     0.01130536     0.01286509    -0.00530962     0.00218366    -0.00054574     0.00146955
 14    -0.00483825     0.00371265     0.00962433    -0.00101090     0.00021485    -0.00083318
 15    -0.00700190    -0.01439188    -0.00135689    -0.00110205     0.00041371    -0.00077347
 16     0.03398690    -0.02204837     0.01055191     0.00500692    -0.00105602     0.00146272
 17    -0.02667529     0.01827506    -0.00605514    -0.00294339     0.00039486    -0.00091693
 18    -0.00888432     0.00635737    -0.00289137    -0.00258683     0.00076729    -0.00044583
 19    -0.00605271    -0.00100375    -0.00002493     0.00476954    -0.00024428    -0.00207369
 20     0.00075539    -0.00084358     0.00117579    -0.00289612     0.00026697     0.00125454
 21    -0.00052169     0.00558091    -0.00294120    -0.00229202    -0.00018839     0.00113218
 22    -0.01677902     0.01628934     0.03118213     0.00206461    -0.00031972     0.00004479
 23    -0.00290759    -0.01214447    -0.01239765    -0.00118772     0.00024733    -0.00000811
 24     0.01521957    -0.00620624    -0.01579494    -0.00106009     0.00013033    -0.00011926
 25    -0.01177678     0.01373661    -0.00431710     0.00286453    -0.00113796     0.00074162
 26     0.00405828    -0.00371896     0.00185654    -0.00172335     0.00057807    -0.00052981
 27     0.00500602    -0.00598641     0.00485379    -0.00150665     0.00057477    -0.00018929
 28    -0.00386484    -0.01166249     0.00128261     0.00247224     0.00006832    -0.00031223
 29    -0.00086575     0.01721788    -0.00672186    -0.00116120     0.00005002     0.00008264
 30     0.00482181    -0.00811367     0.00310357    -0.00125481    -0.00013082     0.00007719
 31    -0.01341953    -0.01470291    -0.00316013     0.00823268    -0.00018864     0.00313704
 32    -0.00045757     0.01297743     0.00790102    -0.00364999    -0.00055894    -0.00128018
 33     0.01945792     0.00685595    -0.00310793    -0.00319123    -0.00006721    -0.00229693
 34     0.01914398     0.03189752     0.03282860     0.00224938    -0.00136209     0.00156181
 35    -0.02423923    -0.02983013    -0.00839098    -0.00104665     0.00083636    -0.00083176
 36     0.00682491    -0.00561948    -0.02479245    -0.00130516     0.00069425    -0.00068087
 37    -0.01541686     0.02187821    -0.00946441     0.00134411    -0.00024624     0.00034782
 38    -0.00446159    -0.01008007     0.01383196    -0.00068451     0.00009920    -0.00012638
 39     0.01765058    -0.01450983    -0.00431735    -0.00076721     0.00012728    -0.00022977
 40    -0.01560630     0.00296914     0.00808411     0.00193706     0.00074452     0.00054964
 41     0.00220557    -0.00562745    -0.00894525    -0.00109671    -0.00045199    -0.00039305
 42     0.01186915     0.00336596     0.00322192    -0.00082422    -0.00033190    -0.00028604
 43     0.01276635     0.00280804     0.00138235     0.00469837     0.00086080    -0.00034706
 44    -0.00084588    -0.00477480    -0.00426899    -0.00235341    -0.00017272     0.00035081
 45    -0.00678672    -0.00033585     0.00135184    -0.00185512    -0.00037582     0.00008700
 46    -0.02000748    -0.01066973    -0.01944970     0.00827103    -0.00141683    -0.00224783
 47     0.01068627     0.01157535     0.02622182    -0.00408667     0.00041468     0.00019273
 48     0.00870432    -0.00388478    -0.00922208    -0.00340109     0.00093308     0.00163145
 49    -0.00107786     0.01571688     0.02026801     0.00256487     0.00050799     0.00022481
 50    -0.00516452    -0.01801475    -0.01449898    -0.00114236    -0.00031952    -0.00016381
 51     0.00154537    -0.00221465    -0.00880045    -0.00138140    -0.00019532    -0.00023575
 52     0.00120815     0.03345786     0.03177976     0.00205737    -0.00041495     0.00072785
 53    -0.01385174    -0.02979402    -0.02293721    -0.00114807     0.00030619    -0.00035452
 54     0.01689713    -0.00490008    -0.01175794    -0.00105208     0.00021292    -0.00049410
 55    -0.03105802    -0.00228867    -0.00410176     0.00321495    -0.00101284    -0.00021592
 56     0.03248283    -0.00341921     0.01202535    -0.00197055     0.00068722     0.00020940
 57     0.00180428     0.00455688    -0.00688584    -0.00147736     0.00041125     0.00025242
 58     0.00313640     0.00803691     0.00381043     0.00305225     0.00099470     0.00143739
 59    -0.00206751    -0.00353920    -0.00286205    -0.00156018    -0.00030832    -0.00065745
 60     0.00477058    -0.00456490     0.00159816    -0.00189242    -0.00070011    -0.00079023
